SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,9.1E-5
242,0.00018
243,0.00029
244,0.0004
245,0.00051
246,0.00063
247,0.00074
248,0.00086
249,0.00099
250,0.00112
251,0.00125
252,0.00139
253,0.00153
254,0.00167
255,0.00183
256,0.00198
257,0.00214
258,0.00229
259,0.00244
260,0.0026
261,0.00276
262,0.00291
263,0.00306
264,0.00322
265,0.0034
266,0.00356
267,0.00373
268,0.00391
269,0.00409
270,0.00429
271,0.00449
272,0.00469
273,0.00492
274,0.00517
275,0.00541
276,0.00567
277,0.00594
278,0.00624
279,0.00654
280,0.00686
281,0.0072
282,0.00759
283,0.00797
284,0.00835
285,0.00876
286,0.00919
287,0.00964
288,0.01011
289,0.01069
290,0.01136
291,0.01184
292,0.01225
293,0.01273
294,0.01326
295,0.01378
296,0.01435
297,0.01486
298,0.01534
299,0.01586
300,0.01636
301,0.0168
302,0.01728
303,0.01771
304,0.01814
305,0.01858
306,0.01899
307,0.01942
308,0.01985
309,0.02028
310,0.02075
311,0.02129
312,0.02183
313,0.02221
314,0.02264
315,0.02309
316,0.02357
317,0.0241
318,0.02463
319,0.02522
320,0.02578
321,0.0265
322,0.02711
323,0.02745
324,0.02791
325,0.02837
326,0.02889
327,0.0294
328,0.02991
329,0.03042
330,0.03094
331,0.03143
332,0.03193
333,0.03235
334,0.03288
335,0.03333
336,0.03377
337,0.03417
338,0.03459
339,0.03505
340,0.03547
341,0.03591
342,0.03627
343,0.03671
344,0.03708
345,0.03743
346,0.0377
347,0.03805
348,0.03839
349,0.03872
350,0.03895
351,0.03917
352,0.0394
353,0.03961
354,0.03975
355,0.03985
356,0.03994
357,0.04006
358,0.0402
359,0.04026
360,0.04035
361,0.04049
362,0.04062
363,0.04082
364,0.0409
365,0.04115
366,0.04139
367,0.04173
368,0.04207
369,0.04238
370,0.04275
371,0.04311
372,0.04344
373,0.0439
374,0.04437
375,0.04487
376,0.04543
377,0.04606
378,0.04666
379,0.04721
380,0.04782
381,0.04827
382,0.0486
383,0.04899
384,0.04935
385,0.04982
386,0.05035
387,0.0508
388,0.05154
389,0.05241
390,0.05323
391,0.05395
392,0.05464
393,0.05556
394,0.05659
395,0.058
396,0.05891
397,0.05917
398,0.05867
399,0.05792
400,0.05728
401,0.05688
402,0.05676
403,0.05697
404,0.05726
405,0.05757
406,0.05789
407,0.05838
408,0.05883
409,0.05923
410,0.05943
411,0.05995
412,0.06014
413,0.05979
414,0.05953
415,0.05943
416,0.05954
417,0.06021
418,0.06213
419,0.06326
420,0.06175
421,0.06062
422,0.06019
423,0.06006
424,0.06003
425,0.06011
426,0.06008
427,0.06011
428,0.06006
429,0.06001
430,0.06001
431,0.06011
432,0.06024
433,0.06031
434,0.0606
435,0.06108
436,0.06219
437,0.0637
438,0.06355
439,0.06232
440,0.06204
441,0.06214
442,0.06191
443,0.0617
444,0.06166
445,0.06142
446,0.06135
447,0.06194
448,0.06709
449,0.07536
450,0.07246
451,0.0698
452,0.06851
453,0.06471
454,0.06477
455,0.06588
456,0.06838
457,0.07059
458,0.07002
459,0.06884
460,0.07112
461,0.07639
462,0.08043
463,0.07827
464,0.07421
465,0.07648
466,0.09019
467,0.09946
468,0.09179
469,0.08264
470,0.07505
471,0.07287
472,0.08136
473,0.07745
474,0.06601
475,0.06283
476,0.06172
477,0.06153
478,0.0632
479,0.06855
480,0.07336
481,0.07282
482,0.0716
483,0.06883
484,0.06581
485,0.06364
486,0.06261
487,0.06263
488,0.06277
489,0.06413
490,0.07004
491,0.07464
492,0.07213
493,0.06736
494,0.06447
495,0.06296
496,0.06225
497,0.06187
498,0.06164
499,0.06154
500,0.06151
501,0.06179
502,0.06217
503,0.06191
504,0.06142
505,0.06107
506,0.06088
507,0.06074
508,0.06061
509,0.0605
510,0.06042
511,0.06058
512,0.06076
513,0.06051
514,0.06015
515,0.05983
516,0.05966
517,0.05954
518,0.05952
519,0.05929
520,0.05904
521,0.05886
522,0.05865
523,0.05841
524,0.05815
525,0.05798
526,0.05782
527,0.05755
528,0.05736
529,0.057
530,0.05672
531,0.05656
532,0.0564
533,0.05627
534,0.05602
535,0.0558
536,0.0555
537,0.05521
538,0.05513
539,0.05512
540,0.05508
541,0.055
542,0.05483
543,0.05463
544,0.05435
545,0.05417
546,0.05397
547,0.05374
548,0.0535
549,0.05327
550,0.05312
551,0.05299
552,0.0528
553,0.05252
554,0.05225
555,0.05208
556,0.05191
557,0.05169
558,0.05144
559,0.05117
560,0.05102
561,0.05085
562,0.05064
563,0.05036
564,0.05017
565,0.05004
566,0.04999
567,0.04983
568,0.04979
569,0.04966
570,0.04942
571,0.04919
572,0.04898
573,0.04878
574,0.04861
575,0.04845
576,0.04827
577,0.0481
578,0.04798
579,0.0479
580,0.0477
581,0.0476
582,0.04752
583,0.04748
584,0.04736
585,0.04716
586,0.04687
587,0.04667
588,0.04643
589,0.04606
590,0.04572
591,0.04529
592,0.04493
593,0.04453
594,0.0441
595,0.04371
596,0.0433
597,0.04296
598,0.04259
599,0.04235
600,0.0421
