SIGNAL2,B,C,D
365,0.5938,1.064E4,1.79185E4
366,0.5942,9690,1.63076E4
367,0.5938,9760,1.64365E4
368,0.593,1.012E4,1.70658E4
369,0.5939,9470,1.59454E4
370,0.5938,9820,1.65376E4
371,0.5936,9290,1.56503E4
372,0.5931,8850,1.49216E4
373,0.5938,8100,1.3641E4
374,0.5937,8560,1.44181E4
375,0.5944,7540,1.26851E4
376,0.593,7540,1.2715E4
377,0.5937,7110,1.19757E4
378,0.5936,6300,1.06132E4
379,0.5935,6020,1.01432E4
380,0.5936,6210,1.04616E4
381,0.5936,5980,1.00741E4
382,0.5936,6890,1.16071E4
383,0.5936,8460,1.4252E4
384,0.5928,1.134E4,1.91296E4
385,0.5937,1.662E4,2.79939E4
386,0.5937,2.464E4,4.15024E4
387,0.5941,3.79E4,6.3794E4
388,0.5937,5.625E4,9.47448E4
389,0.5936,8.05E4,1.35613E5
390,0.5931,1.0779E5,1.8174E5
391,0.5935,1.3825E5,2.3294E5
392,0.5933,1.747E5,2.94455E5
393,0.5937,2.0821E5,3.50699E5
394,0.5935,2.3589E5,3.97456E5
395,0.5941,2.6609E5,4.47888E5
396,0.5937,2.7618E5,4.65184E5
397,0.594,2.8091E5,4.72912E5
398,0.5936,2.7773E5,4.67874E5
399,0.5939,2.6081E5,4.39148E5
400,0.5937,2.3386E5,3.93903E5
401,0.594,2.0016E5,3.3697E5
402,0.5938,1.6729E5,2.81728E5
403,0.5938,1.3381E5,2.25345E5
404,0.5934,1E5,1.6852E5
405,0.5934,7.303E4,1.2307E5
406,0.5933,5.283E4,8.90443E4
407,0.5939,3.571E4,6.0128E4
408,0.5936,2.299E4,3.87298E4
409,0.5924,1.5E4,2.53207E4
410,0.5937,1.109E4,1.86795E4
411,0.5928,8690,1.46592E4
412,0.5943,6510,1.09541E4
413,0.5936,5200,8760.10782
414,0.5937,4280,7209.02813
415,0.5934,3580,6033.03
416,0.5932,3330,5613.62104
417,0.5927,2570,4336.08908
418,0.5933,2450,4129.44547
419,0.593,1940,3271.50084
420,0.5939,1830,3081.32682
421,0.5939,1700,2862.43475
422,0.5937,1740,2930.77312
423,0.5936,1770,2981.80593
424,0.5937,1580,2661.27674
425,0.5938,1430,2408.21826
426,0.5939,1530,2576.19128
427,0.5938,1300,2189.28932
428,0.5934,1320,2224.46916
429,0.5942,1240,2086.83945
430,0.5936,1390,2341.6442
431,0.5937,1230,2071.75341
432,0.5936,1190,2004.71698
433,0.5937,1180,1987.53579
434,0.594,1330,2239.05724
435,0.5936,1020,1718.32884
436,0.5937,1150,1937.00522
437,0.5938,1330,2239.81138
438,0.594,1290,2171.71717
439,0.5937,1210,2038.06636
440,0.5934,1040,1752.61207
441,0.594,1240,2087.54209
442,0.5937,1210,2038.06636
443,0.5938,950,1599.86527
444,0.5935,1030,1735.46757
445,0.5937,1100,1852.7876
446,0.5934,1100,1853.7243
447,0.5937,1080,1819.10056
448,0.5937,1070,1802.25703
449,0.5936,1130,1903.63881
450,0.5938,1090,1835.63489
