SIGNAL2,B,C,D
270,0.00882,416,4.71784E4
272,0.00883,268,3.0358E4
274,0.00882,196,2.22313E4
276,0.00882,184,2.08683E4
278,0.00882,212,2.40439E4
280,0.00881,260,2.95159E4
282,0.00882,260,2.94918E4
284,0.00882,252,2.85766E4
286,0.00881,240,2.72306E4
288,0.00881,244,2.76933E4
290,0.00882,244,2.76795E4
292,0.00882,240,2.72208E4
294,0.00883,276,3.12698E4
296,0.00883,308,3.48906E4
298,0.00883,252,2.8552E4
300,0.00882,316,3.58212E4
302,0.00882,280,3.17518E4
304,0.00882,316,3.58098E4
306,0.00882,316,3.58244E4
308,0.00882,288,3.26575E4
310,0.00884,324,3.66698E4
312,0.00883,316,3.57887E4
314,0.00883,324,3.66931E4
316,0.00883,352,3.98515E4
318,0.00884,396,4.48146E4
320,0.00883,300,3.39643E4
322,0.00883,420,4.7563E4
324,0.00883,372,4.21253E4
326,0.00884,328,3.71074E4
328,0.00884,412,4.66E4
330,0.00884,296,3.35024E4
332,0.00883,384,4.34842E4
334,0.00883,376,4.25648E4
336,0.00883,368,4.16912E4
338,0.00883,344,3.89528E4
340,0.00883,312,3.53245E4
342,0.00883,368,4.16704E4
344,0.00883,324,3.67014E4
346,0.00883,396,4.48674E4
348,0.00883,352,3.98858E4
350,0.00883,356,4.03153E4
352,0.00883,396,4.48491E4
354,0.00883,404,4.57738E4
356,0.00883,320,3.62352E4
358,0.00883,400,4.53022E4
360,0.00882,352,3.99021E4
362,0.00882,388,4.39869E4
364,0.00882,364,4.12605E4
366,0.00883,348,3.94075E4
368,0.00883,452,5.11799E4
370,0.00884,420,4.75178E4
372,0.00883,324,3.67014E4
374,0.00882,340,3.85645E4
376,0.00882,408,4.62417E4
378,0.00883,312,3.53325E4
380,0.00883,332,3.75974E4
382,0.00884,376,4.25532E4
384,0.00884,348,3.93576E4
386,0.00884,300,3.39536E4
388,0.00884,288,3.25615E4
390,0.00884,288,3.25674E4
392,0.00883,292,3.30601E4
394,0.00884,312,3.53117E4
396,0.00883,356,4.03171E4
398,0.00883,336,3.80418E4
400,0.00884,308,3.48322E4
402,0.00884,292,3.30421E4
404,0.00884,356,4.02897E4
406,0.00884,288,3.25792E4
408,0.00884,252,2.85119E4
410,0.00884,296,3.35008E4
412,0.00884,332,3.75515E4
414,0.00883,348,3.93986E4
416,0.00882,328,3.7168E4
418,0.00884,332,3.75583E4
420,0.00883,324,3.66765E4
422,0.00884,316,3.57401E4
424,0.00884,368,4.16384E4
426,0.00883,340,3.84999E4
428,0.00883,256,2.89881E4
430,0.00884,308,3.48606E4
