SIGNAL2,B,C,D
270,0.01365,624,4.57277E4
272,0.01364,316,2.31672E4
274,0.01363,332,2.4353E4
276,0.01364,252,1.84724E4
278,0.01364,264,1.93548E4
280,0.01364,232,1.70103E4
282,0.01364,220,1.61234E4
284,0.01366,340,2.48865E4
286,0.01365,212,1.5527E4
288,0.01365,252,1.84578E4
290,0.01365,296,2.16837E4
292,0.01365,284,2.08034E4
294,0.01364,300,2.19974E4
296,0.01365,264,1.93446E4
298,0.01364,328,2.40441E4
300,0.01365,312,2.28645E4
302,0.01366,324,2.37272E4
304,0.01366,344,2.51749E4
306,0.01365,336,2.46139E4
308,0.01365,300,2.19748E4
310,0.01363,256,1.8781E4
312,0.01365,360,2.63775E4
314,0.01365,360,2.63829E4
316,0.01365,464,3.40046E4
318,0.01364,352,2.58019E4
320,0.01364,316,2.31685E4
322,0.01365,332,2.43174E4
324,0.01365,292,2.13988E4
326,0.01364,332,2.43352E4
328,0.01365,388,2.84291E4
330,0.01364,392,2.87474E4
332,0.01364,400,2.93152E4
334,0.01363,304,2.23051E4
336,0.01364,376,2.75668E4
338,0.01365,368,2.69692E4
340,0.01365,400,2.9298E4
342,0.01364,324,2.3762E4
344,0.01363,360,2.64162E4
346,0.01363,340,2.49435E4
348,0.01363,332,2.43659E4
350,0.01364,336,2.46305E4
352,0.01364,348,2.55207E4
354,0.01363,312,2.28954E4
356,0.01362,332,2.43695E4
358,0.01364,368,2.69731E4
360,0.01364,328,2.4042E4
362,0.01364,364,2.66878E4
364,0.01362,364,2.67215E4
366,0.01363,412,3.02292E4
368,0.01362,332,2.4368E4
370,0.01363,392,2.87668E4
372,0.01364,388,2.84491E4
374,0.01364,376,2.75619E4
376,0.01363,296,2.1713E4
378,0.01365,316,2.31549E4
380,0.01363,300,2.20141E4
382,0.01364,404,2.96275E4
384,0.01363,344,2.52303E4
386,0.01363,432,3.17013E4
388,0.01363,340,2.49399E4
390,0.01365,404,2.95979E4
392,0.01365,416,3.04824E4
394,0.01364,408,2.99094E4
396,0.01365,316,2.3157E4
398,0.01365,408,2.98962E4
400,0.01365,336,2.46111E4
402,0.01366,360,2.6359E4
404,0.01364,364,2.66807E4
406,0.01364,388,2.84391E4
408,0.01369,280,2.04577E4
410,0.01367,296,2.16457E4
412,0.01365,316,2.31543E4
414,0.01366,348,2.54721E4
416,0.01365,336,2.46082E4
418,0.01366,344,2.51838E4
420,0.01367,416,3.04352E4
422,0.01365,320,2.34377E4
424,0.01364,412,3.02017E4
426,0.01366,360,2.63559E4
428,0.01366,276,2.02079E4
430,0.01365,472,3.45727E4
