SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,2.1E-5
238,0.00014
239,0.00025
240,0.00038
241,0.00051
242,0.00064
243,0.00079
244,0.00094
245,0.0011
246,0.00125
247,0.00141
248,0.00156
249,0.00173
250,0.00189
251,0.00206
252,0.00223
253,0.0024
254,0.00257
255,0.00276
256,0.00293
257,0.00311
258,0.0033
259,0.00347
260,0.00366
261,0.00383
262,0.00401
263,0.00418
264,0.00437
265,0.00456
266,0.00475
267,0.00493
268,0.00513
269,0.00533
270,0.00556
271,0.00578
272,0.00602
273,0.00627
274,0.00656
275,0.00684
276,0.00712
277,0.00744
278,0.00778
279,0.00815
280,0.00851
281,0.00891
282,0.00934
283,0.0098
284,0.01024
285,0.01072
286,0.01123
287,0.01172
288,0.01229
289,0.01294
290,0.01373
291,0.01429
292,0.01482
293,0.01534
294,0.01594
295,0.01659
296,0.01721
297,0.01787
298,0.01839
299,0.01904
300,0.01952
301,0.02009
302,0.02063
303,0.02115
304,0.02169
305,0.0221
306,0.02263
307,0.02304
308,0.02361
309,0.02407
310,0.02461
311,0.0252
312,0.02578
313,0.02628
314,0.02675
315,0.02723
316,0.02784
317,0.0284
318,0.02898
319,0.02964
320,0.03036
321,0.03108
322,0.03179
323,0.03224
324,0.03269
325,0.03321
326,0.0338
327,0.03436
328,0.0349
329,0.0355
330,0.03609
331,0.03667
332,0.03724
333,0.03779
334,0.03828
335,0.03884
336,0.03931
337,0.03993
338,0.04029
339,0.04091
340,0.04127
341,0.04184
342,0.0422
343,0.04275
344,0.04314
345,0.04347
346,0.04387
347,0.04421
348,0.04473
349,0.04483
350,0.04526
351,0.04551
352,0.04566
353,0.04602
354,0.04616
355,0.04644
356,0.04648
357,0.04665
358,0.04673
359,0.04678
360,0.04688
361,0.04698
362,0.04713
363,0.04724
364,0.04748
365,0.04763
366,0.04801
367,0.04824
368,0.04868
369,0.04902
370,0.0494
371,0.04982
372,0.05021
373,0.05075
374,0.05126
375,0.05189
376,0.05256
377,0.0533
378,0.05398
379,0.05464
380,0.05529
381,0.05573
382,0.05624
383,0.05674
384,0.05717
385,0.05761
386,0.05814
387,0.05887
388,0.05956
389,0.06047
390,0.06139
391,0.06217
392,0.06295
393,0.06393
394,0.06519
395,0.06653
396,0.06761
397,0.068
398,0.06767
399,0.06688
400,0.06627
401,0.06574
402,0.06569
403,0.06578
404,0.0661
405,0.06662
406,0.06672
407,0.06737
408,0.06772
409,0.06837
410,0.06862
411,0.06899
412,0.06953
413,0.06887
414,0.06883
415,0.06849
416,0.06887
417,0.06932
418,0.07144
419,0.07287
420,0.07137
421,0.07022
422,0.06946
423,0.06969
424,0.06932
425,0.06955
426,0.06941
427,0.06932
428,0.06944
429,0.06924
430,0.06951
431,0.06936
432,0.0696
433,0.06964
434,0.06994
435,0.07054
436,0.07146
437,0.07318
438,0.07314
439,0.07203
440,0.07148
441,0.07163
442,0.07146
443,0.07127
444,0.07143
445,0.07087
446,0.07089
447,0.07138
448,0.07641
449,0.08514
450,0.08309
451,0.07993
452,0.07848
453,0.07462
454,0.07403
455,0.07531
456,0.07763
457,0.08035
458,0.08003
459,0.07864
460,0.08061
461,0.0858
462,0.09106
463,0.08915
464,0.08513
465,0.0868
466,0.1003
467,0.1109
468,0.10458
469,0.09456
470,0.08672
471,0.08342
472,0.09213
473,0.0899
474,0.07696
475,0.07273
476,0.07121
477,0.0709
478,0.07224
479,0.07749
480,0.08283
481,0.08296
482,0.08165
483,0.07908
484,0.07535
485,0.07314
486,0.07164
487,0.07192
488,0.07206
489,0.07317
490,0.07877
491,0.08432
492,0.08251
493,0.07744
494,0.07417
495,0.07223
496,0.07139
497,0.07084
498,0.07067
499,0.07044
500,0.07038
501,0.07068
502,0.07099
503,0.0708
504,0.07017
505,0.06993
506,0.06968
507,0.06945
508,0.06915
509,0.06919
510,0.06907
511,0.06907
512,0.06929
513,0.06907
514,0.06882
515,0.06842
516,0.06827
517,0.06805
518,0.06801
519,0.06765
520,0.06747
521,0.06706
522,0.06701
523,0.06655
524,0.06643
525,0.0661
526,0.06595
527,0.0657
528,0.06557
529,0.06512
530,0.06464
531,0.06435
532,0.06423
533,0.06409
534,0.06383
535,0.06358
536,0.06324
537,0.06283
538,0.06273
539,0.06268
540,0.06265
541,0.06251
542,0.06237
543,0.06213
544,0.06181
545,0.06143
546,0.06142
547,0.06109
548,0.0609
549,0.06053
550,0.06048
551,0.06018
552,0.05992
553,0.05968
554,0.05947
555,0.05923
556,0.05903
557,0.05868
558,0.05836
559,0.05808
560,0.05788
561,0.05767
562,0.05746
563,0.05719
564,0.05688
565,0.05674
566,0.05655
567,0.05652
568,0.05637
569,0.05629
570,0.05594
571,0.0557
572,0.05536
573,0.05524
574,0.05507
575,0.05492
576,0.05468
577,0.05449
578,0.05434
579,0.05412
580,0.05402
581,0.05383
582,0.05366
583,0.05352
584,0.05332
585,0.05316
586,0.05296
587,0.05267
588,0.0524
589,0.05198
590,0.05163
591,0.05117
592,0.0508
593,0.05022
594,0.04979
595,0.04933
596,0.04898
597,0.04856
598,0.04818
599,0.04788
600,0.0475
