SIGNAL2,B,C,D
365,0.6446,1.103E4,1.71114E4
366,0.6433,1.145E4,1.77988E4
367,0.6445,1.091E4,1.69279E4
368,0.6443,1.058E4,1.64209E4
369,0.6436,1.017E4,1.58017E4
370,0.6443,9880,1.53345E4
371,0.6434,9900,1.5387E4
372,0.6436,9920,1.54133E4
373,0.6449,9140,1.41727E4
374,0.6436,8430,1.30982E4
375,0.6437,8100,1.25835E4
376,0.6434,8010,1.24495E4
377,0.644,7460,1.15839E4
378,0.6438,7250,1.12613E4
379,0.6433,6610,1.02751E4
380,0.6445,6280,9743.98759
381,0.6438,6400,9940.97546
382,0.6441,7410,1.15044E4
383,0.644,8980,1.39441E4
384,0.644,1.175E4,1.82453E4
385,0.6436,1.65E4,2.5637E4
386,0.6428,2.606E4,4.05414E4
387,0.6444,3.8E4,5.89696E4
388,0.6434,5.688E4,8.84053E4
389,0.6437,8.184E4,1.2714E5
390,0.6444,1.0966E5,1.70174E5
391,0.6435,1.4364E5,2.23217E5
392,0.6435,1.8221E5,2.83155E5
393,0.6447,2.1779E5,3.37816E5
394,0.644,2.5541E5,3.96599E5
395,0.6433,2.7917E5,4.33965E5
396,0.6439,3.012E5,4.67774E5
397,0.6429,3.0857E5,4.79966E5
398,0.6448,3.0351E5,4.70704E5
399,0.6439,2.8922E5,4.49169E5
400,0.6435,2.6051E5,4.04833E5
401,0.644,2.2405E5,3.47904E5
402,0.6441,1.8874E5,2.93029E5
403,0.6437,1.525E5,2.36912E5
404,0.6448,1.1809E5,1.83142E5
405,0.6439,8.662E4,1.34524E5
406,0.6439,6.222E4,9.66299E4
407,0.6445,4.222E4,6.55081E4
408,0.644,2.715E4,4.21584E4
409,0.6442,1.818E4,2.8221E4
410,0.6441,1.295E4,2.01056E4
411,0.644,9310,1.44565E4
412,0.6434,6090,9465.34038
413,0.6443,5440,8443.27177
414,0.6443,4610,7155.05199
415,0.643,4080,6345.25661
416,0.6439,3370,5233.73195
417,0.6449,3030,4698.40285
418,0.6455,2470,3826.49109
419,0.6438,2020,3137.62038
420,0.6443,1850,2871.33323
421,0.6435,1600,2486.40249
422,0.6436,1420,2206.33934
423,0.645,1530,2372.09302
424,0.6442,1420,2204.28438
425,0.644,1370,2127.32919
426,0.6439,1500,2329.55428
427,0.6446,1310,2032.26807
428,0.6437,1300,2019.57434
429,0.6442,1310,2033.52996
430,0.6444,1250,1939.78895
431,0.6439,1260,1956.82559
432,0.6437,1240,1926.36321
433,0.644,1220,1894.40994
434,0.644,1090,1692.54658
435,0.6435,1050,1631.70163
436,0.6438,1150,1786.26903
437,0.6444,980,1520.79454
438,0.6441,1010,1568.07949
439,0.6431,1060,1648.26621
440,0.644,970,1506.21118
441,0.644,1140,1770.18634
442,0.644,830,1288.81988
443,0.6439,1020,1584.09691
444,0.6432,1040,1616.91542
445,0.6434,1280,1989.43115
446,0.6439,970,1506.4451
447,0.645,980,1519.37984
448,0.6446,1060,1644.43065
449,0.6439,1070,1661.74872
450,0.646,1150,1780.18576
