SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,6E-6
239,0.00011
240,0.00022
241,0.00033
242,0.00045
243,0.00058
244,0.00071
245,0.00084
246,0.00097
247,0.00111
248,0.00125
249,0.0014
250,0.00153
251,0.00168
252,0.00184
253,0.002
254,0.00214
255,0.00232
256,0.00248
257,0.00265
258,0.00281
259,0.00297
260,0.00315
261,0.0033
262,0.00347
263,0.00363
264,0.00381
265,0.00398
266,0.00416
267,0.00434
268,0.00452
269,0.00472
270,0.00492
271,0.00516
272,0.00535
273,0.0056
274,0.00585
275,0.00612
276,0.00638
277,0.00668
278,0.007
279,0.00733
280,0.00766
281,0.00802
282,0.00844
283,0.00884
284,0.00924
285,0.00969
286,0.01019
287,0.01064
288,0.01114
289,0.01173
290,0.01247
291,0.01296
292,0.01339
293,0.01393
294,0.01446
295,0.01508
296,0.01558
297,0.01619
298,0.01667
299,0.01721
300,0.01775
301,0.0182
302,0.01871
303,0.01916
304,0.01969
305,0.02009
306,0.02052
307,0.02096
308,0.02138
309,0.02188
310,0.02231
311,0.02295
312,0.02342
313,0.02392
314,0.02434
315,0.02482
316,0.02532
317,0.02578
318,0.02646
319,0.02702
320,0.02759
321,0.0284
322,0.02899
323,0.02939
324,0.02984
325,0.03037
326,0.03084
327,0.03141
328,0.03192
329,0.0325
330,0.03298
331,0.0335
332,0.03408
333,0.03445
334,0.03497
335,0.03546
336,0.0359
337,0.03645
338,0.0369
339,0.03736
340,0.03784
341,0.03821
342,0.03857
343,0.03901
344,0.03941
345,0.03979
346,0.04005
347,0.04039
348,0.04077
349,0.04101
350,0.04134
351,0.0416
352,0.04176
353,0.04205
354,0.04214
355,0.0424
356,0.04238
357,0.04256
358,0.04264
359,0.04274
360,0.04286
361,0.04291
362,0.04319
363,0.04317
364,0.04348
365,0.04359
366,0.04389
367,0.04419
368,0.04449
369,0.04492
370,0.04522
371,0.04569
372,0.04605
373,0.04652
374,0.04691
375,0.0475
376,0.04824
377,0.04878
378,0.04944
379,0.05
380,0.05074
381,0.05109
382,0.05151
383,0.05203
384,0.05232
385,0.05287
386,0.05326
387,0.05398
388,0.05461
389,0.05549
390,0.05651
391,0.05695
392,0.05795
393,0.05865
394,0.05997
395,0.06127
396,0.06219
397,0.06272
398,0.06201
399,0.06134
400,0.06055
401,0.06029
402,0.06014
403,0.06013
404,0.06078
405,0.06086
406,0.06133
407,0.06171
408,0.06232
409,0.06269
410,0.06278
411,0.06354
412,0.06367
413,0.06338
414,0.06305
415,0.06285
416,0.06302
417,0.06361
418,0.06583
419,0.06691
420,0.06553
421,0.06417
422,0.06378
423,0.06369
424,0.06357
425,0.0638
426,0.06353
427,0.06364
428,0.06346
429,0.06358
430,0.06351
431,0.06354
432,0.06379
433,0.06384
434,0.06421
435,0.06463
436,0.06585
437,0.06723
438,0.06723
439,0.06599
440,0.06556
441,0.06567
442,0.06538
443,0.0654
444,0.0652
445,0.06503
446,0.06489
447,0.06561
448,0.0713
449,0.07956
450,0.07632
451,0.07364
452,0.07227
453,0.06834
454,0.06852
455,0.06955
456,0.07223
457,0.07462
458,0.07376
459,0.07273
460,0.07484
461,0.07987
462,0.08464
463,0.08211
464,0.07811
465,0.08046
466,0.09447
467,0.10433
468,0.09603
469,0.0868
470,0.07891
471,0.07664
472,0.08541
473,0.08222
474,0.06988
475,0.06643
476,0.06511
477,0.06494
478,0.06652
479,0.07193
480,0.07704
481,0.07628
482,0.07534
483,0.07233
484,0.06917
485,0.06697
486,0.06592
487,0.06595
488,0.06609
489,0.0675
490,0.07365
491,0.0782
492,0.07537
493,0.07059
494,0.06766
495,0.06612
496,0.06551
497,0.06495
498,0.06477
499,0.06458
500,0.06479
501,0.0649
502,0.06536
503,0.06502
504,0.06454
505,0.0642
506,0.06391
507,0.06391
508,0.06367
509,0.06356
510,0.0634
511,0.06367
512,0.06369
513,0.06354
514,0.06316
515,0.06286
516,0.06266
517,0.0625
518,0.06247
519,0.0622
520,0.06192
521,0.06173
522,0.06153
523,0.0611
524,0.06089
525,0.06071
526,0.06054
527,0.06027
528,0.06009
529,0.05977
530,0.05942
531,0.05926
532,0.05907
533,0.05896
534,0.05861
535,0.05838
536,0.0581
537,0.05772
538,0.05761
539,0.05758
540,0.05773
541,0.0574
542,0.05726
543,0.05701
544,0.05677
545,0.05655
546,0.05617
547,0.05614
548,0.05575
549,0.05561
550,0.05528
551,0.0554
552,0.05504
553,0.0548
554,0.05455
555,0.05423
556,0.05411
557,0.05383
558,0.05371
559,0.05344
560,0.05319
561,0.05302
562,0.05265
563,0.05247
564,0.0522
565,0.05215
566,0.05187
567,0.05181
568,0.05176
569,0.05166
570,0.0514
571,0.05103
572,0.05098
573,0.05066
574,0.05059
575,0.05029
576,0.0503
577,0.04994
578,0.04986
579,0.0496
580,0.04955
581,0.04939
582,0.04933
583,0.04924
584,0.04909
585,0.04891
586,0.04864
587,0.04841
588,0.04807
589,0.04772
590,0.04727
591,0.04697
592,0.04645
593,0.04608
594,0.04562
595,0.04522
596,0.04476
597,0.04441
598,0.0441
599,0.04375
600,0.04351
