SIGNAL2,B,C,D
365,0.6372,1.12E4,1.75769E4
366,0.639,1.033E4,1.61659E4
367,0.6378,9880,1.54907E4
368,0.6376,1.067E4,1.67346E4
369,0.6386,1.064E4,1.66614E4
370,0.6385,9940,1.55677E4
371,0.6373,9220,1.44673E4
372,0.639,9460,1.48044E4
373,0.638,9610,1.50627E4
374,0.6379,8740,1.37012E4
375,0.6385,7700,1.20595E4
376,0.6375,7740,1.21412E4
377,0.6383,7430,1.16403E4
378,0.6381,6800,1.06566E4
379,0.6374,6640,1.04173E4
380,0.6378,6410,1.00502E4
381,0.6388,6240,9768.31559
382,0.6377,7140,1.11965E4
383,0.6384,8070,1.2641E4
384,0.6377,1.14E4,1.78767E4
385,0.6375,1.638E4,2.56941E4
386,0.6382,2.564E4,4.01755E4
387,0.6377,3.752E4,5.88364E4
388,0.6381,5.61E4,8.79173E4
389,0.6373,8.146E4,1.2782E5
390,0.6381,1.111E5,1.74111E5
391,0.6373,1.459E5,2.28935E5
392,0.6375,1.8335E5,2.87608E5
393,0.6386,2.1972E5,3.44065E5
394,0.6371,2.5203E5,3.95589E5
395,0.6378,2.7624E5,4.33114E5
396,0.6389,2.9642E5,4.63954E5
397,0.6386,3.0291E5,4.74334E5
398,0.6378,2.9513E5,4.62731E5
399,0.6387,2.7965E5,4.37842E5
400,0.6367,2.5351E5,3.98162E5
401,0.6386,2.1615E5,3.38475E5
402,0.638,1.8313E5,2.87038E5
403,0.6372,1.4599E5,2.29112E5
404,0.639,1.089E5,1.70423E5
405,0.6379,8.056E4,1.26289E5
406,0.6384,5.688E4,8.90977E4
407,0.639,3.698E4,5.78717E4
408,0.6381,2.465E4,3.86303E4
409,0.638,1.631E4,2.55643E4
410,0.6379,1.176E4,1.84355E4
411,0.6376,8400,1.31744E4
412,0.6386,6390,1.00063E4
413,0.6383,5550,8694.97102
414,0.6372,4000,6277.4639
415,0.6387,3740,5855.64428
416,0.638,3400,5329.15361
417,0.6377,2460,3857.6133
418,0.6397,2550,3986.24355
419,0.6371,1790,2809.60603
420,0.6383,1550,2428.32524
421,0.6389,1760,2754.7347
422,0.638,1730,2711.59875
423,0.6381,1510,2366.40025
424,0.6384,1590,2490.6015
425,0.6368,1240,1947.23618
426,0.6384,1370,2145.98997
427,0.6389,1340,2097.35483
428,0.6382,1190,1864.61924
429,0.6376,1380,2164.36637
430,0.638,1170,1833.8558
431,0.6381,1140,1786.55383
432,0.6377,1340,2101.30155
433,0.6371,1150,1805.05415
434,0.6392,1150,1799.1239
435,0.6375,980,1537.2549
436,0.6382,1000,1566.90693
437,0.6392,1020,1595.74468
438,0.637,1120,1758.24176
439,0.6374,1000,1568.87355
440,0.6387,710,1111.633
441,0.6373,890,1396.51655
442,0.6378,960,1505.17404
443,0.6381,990,1551.48096
444,0.6373,1030,1616.19332
445,0.639,940,1471.04851
446,0.6377,960,1505.41007
447,0.6383,1100,1723.32759
448,0.6387,1220,1910.12995
449,0.6377,1040,1630.86091
450,0.6385,950,1487.86218
