"Reservoir","Site_code","Site_number","Depth_m","Date","Rep","Dilution","SampleName","Max Fl Ex","Max Fl Em","Max Fl","B:","T:","A:","C:","M:","N:","FI:","BIX:","HIX:","T/B","T/M:","T/N:","T/C:","A/T:","A/C:","A/M:","M/C:","C/N:","A254","a254","A350","a350"
"CCR","C50",50,"20",2025-02-17,1,1,"20250327_C50_17feb25_20R1.csv",300,300,5.94325764683648,0.0443051027853262,0.0629092605833699,0.247715136528269,0.119798249183438,0.106337558885887,0.0863901129839852,1.45061965784413,0.654851445735553,5.17145726132608,1.41991004711551,0.591599630859303,0.728199772062248,0.525126711051025,3.93765773482565,2.06776925553362,2.32951686237313,0.887638672607478,1.38671249574179,0.057,12.8968,0.012,2.5333
"CCR","C50",50,"6",2025-02-17,1,1,"20250327_C50_17feb25_6R1.csv",300,300,3.8152196194299,0.0690208009723231,0.077981452329337,0.251412927550916,0.121248436573863,0.1091644378736,0.0956702171419598,1.45335753714292,0.66985227552525,4.29434476776364,1.12982537482587,0.714348498909788,0.815106881315265,0.643154291575809,3.22400930017474,2.07353541748771,2.30306620405103,0.900336869969444,1.26735822491078,0.057,12.8968,0.012,2.5333
"CCR","C50",50,"9",2025-02-17,1,1,"20250327_C50_17feb25_9R1.csv",300,300,3.3389615019789,0.0418283935744009,0.0629301064801617,0.255068107415148,0.124678276928085,0.108489216314116,0.0900813829014962,1.42853164215879,0.649783345998067,5.84866720741419,1.50448298637687,0.580058632721208,0.698591700673331,0.504739943722997,4.05319681916566,2.04581033440391,2.35109180507518,0.870153317700192,1.38406264327026,0.056,12.6665,0.012,2.5333
"CCR","CC2",92,"0.1",2025-02-17,1,1,"20250327_CC2_17feb25_01R1.csv",300,300,3.79245219103837,0.0519418165176007,0.067377066467736,0.248926472390826,0.12145815234068,0.106902955498599,0.0866635864988925,1.46014498465008,0.660010706805535,5.4666456505989,1.2971642307678,0.630263832777,0.777455321083406,0.554734821576645,3.69452820434125,2.04948344424513,2.32852750637085,0.880162866291142,1.4014900288281,0.056,12.6665,0.012,2.5333
"CCR","CC2",92,"0.1",2025-02-17,2,1,"20250327_CC2_17feb25_01R2.csv",305,304,4.39183914447201,0.0747621565193154,0.0848709177806244,0.250955825220856,0.120689340541259,0.122364271635442,0.101232208211621,1.47545070630007,0.661454510523905,4.29879171768914,1.13521227492545,0.693592309636582,0.838378607756986,0.703218009146471,2.95691188198919,2.07935368687398,2.05089134162073,1.01387803667393,1.19220298236469,0.058,13.1271,0.013,2.7636
"CCR","CC3",90,"0.1",2025-02-17,1,1,"20250327_CC3_17feb25_01R1.csv",305,304,4.53257023095169,0.0434763277496595,0.0645919929078468,0.240576988783424,0.116417919903472,0.101331764977057,0.0834888156436521,1.41950641978379,0.624297129356647,5.17578310792461,1.48568189290901,0.63743084828801,0.773660428763765,0.554828611964578,3.72456364872739,2.06649447939715,2.37415176611099,0.870413807952217,1.39441335951355,0.056,12.6665,0.012,2.5333
"CCR","CC3",90,"1.5",2025-02-17,1,1,"20250327_CC3_17feb25_15R1.csv",315,316,3.31241647907496,0.0425494660646264,0.0850138941304892,0.251139861987473,0.12228474548201,0.107956439928576,0.0917702852392292,1.46848381639294,0.664610718570339,5.27306700300668,1.99800143205947,0.787483305180632,0.926377137314902,0.695212585963929,2.95410373276154,2.05373009525884,2.3263073713215,0.882828348728563,1.33250915765637,0.055,12.4362,0.012,2.5333
"CCR","CC3",90,"BOT",2025-02-17,1,1,"20250327_CC3_17feb25_BOTR1.csv",300,300,3.00108848859548,0.0409646589768336,0.0620116025314577,0.251419664691086,0.122889651229893,0.109016122369086,0.08872970800541,1.430675920386,0.647756471679596,5.87463753681051,1.51378295536468,0.568829648164428,0.698882075974788,0.50461208011284,4.05439715194497,2.04589778044653,2.30626130545972,0.887105800024993,1.3849887934084,0.056,12.6665,0.012,2.5333
"CCR","CC4",88,"0.1",2025-02-17,1,1,"20250327_CC4_17feb25_01R1.csv",315,314,5.48078837327602,0.0605079221735267,0.0742666729478881,0.261818977017659,0.125292591691651,0.113681629373299,0.0950984222465107,1.44592123433054,0.644542322875365,4.6963699751341,1.22738759289905,0.653286492789586,0.780945374207962,0.59274592332371,3.52538987711721,2.08966047778791,2.30308958853782,0.907329219057687,1.31750442049261,0.061,13.818,0.014,2.9939
"CCR","CC4",88,"1.5",2025-02-17,1,1,"20250327_CC4_17feb25_15R1.csv",315,316,6.75413497619405,0.109637029091071,0.112623997318633,0.278849835264149,0.132644091290067,0.117217564830849,0.111443526037766,1.46348200777516,0.653298841462665,3.59892571159917,1.02724415512099,0.960811611136562,1.01059255142795,0.849069085726146,2.4759362294275,2.10224091063625,2.37890827766762,0.883699859457118,1.19023595184091,0.064,14.5089,0.015,3.2242
