SIGNAL2,B,C,D
270,0.01242,420,3.38132E4
272,0.01242,296,2.38279E4
274,0.01243,264,2.12437E4
276,0.01243,248,1.99466E4
278,0.01243,260,2.09124E4
280,0.01244,204,1.64035E4
282,0.01243,228,1.83433E4
284,0.01244,308,2.47612E4
286,0.01243,236,1.89924E4
288,0.01243,276,2.22008E4
290,0.01243,252,2.02696E4
292,0.01243,240,1.93032E4
294,0.01244,232,1.86507E4
296,0.01243,228,1.83362E4
298,0.01245,336,2.69958E4
300,0.01243,256,2.05874E4
302,0.01244,300,2.41181E4
304,0.01244,220,1.76838E4
306,0.01245,296,2.37782E4
308,0.01245,324,2.60258E4
310,0.01245,328,2.63437E4
312,0.01246,264,2.11803E4
314,0.01244,300,2.41065E4
316,0.01245,324,2.60208E4
318,0.01246,280,2.24806E4
320,0.01244,280,2.2508E4
322,0.01246,308,2.47167E4
324,0.01245,356,2.85834E4
326,0.01246,296,2.37652E4
328,0.01245,272,2.18495E4
330,0.01246,328,2.632E4
332,0.01246,316,2.53587E4
334,0.01245,388,3.11556E4
336,0.01244,344,2.76518E4
338,0.01245,420,3.37404E4
340,0.01244,300,2.41227E4
342,0.01245,336,2.69897E4
344,0.01245,396,3.18103E4
346,0.01245,360,2.8924E4
348,0.01245,340,2.73013E4
350,0.01245,316,2.53881E4
352,0.01245,332,2.6671E4
354,0.01245,328,2.63445E4
356,0.01245,244,1.96053E4
358,0.01245,412,3.30807E4
360,0.01244,360,2.89277E4
362,0.01246,256,2.05484E4
364,0.01246,288,2.31199E4
366,0.01246,348,2.79365E4
368,0.01246,316,2.53612E4
370,0.01245,380,3.0526E4
372,0.01247,384,3.07988E4
374,0.01245,344,2.76243E4
376,0.01246,384,3.08117E4
378,0.01245,388,3.11657E4
380,0.01246,388,3.11327E4
382,0.01246,396,3.17929E4
384,0.01247,324,2.59824E4
386,0.01246,364,2.92229E4
388,0.01246,288,2.31169E4
390,0.01246,360,2.88823E4
392,0.01246,304,2.44067E4
394,0.01246,352,2.82568E4
396,0.01245,268,2.15282E4
398,0.01246,336,2.6975E4
400,0.01246,320,2.56847E4
402,0.01246,244,1.95877E4
404,0.01244,300,2.4115E4
406,0.01245,304,2.44145E4
408,0.01245,316,2.53897E4
410,0.01245,344,2.76314E4
412,0.01245,272,2.1853E4
414,0.01245,348,2.79518E4
416,0.01246,248,1.99107E4
418,0.01245,300,2.41003E4
420,0.01245,292,2.34493E4
422,0.01244,284,2.28333E4
424,0.01244,288,2.31504E4
426,0.01245,332,2.66752E4
428,0.01244,260,2.09017E4
430,0.01246,328,2.6331E4
