SIGNAL2,B,C,D
365,0.5982,1.05E4,1.75527E4
366,0.5978,1.029E4,1.72131E4
367,0.5978,9640,1.61258E4
368,0.5976,1.018E4,1.70348E4
369,0.5976,1.008E4,1.68675E4
370,0.5983,1.015E4,1.69647E4
371,0.5978,9620,1.60923E4
372,0.5974,9440,1.58018E4
373,0.597,8260,1.38358E4
374,0.5979,8360,1.39823E4
375,0.5978,7750,1.29642E4
376,0.5977,8060,1.3485E4
377,0.5979,7030,1.17578E4
378,0.5977,6560,1.09754E4
379,0.5977,5770,9653.67241
380,0.598,6090,1.01839E4
381,0.598,6390,1.06856E4
382,0.5979,6930,1.15906E4
383,0.5981,8730,1.45962E4
384,0.5981,1.141E4,1.90771E4
385,0.5981,1.632E4,2.72864E4
386,0.5982,2.684E4,4.48679E4
387,0.5979,3.997E4,6.68506E4
388,0.5972,5.714E4,9.56798E4
389,0.5979,8.328E4,1.39288E5
390,0.5979,1.1104E5,1.85717E5
391,0.5979,1.4245E5,2.38251E5
392,0.5979,1.8151E5,3.03579E5
393,0.5972,2.1143E5,3.54035E5
394,0.5973,2.4356E5,4.07768E5
395,0.5978,2.7193E5,4.54885E5
396,0.5983,2.8239E5,4.71987E5
397,0.598,2.8474E5,4.76154E5
398,0.598,2.8467E5,4.76037E5
399,0.5981,2.6687E5,4.46196E5
400,0.5988,2.3879E5,3.98781E5
401,0.5983,2.0566E5,3.43741E5
402,0.5981,1.7031E5,2.84752E5
403,0.5978,1.3594E5,2.274E5
404,0.5986,1E5,1.67056E5
405,0.5988,7.478E4,1.24883E5
406,0.5982,5.258E4,8.7897E4
407,0.5977,3.574E4,5.97959E4
408,0.5978,2.383E4,3.98628E4
409,0.598,1.613E4,2.69732E4
410,0.5973,1.153E4,1.93035E4
411,0.5967,8680,1.45467E4
412,0.5965,6430,1.07795E4
413,0.5971,5170,8658.51616
414,0.5973,4540,7600.87058
415,0.5977,3970,6642.12816
416,0.5981,3210,5366.99549
417,0.5981,3080,5149.64053
418,0.5978,2590,4332.55269
419,0.5976,1990,3329.98661
420,0.5978,2160,3613.24858
421,0.5983,1870,3125.52231
422,0.5975,1930,3230.12552
423,0.5978,1690,2827.03245
424,0.597,1670,2797.31993
425,0.5979,1550,2592.40676
426,0.5977,1700,2844.23624
427,0.5974,1550,2594.5765
428,0.5974,1090,1824.57315
429,0.598,1480,2474.91639
430,0.5978,1350,2258.28036
431,0.5981,1210,2023.07306
432,0.5979,1530,2558.95635
433,0.5974,1290,2159.35721
434,0.5978,1300,2174.64035
435,0.5979,1260,2107.37582
436,0.5983,1260,2105.96691
437,0.5986,1230,2054.79452
438,0.5983,1110,1855.25656
439,0.5978,1160,1940.44831
440,0.598,1120,1872.9097
441,0.5986,1140,1904.4437
442,0.5985,1280,2138.68003
443,0.5985,1280,2138.68003
444,0.5985,1240,2071.84628
445,0.5977,1180,1974.23457
446,0.5976,1400,2342.70415
447,0.5969,1210,2027.14022
448,0.5973,1120,1875.10464
449,0.5978,1190,1990.63232
450,0.5985,1150,1921.47034
