Wavelength nm.	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...
713.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
714.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000
715.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000
716.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.001	-0.000
717.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.001	-0.001
718.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
719.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
720.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
721.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
722.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
723.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.001
724.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.001
725.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000
726.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.001	-0.000
727.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.001	-0.000
728.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
729.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000
730.00	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000
731.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
732.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
733.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
734.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000
735.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
736.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
737.00	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
738.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
739.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
740.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
741.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
742.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
743.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
744.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
745.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
746.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000
747.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
748.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
749.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
750.00	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
751.00	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
752.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
753.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
754.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
755.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
756.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
757.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
758.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
759.00	0.000	-0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
760.00	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
761.00	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
762.00	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.000
763.00	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
764.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.000
765.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.000
766.00	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000
767.00	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000
768.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.000	-0.000
769.00	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000
770.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000
771.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000
772.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000
773.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000
774.00	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000
775.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
776.00	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000
777.00	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000
778.00	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.000
779.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
780.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
781.00	-0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
782.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.000	-0.000
783.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.000	-0.000
784.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.000	-0.000
785.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.000	-0.000
786.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.001	-0.000	-0.000
787.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.000
788.00	-0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
789.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
790.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
791.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
792.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
793.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000
794.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
795.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
796.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000
797.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
798.00	0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
799.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000
800.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
801.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
802.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
803.00	-0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
804.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
805.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
806.00	-0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
807.00	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
808.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
809.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
810.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
811.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
812.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
813.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
814.00	-0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
815.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
816.00	-0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
817.00	-0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
818.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
819.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
820.00	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
821.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
822.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
823.00	-0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
824.00	-0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
825.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
826.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
827.00	0.000	-0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
828.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
829.00	-0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
830.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
831.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
832.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
833.00	-0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
834.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
835.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
836.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
837.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
838.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
839.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
840.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
841.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
842.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
843.00	-0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000
844.00	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000
845.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
846.00	-0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
847.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
848.00	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
849.00	-0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
850.00	0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000
