SIGNAL2,B,C,D
365,0.6229,1.089E4,1.74827E4
366,0.6243,1.04E4,1.66587E4
367,0.6251,1.007E4,1.61094E4
368,0.6231,1.022E4,1.64019E4
369,0.624,1.005E4,1.61058E4
370,0.6241,9910,1.58789E4
371,0.6232,9650,1.54846E4
372,0.6251,9190,1.47016E4
373,0.624,8760,1.40385E4
374,0.624,8150,1.30609E4
375,0.6252,8120,1.29878E4
376,0.6244,7640,1.22357E4
377,0.6245,7310,1.17054E4
378,0.6251,6960,1.11342E4
379,0.6233,6390,1.02519E4
380,0.6251,5880,9406.49496
381,0.6247,6390,1.02289E4
382,0.6249,6870,1.09938E4
383,0.6244,8540,1.36771E4
384,0.6238,1.208E4,1.93652E4
385,0.625,1.784E4,2.8544E4
386,0.6241,2.69E4,4.31021E4
387,0.6241,4.087E4,6.54863E4
388,0.6255,5.837E4,9.33173E4
389,0.6242,8.245E4,1.32089E5
390,0.6249,1.128E5,1.80509E5
391,0.6266,1.4591E5,2.3286E5
392,0.6233,1.8256E5,2.92893E5
393,0.6241,2.1817E5,3.49575E5
394,0.6261,2.5182E5,4.02204E5
395,0.6238,2.7834E5,4.46201E5
396,0.6234,2.9169E5,4.67902E5
397,0.6255,3.021E5,4.82974E5
398,0.6241,2.8996E5,4.64605E5
399,0.6237,2.7433E5,4.39843E5
400,0.6253,2.523E5,4.03486E5
401,0.6237,2.1773E5,3.49094E5
402,0.6239,1.7893E5,2.86793E5
403,0.6257,1.4388E5,2.2995E5
404,0.6234,1.0767E5,1.72714E5
405,0.6236,7.955E4,1.27566E5
406,0.6253,5.701E4,9.11722E4
407,0.6241,3.952E4,6.33232E4
408,0.6244,2.471E4,3.9574E4
409,0.6259,1.664E4,2.65857E4
410,0.6238,1.145E4,1.83552E4
411,0.6239,9160,1.46818E4
412,0.6253,6380,1.02031E4
413,0.6242,5130,8218.51971
414,0.6246,4720,7556.83638
415,0.6247,3960,6339.04274
416,0.6241,3370,5399.77568
417,0.6252,2980,4766.47473
418,0.6244,2350,3763.61307
419,0.6248,2030,3249.03969
420,0.6242,1920,3075.9372
421,0.6244,1700,2722.61371
422,0.625,1710,2736
423,0.6239,1350,2163.8083
424,0.6228,1480,2376.3648
425,0.6255,1420,2270.18385
426,0.6248,1460,2336.74776
427,0.6236,1170,1876.20269
428,0.626,1230,1964.85623
429,0.6235,1240,1988.77306
430,0.624,1400,2243.58974
431,0.6261,1330,2124.2613
432,0.6248,1100,1760.56338
433,0.6246,1170,1873.19885
434,0.6258,1070,1709.81144
435,0.6243,1250,2002.24251
436,0.6242,1060,1698.17366
437,0.6254,1160,1854.81292
438,0.6243,980,1569.75813
439,0.6247,1010,1616.77605
440,0.6252,1100,1759.43698
441,0.6242,1060,1698.17366
442,0.6248,1000,1600.51216
443,0.6242,980,1570.00961
444,0.6249,1150,1840.29445
445,0.6254,1040,1662.93572
446,0.6244,1020,1633.56823
447,0.6255,1310,2094.32454
448,0.6246,1150,1841.17835
449,0.6241,980,1570.26118
450,0.6259,1060,1693.56127
