SIGNAL2,B,C,D
270,0.01178,480,4.07373E4
272,0.01179,268,2.27319E4
274,0.01177,252,2.14024E4
276,0.01178,208,1.76576E4
278,0.01179,232,1.9673E4
280,0.01179,256,2.17126E4
282,0.0118,220,1.86415E4
284,0.01179,268,2.27234E4
286,0.0118,288,2.44151E4
288,0.01179,348,2.95045E4
290,0.01179,200,1.69572E4
292,0.01179,232,1.9681E4
294,0.01178,272,2.30931E4
296,0.01179,264,2.23843E4
298,0.0118,304,2.57697E4
300,0.0118,224,1.89773E4
302,0.01181,248,2.10077E4
304,0.01181,364,3.08276E4
306,0.01179,288,2.44233E4
308,0.0118,316,2.67769E4
310,0.01179,308,2.61238E4
312,0.01179,348,2.95075E4
314,0.0118,336,2.84852E4
316,0.0118,280,2.37232E4
318,0.0118,296,2.50916E4
320,0.0118,308,2.60937E4
322,0.01181,268,2.26934E4
324,0.0118,252,2.13472E4
326,0.0118,388,3.28736E4
328,0.01181,308,2.60796E4
330,0.01181,324,2.74279E4
332,0.01182,400,3.38547E4
334,0.01182,292,2.47123E4
336,0.01181,308,2.60761E4
338,0.01181,332,2.81118E4
340,0.01181,240,2.03211E4
342,0.01181,348,2.94546E4
344,0.01181,300,2.53996E4
346,0.01181,388,3.28468E4
348,0.01181,356,3.01368E4
350,0.01181,264,2.23547E4
352,0.01181,368,3.11621E4
354,0.01183,328,2.77327E4
356,0.01181,304,2.57365E4
358,0.01183,336,2.84052E4
360,0.01182,328,2.77439E4
362,0.01183,312,2.63834E4
364,0.01184,312,2.63496E4
366,0.01182,280,2.36911E4
368,0.0118,328,2.7791E4
370,0.01181,256,2.16846E4
372,0.0118,280,2.37288E4
374,0.01181,336,2.84524E4
376,0.01181,316,2.67588E4
378,0.01181,264,2.23464E4
380,0.01181,260,2.2019E4
382,0.01181,288,2.43828E4
384,0.01183,360,3.04373E4
386,0.01182,332,2.8088E4
388,0.01183,280,2.3667E4
390,0.01182,324,2.74223E4
392,0.01184,316,2.66973E4
394,0.01182,232,1.96204E4
396,0.01182,308,2.60602E4
398,0.01181,336,2.84437E4
400,0.01181,260,2.20063E4
402,0.01182,328,2.77599E4
404,0.01182,260,2.20026E4
406,0.01181,336,2.84611E4
408,0.01181,268,2.26888E4
410,0.01182,316,2.67398E4
412,0.01181,304,2.57357E4
414,0.01182,320,2.70627E4
416,0.01183,392,3.31283E4
418,0.01183,388,3.28035E4
420,0.01182,248,2.09743E4
422,0.01181,328,2.77693E4
424,0.01181,316,2.67506E4
426,0.01182,280,2.36871E4
428,0.01181,324,2.74279E4
430,0.01181,312,2.64263E4
