Wavelength nm.	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...
405.00	-0.000	0.005	0.011	0.009	0.004	0.005	0.005	0.003	0.006	0.005	0.005	0.004	0.004	0.003	0.004
406.00	0.000	0.005	0.011	0.009	0.004	0.005	0.005	0.003	0.005	0.005	0.005	0.004	0.004	0.003	0.004
407.00	0.000	0.005	0.011	0.009	0.004	0.005	0.005	0.003	0.005	0.005	0.005	0.004	0.004	0.003	0.004
408.00	0.000	0.005	0.011	0.009	0.004	0.005	0.005	0.003	0.005	0.005	0.005	0.004	0.004	0.003	0.004
409.00	0.000	0.005	0.011	0.009	0.004	0.005	0.005	0.003	0.005	0.005	0.005	0.004	0.004	0.003	0.004
410.00	0.000	0.005	0.011	0.009	0.004	0.005	0.005	0.003	0.005	0.005	0.005	0.004	0.004	0.003	0.004
411.00	-0.000	0.004	0.011	0.009	0.004	0.004	0.005	0.003	0.005	0.005	0.005	0.004	0.004	0.002	0.004
412.00	-0.000	0.004	0.011	0.008	0.003	0.004	0.005	0.003	0.005	0.005	0.005	0.003	0.004	0.002	0.004
413.00	-0.000	0.004	0.011	0.008	0.003	0.004	0.005	0.003	0.005	0.005	0.005	0.003	0.004	0.002	0.004
414.00	-0.000	0.004	0.010	0.008	0.003	0.004	0.005	0.003	0.005	0.004	0.005	0.003	0.004	0.002	0.004
415.00	-0.000	0.004	0.010	0.008	0.003	0.004	0.005	0.002	0.005	0.004	0.005	0.003	0.004	0.002	0.004
416.00	0.000	0.004	0.010	0.008	0.003	0.004	0.005	0.003	0.005	0.005	0.005	0.003	0.004	0.002	0.004
417.00	-0.000	0.004	0.010	0.008	0.003	0.004	0.005	0.002	0.005	0.004	0.005	0.003	0.004	0.002	0.004
418.00	-0.000	0.004	0.010	0.008	0.003	0.004	0.005	0.002	0.005	0.004	0.004	0.003	0.004	0.002	0.004
419.00	-0.000	0.004	0.010	0.008	0.003	0.004	0.005	0.002	0.005	0.004	0.004	0.003	0.004	0.002	0.004
420.00	-0.000	0.004	0.010	0.008	0.003	0.004	0.004	0.002	0.005	0.004	0.004	0.003	0.003	0.002	0.003
421.00	-0.000	0.004	0.010	0.008	0.003	0.004	0.004	0.002	0.005	0.004	0.004	0.003	0.003	0.002	0.003
422.00	-0.000	0.004	0.010	0.008	0.003	0.004	0.004	0.002	0.005	0.004	0.004	0.003	0.003	0.002	0.003
423.00	-0.000	0.004	0.010	0.008	0.003	0.004	0.004	0.002	0.005	0.004	0.004	0.003	0.003	0.002	0.003
424.00	-0.000	0.004	0.010	0.007	0.003	0.004	0.004	0.002	0.004	0.004	0.004	0.003	0.003	0.002	0.003
425.00	0.000	0.004	0.010	0.007	0.003	0.004	0.004	0.002	0.004	0.004	0.004	0.003	0.003	0.002	0.003
426.00	0.000	0.004	0.010	0.007	0.003	0.004	0.004	0.002	0.004	0.004	0.004	0.003	0.003	0.002	0.003
427.00	0.000	0.004	0.010	0.007	0.003	0.004	0.004	0.002	0.004	0.004	0.004	0.003	0.003	0.002	0.003
428.00	-0.000	0.004	0.010	0.007	0.003	0.004	0.004	0.002	0.004	0.004	0.004	0.003	0.003	0.002	0.003
429.00	-0.000	0.004	0.010	0.007	0.003	0.004	0.004	0.002	0.004	0.004	0.004	0.002	0.003	0.002	0.003
430.00	-0.000	0.004	0.010	0.007	0.003	0.004	0.004	0.002	0.004	0.004	0.004	0.002	0.003	0.002	0.003
431.00	0.000	0.004	0.010	0.007	0.003	0.004	0.004	0.002	0.004	0.003	0.004	0.002	0.003	0.002	0.003
432.00	-0.000	0.004	0.009	0.007	0.002	0.003	0.004	0.002	0.004	0.003	0.004	0.002	0.003	0.002	0.003
433.00	-0.000	0.003	0.009	0.007	0.002	0.003	0.004	0.002	0.004	0.003	0.004	0.002	0.003	0.001	0.003
434.00	-0.000	0.004	0.009	0.007	0.002	0.003	0.004	0.002	0.004	0.003	0.004	0.002	0.003	0.001	0.003
435.00	-0.000	0.003	0.009	0.007	0.002	0.003	0.004	0.002	0.004	0.003	0.003	0.002	0.003	0.001	0.003
436.00	-0.000	0.004	0.009	0.007	0.002	0.003	0.004	0.002	0.004	0.003	0.003	0.002	0.003	0.001	0.003
437.00	0.000	0.003	0.009	0.007	0.002	0.003	0.004	0.002	0.004	0.003	0.003	0.002	0.003	0.001	0.003
438.00	-0.000	0.003	0.009	0.007	0.002	0.003	0.004	0.002	0.004	0.003	0.003	0.002	0.003	0.001	0.003
439.00	-0.000	0.003	0.009	0.006	0.002	0.003	0.003	0.002	0.003	0.003	0.003	0.002	0.002	0.001	0.003
440.00	-0.000	0.003	0.009	0.006	0.002	0.003	0.003	0.001	0.003	0.003	0.003	0.002	0.002	0.001	0.002
441.00	-0.000	0.003	0.009	0.006	0.002	0.003	0.003	0.002	0.003	0.003	0.003	0.002	0.002	0.001	0.003
442.00	0.000	0.003	0.009	0.006	0.002	0.003	0.003	0.002	0.003	0.003	0.003	0.002	0.002	0.001	0.003
443.00	0.000	0.003	0.009	0.006	0.002	0.003	0.003	0.002	0.003	0.003	0.003	0.002	0.002	0.001	0.003
444.00	-0.000	0.003	0.009	0.006	0.002	0.003	0.003	0.001	0.003	0.003	0.003	0.002	0.002	0.001	0.003
445.00	-0.000	0.003	0.009	0.006	0.002	0.003	0.003	0.001	0.003	0.003	0.003	0.002	0.002	0.001	0.002
446.00	-0.000	0.003	0.009	0.006	0.002	0.003	0.003	0.001	0.003	0.003	0.003	0.002	0.002	0.001	0.002
447.00	-0.000	0.003	0.009	0.006	0.002	0.003	0.003	0.001	0.003	0.003	0.003	0.002	0.002	0.001	0.002
448.00	-0.000	0.003	0.009	0.006	0.002	0.003	0.003	0.001	0.003	0.003	0.003	0.002	0.002	0.001	0.002
449.00	-0.000	0.003	0.009	0.006	0.002	0.003	0.003	0.001	0.003	0.003	0.003	0.002	0.002	0.001	0.002
450.00	-0.000	0.003	0.009	0.006	0.002	0.003	0.003	0.001	0.003	0.003	0.003	0.002	0.002	0.001	0.002
451.00	-0.000	0.003	0.008	0.006	0.002	0.003	0.003	0.001	0.003	0.003	0.003	0.002	0.002	0.001	0.002
452.00	-0.000	0.003	0.008	0.006	0.002	0.003	0.003	0.001	0.003	0.002	0.003	0.002	0.002	0.001	0.002
453.00	-0.000	0.003	0.008	0.006	0.002	0.003	0.003	0.001	0.003	0.002	0.003	0.002	0.002	0.001	0.002
454.00	-0.000	0.003	0.008	0.006	0.002	0.003	0.003	0.001	0.003	0.003	0.003	0.002	0.002	0.001	0.002
455.00	-0.000	0.003	0.008	0.006	0.002	0.003	0.003	0.001	0.003	0.003	0.003	0.002	0.002	0.001	0.002
456.00	-0.000	0.003	0.008	0.006	0.002	0.003	0.003	0.001	0.003	0.003	0.003	0.002	0.002	0.001	0.002
457.00	-0.000	0.003	0.008	0.006	0.002	0.003	0.003	0.001	0.003	0.003	0.003	0.002	0.002	0.001	0.002
458.00	-0.000	0.003	0.008	0.006	0.002	0.003	0.003	0.001	0.003	0.002	0.003	0.002	0.002	0.001	0.002
459.00	-0.000	0.003	0.008	0.005	0.002	0.002	0.003	0.001	0.003	0.002	0.003	0.001	0.002	0.001	0.002
460.00	-0.000	0.003	0.008	0.005	0.002	0.003	0.003	0.001	0.003	0.002	0.003	0.001	0.002	0.001	0.002
461.00	-0.000	0.003	0.008	0.005	0.002	0.003	0.003	0.001	0.003	0.002	0.003	0.002	0.002	0.001	0.002
462.00	-0.000	0.003	0.008	0.006	0.001	0.003	0.003	0.001	0.003	0.002	0.003	0.001	0.002	0.001	0.002
463.00	-0.000	0.003	0.008	0.005	0.001	0.003	0.003	0.001	0.003	0.002	0.003	0.001	0.002	0.001	0.002
464.00	-0.000	0.003	0.008	0.005	0.001	0.003	0.003	0.001	0.003	0.002	0.003	0.001	0.002	0.001	0.002
465.00	-0.000	0.003	0.008	0.005	0.001	0.002	0.003	0.001	0.003	0.002	0.002	0.001	0.002	0.001	0.002
466.00	-0.000	0.003	0.008	0.005	0.001	0.002	0.003	0.001	0.003	0.002	0.002	0.001	0.002	0.001	0.002
467.00	-0.000	0.003	0.008	0.005	0.001	0.003	0.003	0.001	0.003	0.002	0.002	0.001	0.002	0.001	0.002
468.00	-0.000	0.003	0.008	0.005	0.001	0.002	0.003	0.001	0.003	0.002	0.002	0.001	0.002	0.001	0.002
469.00	-0.000	0.003	0.008	0.005	0.001	0.002	0.003	0.001	0.003	0.002	0.002	0.001	0.001	0.001	0.002
470.00	-0.000	0.003	0.008	0.005	0.001	0.002	0.003	0.001	0.003	0.002	0.002	0.001	0.002	0.001	0.002
471.00	-0.000	0.003	0.008	0.005	0.001	0.002	0.003	0.001	0.003	0.002	0.002	0.001	0.002	0.001	0.002
472.00	-0.000	0.003	0.008	0.005	0.001	0.002	0.003	0.001	0.003	0.002	0.002	0.001	0.002	0.001	0.002
473.00	-0.000	0.003	0.008	0.005	0.001	0.002	0.003	0.001	0.003	0.002	0.002	0.001	0.001	0.001	0.002
474.00	-0.000	0.003	0.008	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.002
475.00	-0.000	0.003	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001
476.00	-0.000	0.003	0.008	0.005	0.001	0.002	0.003	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001
477.00	-0.000	0.003	0.007	0.005	0.001	0.002	0.003	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001
478.00	-0.000	0.002	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
479.00	-0.000	0.003	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
480.00	-0.000	0.003	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
481.00	-0.000	0.003	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
482.00	-0.000	0.003	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
483.00	-0.000	0.003	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
484.00	-0.000	0.002	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
485.00	-0.000	0.003	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
486.00	-0.000	0.003	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
487.00	-0.000	0.002	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
488.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.001	0.002	0.001	0.001	0.000	0.001
489.00	-0.000	0.002	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
490.00	-0.000	0.002	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
491.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.001	0.002	0.001	0.001	0.000	0.001
492.00	-0.000	0.002	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.001	0.002	0.001	0.001	0.000	0.001
493.00	-0.000	0.002	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
494.00	-0.000	0.003	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
495.00	-0.000	0.003	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
496.00	-0.000	0.002	0.007	0.005	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
497.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.001	0.002	0.001	0.001	0.000	0.001
498.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
499.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
500.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
501.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
502.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
503.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
504.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
505.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
506.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
507.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.001
508.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.001	0.002	0.001	0.001	0.000	0.001
509.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.001	0.002	0.001	0.001	0.000	0.001
510.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.000	0.002	0.001	0.002	0.001	0.001	0.000	0.001
511.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.000	0.002	0.002	0.002	0.001	0.001	0.000	0.001
512.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.000	0.002	0.002	0.002	0.001	0.001	0.000	0.001
513.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.001	0.002	0.001	0.001	0.000	0.001
514.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.001	0.002	0.001	0.001	0.000	0.001
515.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.001	0.002	0.001	0.001	0.000	0.001
516.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.000	0.002	0.001	0.002	0.001	0.001	0.000	0.001
517.00	-0.000	0.002	0.007	0.004	0.001	0.002	0.002	0.001	0.002	0.001	0.002	0.001	0.001	0.000	0.001
518.00	-0.000	0.002	0.006	0.004	0.001	0.002	0.002	0.000	0.002	0.001	0.002	0.001	0.001	0.000	0.001
519.00	-0.000	0.002	0.006	0.004	0.001	0.002	0.002	0.000	0.002	0.001	0.002	0.001	0.001	0.000	0.001
520.00	-0.000	0.002	0.006	0.004	0.001	0.001	0.002	0.000	0.002	0.001	0.002	0.001	0.001	0.000	0.001
521.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.002	0.000	0.002	0.001	0.001	0.001	0.001	0.000	0.001
522.00	-0.000	0.002	0.006	0.004	0.001	0.001	0.002	0.000	0.002	0.001	0.002	0.000	0.001	0.000	0.001
523.00	-0.000	0.002	0.006	0.004	0.001	0.001	0.002	0.000	0.002	0.001	0.001	0.000	0.001	0.000	0.001
524.00	-0.000	0.002	0.006	0.004	0.001	0.001	0.002	0.000	0.002	0.001	0.001	0.000	0.001	0.000	0.001
525.00	-0.000	0.002	0.006	0.004	0.001	0.001	0.002	0.000	0.002	0.001	0.001	0.000	0.001	0.000	0.001
526.00	-0.000	0.002	0.006	0.004	0.001	0.002	0.002	0.000	0.002	0.001	0.001	0.000	0.001	0.000	0.001
527.00	-0.000	0.002	0.006	0.004	0.001	0.001	0.002	0.000	0.002	0.001	0.001	0.000	0.001	0.000	0.001
528.00	-0.000	0.002	0.006	0.004	0.001	0.001	0.002	0.000	0.002	0.001	0.001	0.000	0.001	0.000	0.001
529.00	-0.000	0.002	0.006	0.004	0.001	0.001	0.002	0.000	0.002	0.001	0.001	0.000	0.001	0.000	0.001
530.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.002	0.000	0.002	0.001	0.001	0.000	0.001	0.000	0.001
531.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.002	0.000	0.002	0.001	0.001	0.000	0.000	0.000	0.001
532.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.002	0.000	0.002	0.001	0.001	0.000	0.000	0.000	0.001
533.00	-0.000	0.002	0.006	0.004	0.001	0.001	0.002	0.000	0.002	0.001	0.001	0.000	0.001	0.000	0.001
534.00	-0.000	0.002	0.006	0.004	0.001	0.001	0.002	0.000	0.001	0.001	0.001	0.000	0.001	0.000	0.001
535.00	-0.000	0.002	0.006	0.004	0.001	0.001	0.002	0.001	0.002	0.001	0.001	0.001	0.001	0.000	0.001
536.00	0.001	0.003	0.007	0.005	0.002	0.002	0.003	0.002	0.003	0.002	0.002	0.001	0.002	0.001	0.002
537.00	0.000	0.002	0.006	0.004	0.001	0.001	0.002	0.001	0.002	0.001	0.001	0.000	0.001	0.000	0.001
538.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.002	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.001
539.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.001
540.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.002	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
541.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.002	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
542.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.002	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.001
543.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.002	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.001
544.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
545.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.002	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
546.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.002	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.001
547.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.001
548.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
549.00	-0.000	0.002	0.006	0.004	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
550.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
551.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
552.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
553.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
554.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
555.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.002	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.001
556.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
557.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.001
558.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
559.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
560.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.002	0.000	0.001	0.001	0.001	0.000	0.000	0.000	0.001
561.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.001
562.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
563.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
564.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
565.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
566.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
567.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
568.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	0.000	0.000
569.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
570.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
571.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
572.00	-0.000	0.002	0.006	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
573.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
574.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
575.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
576.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
577.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
578.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	0.000	0.000
579.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
580.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	0.000	0.000
581.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	0.000	0.000
582.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	0.000	0.000
583.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
584.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
585.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
586.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
587.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
588.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
589.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
590.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
591.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
592.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
593.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
594.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
595.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
596.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
597.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
598.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
599.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
600.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
601.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
602.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
603.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	-0.000	-0.000	0.000
604.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	-0.000	-0.000	0.000
605.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
606.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	-0.000	-0.000	-0.000	0.000
607.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	-0.000	-0.000	-0.000	0.000
608.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	-0.000	-0.000	-0.000	0.000
609.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	-0.000	-0.000	-0.000	0.000
610.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	-0.000	0.000	-0.000	0.000
611.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	-0.000	-0.000	-0.000	0.000
612.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	-0.000	-0.000	-0.000	0.000
613.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.000	-0.000	0.000
614.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	-0.000	-0.000	0.000
615.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	-0.000	-0.000	0.000
616.00	-0.000	0.002	0.005	0.003	0.000	0.001	0.001	0.000	0.001	0.001	0.001	-0.000	-0.000	-0.000	0.000
