SIGNAL2,B,C,D
365,0.6668,1.175E4,1.76215E4
366,0.666,1.093E4,1.64114E4
367,0.6657,1.1E4,1.6524E4
368,0.6677,1.047E4,1.56807E4
369,0.6655,1.032E4,1.55071E4
370,0.6668,9760,1.46371E4
371,0.6666,1.026E4,1.53915E4
372,0.666,9570,1.43694E4
373,0.6668,9120,1.36773E4
374,0.6662,8750,1.31342E4
375,0.6657,8330,1.25131E4
376,0.6667,7800,1.16994E4
377,0.6652,7220,1.08539E4
378,0.6675,6590,9872.65918
379,0.6668,6750,1.0123E4
380,0.6658,6380,9582.45719
381,0.667,6690,1.003E4
382,0.667,7770,1.16492E4
383,0.6673,8150,1.22134E4
384,0.6659,1.123E4,1.68644E4
385,0.667,1.701E4,2.55022E4
386,0.6657,2.594E4,3.89665E4
387,0.667,4.06E4,6.08696E4
388,0.6668,5.971E4,8.95471E4
389,0.6669,8.511E4,1.2762E5
390,0.6674,1.1519E5,1.72595E5
391,0.6663,1.483E5,2.22572E5
392,0.6671,1.8894E5,2.83226E5
393,0.6662,2.2521E5,3.38052E5
394,0.6671,2.6217E5,3.93E5
395,0.6667,2.8996E5,4.34918E5
396,0.6662,3.0473E5,4.57415E5
397,0.6666,3.1197E5,4.68002E5
398,0.6672,3.057E5,4.58183E5
399,0.6657,2.908E5,4.36833E5
400,0.666,2.6515E5,3.98123E5
401,0.6685,2.2877E5,3.42214E5
402,0.6673,1.9302E5,2.89255E5
403,0.6671,1.5248E5,2.28571E5
404,0.666,1.1688E5,1.75495E5
405,0.6667,8.538E4,1.28064E5
406,0.6659,5.954E4,8.94128E4
407,0.6661,4.133E4,6.20477E4
408,0.6667,2.669E4,4.0033E4
409,0.6661,1.776E4,2.66627E4
410,0.6662,1.193E4,1.79075E4
411,0.6672,9070,1.35941E4
412,0.6654,6670,1.0024E4
413,0.6659,5690,8544.82655
414,0.6674,4760,7132.15463
415,0.666,3990,5990.99099
416,0.6661,3300,4954.21108
417,0.6662,2990,4488.1417
418,0.666,2430,3648.64865
419,0.6662,2150,3227.25908
420,0.6655,1780,2674.68069
421,0.6674,1860,2786.93437
422,0.6661,1460,2191.86308
423,0.6671,1550,2323.48973
424,0.6669,1670,2504.12356
425,0.6658,1300,1952.5383
426,0.6665,1180,1770.44261
427,0.6675,1240,1857.6779
428,0.6671,1400,2098.63589
429,0.6676,1290,1932.29479
430,0.6668,1170,1754.64907
431,0.6658,1370,2057.67498
432,0.6662,1330,1996.39748
433,0.6657,1070,1607.33063
434,0.6659,1080,1621.86514
435,0.6663,1170,1755.96578
436,0.6655,1170,1758.07663
437,0.6661,1030,1546.31437
438,0.6651,1020,1533.60397
439,0.6657,1170,1757.54845
440,0.6675,960,1438.20225
441,0.6656,850,1277.04327
442,0.666,900,1351.35135
443,0.6667,990,1484.92575
444,0.6664,1020,1530.61224
445,0.6677,1260,1887.07503
446,0.6654,1230,1848.51217
447,0.6672,1140,1708.63309
448,0.6651,1110,1668.92197
449,0.6669,940,1409.50667
450,0.6677,1050,1572.56253
