SIGNAL2,B,C,D
270,0.01334,556,4.16779E4
272,0.01331,304,2.28482E4
274,0.0133,220,1.65399E4
276,0.0133,264,1.98437E4
278,0.0133,228,1.71413E4
280,0.01332,252,1.8924E4
282,0.01331,248,1.86287E4
284,0.0133,232,1.74384E4
286,0.01332,296,2.22162E4
288,0.01333,288,2.16112E4
290,0.0133,272,2.04437E4
292,0.01332,276,2.07276E4
294,0.01331,320,2.40493E4
296,0.01332,288,2.16151E4
298,0.01331,284,2.13354E4
300,0.01332,276,2.07263E4
302,0.01332,360,2.70246E4
304,0.01332,380,2.85337E4
306,0.01332,312,2.34291E4
308,0.01333,296,2.22129E4
310,0.01332,300,2.25171E4
312,0.01332,336,2.52283E4
314,0.01332,384,2.88384E4
316,0.01331,300,2.25361E4
318,0.01332,376,2.82342E4
320,0.01331,392,2.94613E4
322,0.01331,360,2.70441E4
324,0.01332,364,2.73306E4
326,0.01331,316,2.37366E4
328,0.01333,292,2.19107E4
330,0.01332,336,2.52222E4
332,0.01333,392,2.94091E4
334,0.01333,348,2.61144E4
336,0.01331,352,2.64399E4
338,0.01332,344,2.58181E4
340,0.01333,348,2.61081E4
342,0.01333,316,2.37095E4
344,0.01332,364,2.73249E4
346,0.01333,400,3.00138E4
348,0.01331,344,2.58445E4
350,0.01334,352,2.63963E4
352,0.01332,392,2.94224E4
354,0.01332,356,2.67356E4
356,0.01332,400,3.00273E4
358,0.01331,384,2.88479E4
360,0.01333,368,2.75994E4
362,0.01333,312,2.33988E4
364,0.01334,460,3.44859E4
366,0.01331,340,2.55386E4
368,0.01332,360,2.70278E4
370,0.01331,364,2.7347E4
372,0.01332,364,2.73306E4
374,0.01332,352,2.64296E4
376,0.01333,324,2.43068E4
378,0.01334,344,2.57832E4
380,0.01332,344,2.58235E4
382,0.01333,300,2.25104E4
384,0.01332,340,2.55232E4
386,0.01332,356,2.67299E4
388,0.01331,276,2.07394E4
390,0.01331,364,2.73454E4
392,0.01331,360,2.70457E4
394,0.01332,364,2.73298E4
396,0.01331,340,2.55409E4
398,0.01332,388,2.91204E4
400,0.01332,312,2.34241E4
402,0.01333,352,2.64121E4
404,0.01332,284,2.132E4
406,0.01332,300,2.25225E4
408,0.01332,340,2.55186E4
410,0.01332,360,2.70311E4
412,0.01333,360,2.70157E4
414,0.01332,420,3.15259E4
416,0.01332,312,2.34305E4
418,0.01334,312,2.33911E4
420,0.01332,332,2.49167E4
422,0.01332,392,2.9433E4
424,0.01331,332,2.49354E4
426,0.01331,344,2.5839E4
428,0.01332,312,2.34262E4
430,0.01332,356,2.67323E4
