SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,6.8E-5
237,0.00019
238,0.00031
239,0.00045
240,0.0006
241,0.00075
242,0.00091
243,0.00109
244,0.00126
245,0.00144
246,0.00162
247,0.00181
248,0.00198
249,0.00217
250,0.00235
251,0.00254
252,0.00274
253,0.00293
254,0.00312
255,0.00333
256,0.00353
257,0.00373
258,0.00393
259,0.00414
260,0.00433
261,0.00454
262,0.00473
263,0.00493
264,0.00513
265,0.00533
266,0.00553
267,0.00575
268,0.00597
269,0.00622
270,0.00645
271,0.00671
272,0.00696
273,0.00725
274,0.00755
275,0.00788
276,0.00819
277,0.00855
278,0.00894
279,0.00931
280,0.00971
281,0.01012
282,0.01065
283,0.01111
284,0.01165
285,0.01215
286,0.01269
287,0.01326
288,0.01383
289,0.01462
290,0.01537
291,0.01601
292,0.01655
293,0.01717
294,0.0178
295,0.01847
296,0.01919
297,0.01979
298,0.02041
299,0.02105
300,0.02163
301,0.02217
302,0.02279
303,0.02333
304,0.02381
305,0.02438
306,0.02488
307,0.02537
308,0.02586
309,0.02644
310,0.02692
311,0.02764
312,0.02823
313,0.02875
314,0.02925
315,0.02978
316,0.0304
317,0.03095
318,0.03166
319,0.03232
320,0.033
321,0.03368
322,0.03457
323,0.03502
324,0.03561
325,0.03619
326,0.03669
327,0.03726
328,0.03794
329,0.03852
330,0.03913
331,0.03972
332,0.04042
333,0.04078
334,0.04146
335,0.04193
336,0.04256
337,0.04299
338,0.04356
339,0.04408
340,0.04456
341,0.04502
342,0.04552
343,0.04602
344,0.04644
345,0.04677
346,0.04716
347,0.04761
348,0.0479
349,0.04828
350,0.04856
351,0.04879
352,0.04899
353,0.0493
354,0.04945
355,0.04955
356,0.04969
357,0.04992
358,0.04987
359,0.05008
360,0.05011
361,0.05022
362,0.05039
363,0.05069
364,0.05071
365,0.05103
366,0.05135
367,0.05154
368,0.05182
369,0.0524
370,0.05274
371,0.05324
372,0.05363
373,0.05417
374,0.05472
375,0.05543
376,0.05619
377,0.05696
378,0.05769
379,0.05843
380,0.05904
381,0.05952
382,0.0599
383,0.06038
384,0.06097
385,0.06146
386,0.06216
387,0.0627
388,0.06349
389,0.0646
390,0.06536
391,0.06623
392,0.06709
393,0.06791
394,0.06911
395,0.07055
396,0.07168
397,0.07177
398,0.07142
399,0.07083
400,0.07014
401,0.07002
402,0.06987
403,0.06999
404,0.07014
405,0.07058
406,0.07087
407,0.07143
408,0.07185
409,0.07246
410,0.07255
411,0.07321
412,0.07352
413,0.07306
414,0.07289
415,0.07258
416,0.07285
417,0.07357
418,0.07576
419,0.07693
420,0.07523
421,0.07406
422,0.07359
423,0.07352
424,0.07353
425,0.07339
426,0.07343
427,0.07334
428,0.07336
429,0.07343
430,0.07346
431,0.07349
432,0.0736
433,0.07368
434,0.07394
435,0.07454
436,0.07574
437,0.07723
438,0.07729
439,0.07593
440,0.07588
441,0.07563
442,0.07572
443,0.07528
444,0.07534
445,0.07502
446,0.07489
447,0.07594
448,0.08138
449,0.08941
450,0.08701
451,0.0841
452,0.08228
453,0.07847
454,0.07834
455,0.07963
456,0.08243
457,0.08464
458,0.08417
459,0.08313
460,0.08503
461,0.0907
462,0.09465
463,0.09299
464,0.08925
465,0.09199
466,0.10518
467,0.11445
468,0.1075
469,0.09814
470,0.09029
471,0.08861
472,0.09712
473,0.09308
474,0.08079
475,0.07666
476,0.0752
477,0.07487
478,0.07677
479,0.08197
480,0.08691
481,0.08682
482,0.08566
483,0.08267
484,0.07914
485,0.07696
486,0.07576
487,0.07579
488,0.076
489,0.07769
490,0.08365
491,0.08827
492,0.08589
493,0.08088
494,0.07787
495,0.07632
496,0.07527
497,0.07468
498,0.07456
499,0.07436
500,0.07432
501,0.07461
502,0.07487
503,0.07435
504,0.07396
505,0.07372
506,0.07343
507,0.07326
508,0.07309
509,0.073
510,0.07286
511,0.07299
512,0.07282
513,0.0729
514,0.07228
515,0.07223
516,0.07204
517,0.07176
518,0.07144
519,0.07138
520,0.07098
521,0.07078
522,0.07064
523,0.07024
524,0.06983
525,0.06962
526,0.06944
527,0.06916
528,0.06904
529,0.06868
530,0.0683
531,0.06801
532,0.06793
533,0.06758
534,0.06727
535,0.06698
536,0.06659
537,0.06618
538,0.06614
539,0.06599
540,0.06613
541,0.06599
542,0.06573
543,0.06541
544,0.06516
545,0.06493
546,0.06479
547,0.06436
548,0.06412
549,0.06368
550,0.06371
551,0.06344
552,0.06332
553,0.06303
554,0.06275
555,0.06236
556,0.06215
557,0.06189
558,0.06167
559,0.06146
560,0.06105
561,0.06077
562,0.06045
563,0.06031
564,0.06005
565,0.05992
566,0.05974
567,0.05963
568,0.0594
569,0.0593
570,0.05901
571,0.05876
572,0.05847
573,0.05821
574,0.05815
575,0.05786
576,0.05758
577,0.05749
578,0.05721
579,0.05693
580,0.05692
581,0.05673
582,0.05654
583,0.05633
584,0.05622
585,0.05597
586,0.05562
587,0.05546
588,0.0551
589,0.05476
590,0.05431
591,0.05395
592,0.05334
593,0.05301
594,0.05242
595,0.05216
596,0.05163
597,0.05128
598,0.05075
599,0.05049
600,0.05017
