SIGNAL2,B,C,D
365,0.6439,1.228E4,1.90713E4
366,0.6426,1.088E4,1.69312E4
367,0.6435,1.105E4,1.71717E4
368,0.6439,1.103E4,1.713E4
369,0.6424,1.088E4,1.69365E4
370,0.6432,1.049E4,1.63091E4
371,0.6433,1.018E4,1.58247E4
372,0.643,9900,1.53966E4
373,0.6439,9910,1.53906E4
374,0.643,8770,1.36392E4
375,0.6438,8870,1.37776E4
376,0.6423,8100,1.26109E4
377,0.643,7940,1.23484E4
378,0.6447,7170,1.11215E4
379,0.6431,6850,1.06515E4
380,0.6443,6360,9871.17802
381,0.6448,6780,1.05149E4
382,0.6427,7420,1.1545E4
383,0.6441,8650,1.34296E4
384,0.6439,1.242E4,1.92887E4
385,0.6427,1.73E4,2.69177E4
386,0.6445,2.721E4,4.22188E4
387,0.6435,4.032E4,6.26573E4
388,0.6432,5.775E4,8.97854E4
389,0.6433,8.465E4,1.31587E5
390,0.6429,1.1428E5,1.77757E5
391,0.6441,1.5034E5,2.33411E5
392,0.6433,1.8609E5,2.89274E5
393,0.6428,2.2383E5,3.48211E5
394,0.6444,2.5732E5,3.99317E5
395,0.6431,2.8593E5,4.44612E5
396,0.643,3.0341E5,4.71866E5
397,0.6446,3.1473E5,4.88256E5
398,0.6434,3.0917E5,4.80525E5
399,0.6441,2.9091E5,4.51653E5
400,0.6447,2.66E5,4.12595E5
401,0.6428,2.3033E5,3.58323E5
402,0.6431,1.9378E5,3.01322E5
403,0.6453,1.571E5,2.43453E5
404,0.6425,1.1837E5,1.84233E5
405,0.6438,8.957E4,1.39127E5
406,0.6452,6.275E4,9.72567E4
407,0.6433,4.12E4,6.40448E4
408,0.6445,2.814E4,4.36618E4
409,0.6442,1.87E4,2.90283E4
410,0.643,1.316E4,2.04666E4
411,0.6444,9960,1.54562E4
412,0.6439,7100,1.10266E4
413,0.6432,6110,9499.37811
414,0.6437,5270,8187.04365
415,0.6427,4330,6737.20243
416,0.6442,3850,5976.40484
417,0.6437,3170,4924.65434
418,0.6432,2650,4120.02488
419,0.6453,2530,3920.65706
420,0.6432,2260,3513.68159
421,0.6439,2150,3339.0278
422,0.6444,1810,2808.8144
423,0.6428,1890,2940.26136
424,0.6451,1990,3084.79306
425,0.643,1610,2503.88802
426,0.6436,2110,3278.43381
427,0.6438,1830,2842.49767
428,0.6432,1540,2394.27861
429,0.6445,1720,2668.73545
430,0.6434,1620,2517.8738
431,0.6428,1710,2660.23647
432,0.6452,1390,2154.37074
433,0.6431,1600,2487.949
434,0.6445,1510,2342.90147
435,0.6445,1360,2110.16292
436,0.6431,1640,2550.14772
437,0.6449,1470,2279.42317
438,0.6431,1250,1943.71015
439,0.6439,1280,1987.88632
440,0.6445,1390,2156.71063
441,0.6428,1440,2240.19913
442,0.6439,1310,2034.4774
443,0.6434,1380,2144.85546
444,0.6428,1020,1586.80772
445,0.6442,1300,2018.00683
446,0.6438,1620,2516.30941
447,0.6431,1400,2176.95537
448,0.6449,1410,2186.38549
449,0.643,1460,2270.60653
450,0.6442,1540,2390.56194
