Reservoir,Site_code,Site_number,Depth_m,Date,Rep,Dilution,SampleName,Max Fl Ex,Max Fl Em,Max Fl,B:,T:,A:,C:,M:,N:,FI:,BIX:,HIX:,T/B,T/M:,T/N:,T/C:,A/T:,A/C:,A/M:,M/C:,C/N:,A254,a254,A350,a350
CCR,CC2,92,0.1,8/15/2024,2,1,20240822_CC2_15aug24_01r2.csv,300,300,2.592093318,0.053692507,0.060486606,0.141919708,0.057483698,0.062430783,0.062924859,1.444357176,0.740569439,3.085386043,1.126537193,0.968858678,0.961251356,1.052239296,2.346299732,2.468868779,2.273232858,1.086060661,0.913529232,0.044,9.9029,0.007,1.3818
CCR,CC2,92,0.5,8/15/2024,1,1,20240822_CC2_15aug24_BOTr1.csv,300,300,3.055307373,0.060520696,0.064979256,0.144110013,0.058988787,0.063219483,0.064115096,1.422045371,0.727360111,3.069830097,1.073669995,1.027835924,1.013478252,1.101552657,2.217784918,2.44300687,2.27951901,1.071720332,0.920045216,0.045,10.1332,0.007,1.3818
CCR,CC3,90,0.1,8/15/2024,2,1,20240822_CC3_15aug24_01r2.csv,310,310,1.470151394,0.119126997,0.098537737,0.152247227,0.061088748,0.084861724,0.092664131,1.470752527,0.767226865,2.083657153,0.827165454,1.161156429,1.063385963,1.613025976,1.545065188,2.492230282,1.794062376,1.389154756,0.659249125,0.047,10.5938,0.007,1.3818
CCR,CC3,90,1.5,8/15/2024,2,1,20240822_CC3_15aug24_15r2.csv,300,300,7.133996561,0.088940194,0.086972841,0.150082324,0.057696606,0.074097287,0.078433112,1.451561773,0.7558725,2.196044768,0.977880046,1.173765527,1.108879124,1.507416929,1.725622883,2.601233146,2.025476653,1.284257285,0.735615411,0.047,10.5938,0.009,1.8424
CCR,CC3,90,4,8/15/2024,1,1,20240822_CC3_15aug24_BOTr1.csv,300,300,12.44493959,0.071478351,0.068622573,0.15347567,0.060259269,0.067356258,0.070892382,1.401698039,0.75082418,2.486679277,0.960046944,1.018800261,0.967982319,1.138788678,2.236518743,2.546922223,2.278565878,1.117774232,0.850010487,0.051,11.515,0.012,2.5333
CCR,CC4,88,0.1,8/15/2024,2,1,20240822_CC4_15aug24_01r2.csv,300,300,1.748613906,0.057993577,0.066317585,0.132662944,0.052516968,0.060175548,0.062795482,1.462052293,0.760482465,2.923585555,1.143533289,1.102068653,1.056088489,1.262783965,2.000418785,2.526096766,2.204598836,1.145830581,0.836317627,0.041,9.212,0.006,1.1515
CCR,CC4,88,1.5,8/15/2024,1,1,20240822_CC4_15aug24_15r1.csv,300,300,1.837018346,0.073494004,0.074277423,0.138765484,0.054603177,0.063193595,0.067927271,1.446958685,0.758143004,2.637577407,1.010659635,1.175394807,1.093484573,1.36031322,1.868205415,2.541344524,2.195878944,1.157324511,0.803847641,0.045,10.1332,0.007,1.3818
CCR,CC4,88,6,8/15/2024,1,1,20240822_CC4_15aug24_6r1.csv,300,300,3.530979223,0.195762685,0.155156038,0.201472773,0.085567325,0.103041089,0.128348393,1.549591756,0.726471357,1.800444543,0.792572077,1.505768614,1.208866227,1.813262694,1.298517129,2.354552668,1.955266338,1.204210712,0.66668014,0.053,11.9756,0.009,1.8424
CCR,CC4,88,6,8/15/2024,2,1,20240822_CC4_15aug24_6r2.csv,300,300,3.330974076,0.083281563,0.081286393,0.1794109,0.078930173,0.085125449,0.083306342,1.491376691,0.746478323,2.863880774,0.976043077,0.954901187,0.975752758,1.029851952,2.207145553,2.273033155,2.107605908,1.078490598,0.94746896,0.048,10.8241,0.008,1.6121
CCR,CP2,96,0.1,8/15/2024,2,1,20240822_CP2_15aug24_01r2.csv,300,300,8.679370209,0.064124431,0.071680377,0.232049316,0.116557532,0.095724067,0.083766619,1.438619659,0.599307273,4.291607564,1.11783257,0.748822938,0.8557153,0.614978512,3.237278109,1.990856473,2.424148104,0.821260248,1.39145561,0.07,15.8907,0.019,4.1454
CCR,CS1,101,0.1,8/15/2024,1,1,20240822_CS1_15aug24_01r1.csv,315,314,4.749897084,0.043306775,0.072620142,0.305432003,0.179927057,0.118325888,0.092384613,1.452513439,0.533471516,8.522979636,1.676877183,0.613729957,0.786063171,0.403608792,4.205885503,1.697532367,2.581277931,0.657632542,1.947586839,0.074,16.8119,0.022,4.8363
CCR,CS1,101,0.1,8/15/2024,2,1,20240822_CS1_15aug24_01r2.csv,240,448,1.349237635,0.017441066,0.038419954,0.289403261,0.17457938,0.110122481,0.076593935,1.466050397,0.524223195,14.24624212,2.202844339,0.348883836,0.501605695,0.220071544,7.532629078,1.657717314,2.62801253,0.630787447,2.279284659,0.066,14.9695,0.018,3.9151
CCR,CS2,100,0.1,8/15/2024,1,1,20240822_CS2_15aug24_01r1.csv,325,324,2.881054576,0.019864366,0.038015586,0.271270566,0.16350739,0.10450567,0.072487187,1.442659837,0.530004355,11.57173858,1.913757805,0.363765776,0.524445594,0.23250072,7.135772298,1.6590722,2.595749746,0.639149519,2.255672983,0.064,14.5089,0.017,3.6848
