SIGNAL2,B,C,D
270,0.01318,560,4.24989E4
272,0.01318,320,2.42836E4
274,0.01319,252,1.91019E4
276,0.01319,260,1.97143E4
278,0.0132,296,2.24174E4
280,0.0132,228,1.72753E4
282,0.0132,220,1.66672E4
284,0.01323,324,2.44972E4
286,0.01321,336,2.54314E4
288,0.01323,300,2.26751E4
290,0.01321,292,2.21025E4
292,0.01321,348,2.63413E4
294,0.01321,304,2.30164E4
296,0.01321,368,2.78577E4
298,0.01321,308,2.3315E4
300,0.01322,440,3.32819E4
302,0.0132,352,2.66618E4
304,0.01322,452,3.41968E4
306,0.01322,400,3.02462E4
308,0.01322,452,3.4203E4
310,0.01322,472,3.56948E4
312,0.01323,404,3.05468E4
314,0.01323,480,3.62856E4
316,0.01323,540,4.08163E4
318,0.01323,468,3.53784E4
320,0.01322,464,3.51026E4
322,0.01321,424,3.2092E4
324,0.01322,544,4.11548E4
326,0.01322,480,3.63086E4
328,0.01322,564,4.26549E4
330,0.01323,548,4.1431E4
332,0.01322,532,4.02408E4
334,0.01323,584,4.41288E4
336,0.01323,612,4.62697E4
338,0.01321,540,4.08645E4
340,0.01323,556,4.20397E4
342,0.01323,600,4.53597E4
344,0.01322,556,4.20651E4
346,0.01322,528,3.99274E4
348,0.01323,640,4.83676E4
350,0.01322,572,4.32534E4
352,0.01323,680,5.14046E4
354,0.01324,576,4.3515E4
356,0.01324,596,4.50137E4
358,0.01324,516,3.89646E4
360,0.01323,540,4.08126E4
362,0.01323,536,4.05238E4
364,0.01324,536,4.04822E4
366,0.01323,492,3.71758E4
368,0.01325,448,3.38144E4
370,0.01324,512,3.86836E4
372,0.01323,576,4.35282E4
374,0.01325,576,4.34875E4
376,0.01324,564,4.26046E4
378,0.01325,448,3.38123E4
380,0.01324,444,3.35378E4
382,0.01323,472,3.5684E4
384,0.01324,508,3.83744E4
386,0.01324,448,3.38379E4
388,0.01323,412,3.11451E4
390,0.01324,492,3.71736E4
392,0.01323,500,3.77849E4
394,0.01324,368,2.77937E4
396,0.01323,464,3.50824E4
398,0.01323,408,3.08474E4
400,0.01324,472,3.56506E4
402,0.01323,448,3.38696E4
404,0.01325,352,2.65749E4
406,0.01325,424,3.20068E4
408,0.01325,320,2.41539E4
410,0.01324,440,3.32376E4
412,0.01324,404,3.0521E4
414,0.01323,408,3.0839E4
416,0.01322,420,3.17624E4
418,0.01324,456,3.44411E4
420,0.01324,360,2.71838E4
422,0.01324,348,2.62911E4
424,0.01324,324,2.44683E4
426,0.01324,356,2.68833E4
428,0.01323,368,2.78097E4
430,0.01324,356,2.68947E4
