SIGNAL2,B,C,D
365,0.5931,1.076E4,1.8142E4
366,0.5936,9770,1.64589E4
367,0.5927,9350,1.57753E4
368,0.5929,9430,1.59049E4
369,0.5932,9070,1.529E4
370,0.593,9940,1.67622E4
371,0.5928,9370,1.58063E4
372,0.5928,8490,1.43219E4
373,0.5927,8750,1.47629E4
374,0.5929,8280,1.39653E4
375,0.5934,7600,1.28075E4
376,0.5934,7150,1.20492E4
377,0.5936,7030,1.1843E4
378,0.5929,6410,1.08113E4
379,0.593,6280,1.05902E4
380,0.5927,6230,1.05112E4
381,0.5934,6170,1.03977E4
382,0.5931,6970,1.17518E4
383,0.5936,8310,1.39993E4
384,0.593,1.104E4,1.86172E4
385,0.5926,1.705E4,2.87715E4
386,0.5924,2.613E4,4.41087E4
387,0.5928,3.832E4,6.46424E4
388,0.5953,5.62E4,9.44062E4
389,0.5966,8.162E4,1.36809E5
390,0.597,1.0917E5,1.82864E5
391,0.5979,1.3893E5,2.32363E5
392,0.5974,1.7627E5,2.95062E5
393,0.5974,2.1077E5,3.52812E5
394,0.5976,2.3948E5,4.00736E5
395,0.5972,2.6427E5,4.42515E5
396,0.5972,2.809E5,4.70362E5
397,0.5973,2.8561E5,4.78168E5
398,0.5973,2.8283E5,4.73514E5
399,0.598,2.6144E5,4.37191E5
400,0.5976,2.4091E5,4.03129E5
401,0.5975,2.0441E5,3.42109E5
402,0.5974,1.6856E5,2.82156E5
403,0.597,1.3959E5,2.33819E5
404,0.5972,1.0364E5,1.73543E5
405,0.5964,7.642E4,1.28135E5
406,0.5963,5.481E4,9.19168E4
407,0.5962,3.692E4,6.19255E4
408,0.5959,2.449E4,4.10975E4
409,0.5949,1.572E4,2.64246E4
410,0.5943,1.136E4,1.91149E4
411,0.5936,8790,1.4808E4
412,0.5937,6530,1.09988E4
413,0.5933,5520,9303.89348
414,0.593,4900,8263.06914
415,0.5929,3980,6712.76775
416,0.5927,3230,5449.63725
417,0.5929,2930,4941.81144
418,0.5932,2440,4113.28388
419,0.5936,2130,3588.27493
420,0.5931,2100,3540.71826
421,0.5931,1910,3220.36756
422,0.5947,1790,3009.92097
423,0.5946,1510,2539.52237
424,0.5944,1610,2708.61373
425,0.5937,1700,2863.39902
426,0.5936,1890,3183.96226
427,0.5931,1770,2984.31968
428,0.5929,1600,2698.6001
429,0.5927,1650,2783.87042
430,0.5934,1480,2494.10179
431,0.5932,1420,2393.79636
432,0.593,1370,2310.28668
433,0.5932,1520,2562.37357
434,0.5927,1230,2075.24886
435,0.5933,1330,2241.69897
436,0.5929,1520,2563.6701
437,0.5935,1150,1937.65796
438,0.5931,1240,2090.70983
439,0.593,1150,1939.29174
440,0.5929,1340,2260.07758
441,0.5932,1160,1955.49562
442,0.5932,1440,2427.5118
443,0.5933,1240,2090.00506
444,0.5932,1280,2157.78827
445,0.5927,1170,1974.01721
446,0.5933,1280,2157.42457
447,0.5927,1320,2227.09634
448,0.5936,1620,2729.11051
449,0.5931,1500,2529.08447
450,0.5938,1380,2324.01482
