SIGNAL2,B,C,D
270,0.00858,536,6.24534E4
272,0.00859,300,3.4939E4
274,0.00859,232,2.70119E4
276,0.00859,220,2.56088E4
278,0.00859,252,2.93351E4
280,0.00859,228,2.65314E4
282,0.00859,232,2.70094E4
284,0.00858,208,2.423E4
286,0.00859,252,2.93405E4
288,0.00859,244,2.84012E4
290,0.00859,312,3.63348E4
292,0.00858,240,2.79733E4
294,0.0086,276,3.2108E4
296,0.00859,300,3.4913E4
298,0.00859,376,4.37841E4
300,0.0086,344,4.00056E4
302,0.0086,260,3.02227E4
304,0.0086,256,2.97785E4
306,0.0086,320,3.72249E4
308,0.0086,388,4.51163E4
310,0.0086,344,4.00149E4
312,0.0086,356,4.14146E4
314,0.0086,348,4.04444E4
316,0.0086,344,3.99944E4
318,0.00859,356,4.14358E4
320,0.0086,312,3.62808E4
322,0.0086,340,3.95275E4
324,0.0086,416,4.83924E4
326,0.00859,356,4.14242E4
328,0.0086,336,3.90698E4
330,0.00861,296,3.4393E4
332,0.0086,248,2.88305E4
334,0.00861,324,3.76324E4
336,0.00861,352,4.08656E4
338,0.00861,356,4.13492E4
340,0.0086,384,4.46304E4
342,0.00861,308,3.5779E4
344,0.00861,364,4.22666E4
346,0.0086,380,4.41696E4
348,0.00861,324,3.76342E4
350,0.00861,336,3.90153E4
352,0.00861,344,3.99703E4
354,0.00861,368,4.2745E4
356,0.00861,388,4.5066E4
358,0.00861,344,3.99535E4
360,0.0086,408,4.74242E4
362,0.00861,364,4.22941E4
364,0.00861,308,3.57674E4
366,0.00861,392,4.55263E4
368,0.00861,404,4.69462E4
370,0.00861,344,3.99331E4
372,0.00861,324,3.76132E4
374,0.00861,356,4.13319E4
376,0.00862,360,4.1775E4
378,0.00862,332,3.85151E4
380,0.00861,444,5.1544E4
382,0.00861,408,4.73626E4
384,0.00862,364,4.2245E4
386,0.00862,320,3.71316E4
388,0.0086,412,4.78825E4
390,0.00861,408,4.7378E4
392,0.00861,436,5.0627E4
394,0.00861,368,4.27609E4
396,0.00861,356,4.1353E4
398,0.00862,352,4.0841E4
400,0.00861,292,3.39141E4
402,0.00861,360,4.1808E4
404,0.00861,284,3.29742E4
406,0.00861,344,3.9935E4
408,0.00861,328,3.80793E4
410,0.00861,384,4.45848E4
412,0.00862,320,3.71178E4
414,0.00862,360,4.17769E4
416,0.00861,304,3.52897E4
418,0.00862,280,3.24826E4
420,0.00862,288,3.34169E4
422,0.00862,344,3.99294E4
424,0.00862,356,4.1307E4
426,0.00862,268,3.10991E4
428,0.00861,304,3.52963E4
430,0.00861,320,3.71678E4
