SIGNAL2,B,C,D
365,0.626,1.12E4,1.78914E4
366,0.6254,1.152E4,1.84202E4
367,0.6253,1.088E4,1.73996E4
368,0.6265,1.081E4,1.72546E4
369,0.6261,1.064E4,1.69941E4
370,0.6248,1.029E4,1.64693E4
371,0.6269,1.05E4,1.67491E4
372,0.626,1.014E4,1.61981E4
373,0.6257,9680,1.54707E4
374,0.6269,8920,1.42287E4
375,0.6247,8350,1.33664E4
376,0.6255,7630,1.21982E4
377,0.626,7600,1.21406E4
378,0.6252,6800,1.08765E4
379,0.6257,6660,1.06441E4
380,0.6256,6790,1.08536E4
381,0.6254,6870,1.0985E4
382,0.6261,6580,1.05095E4
383,0.6252,8440,1.34997E4
384,0.6258,1.149E4,1.83605E4
385,0.6266,1.639E4,2.6157E4
386,0.6255,2.62E4,4.18865E4
387,0.6264,3.962E4,6.32503E4
388,0.6259,5.813E4,9.28743E4
389,0.6261,8.227E4,1.31401E5
390,0.6263,1.1279E5,1.80089E5
391,0.6254,1.4511E5,2.32028E5
392,0.6264,1.8315E5,2.92385E5
393,0.6272,2.2431E5,3.57637E5
394,0.6256,2.5254E5,4.03676E5
395,0.6261,2.8524E5,4.55582E5
396,0.627,3.0372E5,4.84402E5
397,0.6259,3.0734E5,4.91037E5
398,0.625,3.0464E5,4.87424E5
399,0.6271,2.8803E5,4.59305E5
400,0.6258,2.6356E5,4.21157E5
401,0.6258,2.3032E5,3.68041E5
402,0.6266,1.8799E5,3.00016E5
403,0.6254,1.5362E5,2.45635E5
404,0.6264,1.1705E5,1.86861E5
405,0.6264,8.864E4,1.41507E5
406,0.6256,6.073E4,9.70748E4
407,0.6261,4.053E4,6.47341E4
408,0.6258,2.706E4,4.32407E4
409,0.626,1.77E4,2.82748E4
410,0.6258,1.22E4,1.9495E4
411,0.6261,9570,1.52851E4
412,0.6264,7120,1.13665E4
413,0.6258,5670,9060.40268
414,0.626,4420,7060.70288
415,0.6275,4530,7219.12351
416,0.6261,3280,5238.77975
417,0.6265,2940,4692.73743
418,0.6258,2500,3994.88655
419,0.6254,2550,4077.39047
420,0.626,2010,3210.86262
421,0.6265,1720,2745.41101
422,0.6262,1570,2507.1862
423,0.6256,1680,2685.42199
424,0.625,1770,2832
425,0.626,1640,2619.80831
426,0.6264,1320,2107.27969
427,0.6266,1470,2345.99425
428,0.6258,1410,2253.11601
429,0.6252,1300,2079.33461
430,0.6258,1060,1693.8319
431,0.6273,1340,2136.13901
432,0.6259,1380,2204.82505
433,0.6267,1180,1882.87857
434,0.6254,1240,1982.73105
435,0.6255,1210,1934.45244
436,0.6267,1060,1691.39939
437,0.626,1200,1916.93291
438,0.6265,1380,2202.71349
439,0.6261,1050,1677.04839
440,0.6265,1080,1723.86273
441,0.6277,1200,1911.74128
442,0.6258,1000,1597.95462
443,0.6256,1220,1950.12788
444,0.6268,1160,1850.67007
445,0.6252,1230,1967.37044
446,0.6267,980,1563.74661
447,0.6249,1190,1904.30469
448,0.6266,1180,1883.17906
449,0.6268,1130,1802.80791
450,0.6262,1170,1868.41265
