SIGNAL2,B,C,D
270,0.013,560,4.30623E4
272,0.01301,304,2.33674E4
274,0.01302,284,2.18139E4
276,0.01301,232,1.78319E4
278,0.01301,216,1.66036E4
280,0.01303,256,1.96458E4
282,0.01302,212,1.62796E4
284,0.01301,260,1.99877E4
286,0.01301,320,2.45912E4
288,0.01303,380,2.91697E4
290,0.01301,320,2.45904E4
292,0.01303,308,2.36428E4
294,0.01302,400,3.07286E4
296,0.01303,372,2.85591E4
298,0.01302,344,2.6416E4
300,0.01302,296,2.27259E4
302,0.01301,392,3.01233E4
304,0.01301,456,3.50543E4
306,0.01301,348,2.67404E4
308,0.01303,420,3.22343E4
310,0.01303,364,2.7933E4
312,0.01303,416,3.19283E4
314,0.01304,484,3.71063E4
316,0.01303,412,3.16155E4
318,0.01302,408,3.13403E4
320,0.013,376,2.89168E4
322,0.01302,420,3.2265E4
324,0.01303,416,3.19302E4
326,0.01303,448,3.43938E4
328,0.01302,464,3.56386E4
330,0.01303,504,3.8693E4
332,0.01302,564,4.331E4
334,0.01302,472,3.62575E4
336,0.01303,568,4.35944E4
338,0.01303,476,3.65367E4
340,0.01301,468,3.59613E4
342,0.01303,576,4.4222E4
344,0.01303,476,3.65221E4
346,0.01302,556,4.26957E4
348,0.01303,584,4.48293E4
350,0.01302,504,3.87109E4
352,0.013,552,4.24537E4
354,0.01302,524,4.02433E4
356,0.01302,532,4.08615E4
358,0.01302,436,3.34921E4
360,0.01302,448,3.44044E4
362,0.01302,496,3.80964E4
364,0.01302,552,4.23885E4
366,0.01303,460,3.53162E4
368,0.01303,544,4.17357E4
370,0.01303,540,4.1439E4
372,0.01302,496,3.80906E4
374,0.01303,416,3.19253E4
376,0.01303,448,3.4379E4
378,0.013,520,3.99889E4
380,0.01301,392,3.01251E4
382,0.013,416,3.2003E4
384,0.01302,460,3.53411E4
386,0.01303,404,3.10101E4
388,0.01303,440,3.37724E4
390,0.01302,424,3.25583E4
392,0.01302,444,3.41024E4
394,0.01301,396,3.04409E4
396,0.01301,396,3.04334E4
398,0.01302,448,3.44054E4
400,0.01302,376,2.88831E4
402,0.01302,324,2.48817E4
404,0.01303,420,3.22412E4
406,0.01302,420,3.22472E4
408,0.01304,412,3.16067E4
410,0.01302,388,2.97994E4
412,0.01301,392,3.0127E4
414,0.013,280,2.15418E4
416,0.01301,352,2.70619E4
418,0.01301,348,2.67437E4
420,0.01301,364,2.79759E4
422,0.013,424,3.26064E4
424,0.01301,376,2.89071E4
426,0.01301,396,3.04419E4
428,0.01301,316,2.42868E4
430,0.01303,336,2.57906E4
