SIGNAL2,B,C,D
365,0.7392,1.318E4,1.78301E4
366,0.7394,1.254E4,1.69597E4
367,0.7392,1.222E4,1.65314E4
368,0.7381,1.168E4,1.58244E4
369,0.7386,1.171E4,1.58543E4
370,0.7394,1.108E4,1.49851E4
371,0.7402,1.097E4,1.48203E4
372,0.7409,1.113E4,1.50223E4
373,0.7404,1.063E4,1.43571E4
374,0.7409,9890,1.33486E4
375,0.7406,9330,1.25979E4
376,0.7396,9280,1.25473E4
377,0.7395,9040,1.22245E4
378,0.7403,8200,1.10766E4
379,0.7389,8360,1.13141E4
380,0.7389,7830,1.05968E4
381,0.7392,7820,1.0579E4
382,0.739,8250,1.11637E4
383,0.7395,9580,1.29547E4
384,0.7401,1.271E4,1.71734E4
385,0.7402,1.77E4,2.39125E4
386,0.7391,2.583E4,3.49479E4
387,0.7392,3.865E4,5.22863E4
388,0.7392,5.683E4,7.68804E4
389,0.7393,8.351E4,1.12958E5
390,0.7397,1.1408E5,1.54225E5
391,0.7392,1.4884E5,2.01353E5
392,0.7396,1.8971E5,2.56504E5
393,0.7396,2.2672E5,3.06544E5
394,0.7411,2.6774E5,3.61274E5
395,0.7402,2.987E5,4.0354E5
396,0.7398,3.1817E5,4.30076E5
397,0.7397,3.3143E5,4.4806E5
398,0.7406,3.3343E5,4.50216E5
399,0.7404,3.1634E5,4.27256E5
400,0.7389,2.9373E5,3.97523E5
401,0.7401,2.5567E5,3.45453E5
402,0.7395,2.1736E5,2.93928E5
403,0.7398,1.7871E5,2.41565E5
404,0.742,1.3487E5,1.81765E5
405,0.7405,1.0327E5,1.3946E5
406,0.7397,7.295E4,9.86211E4
407,0.7413,5.029E4,6.78403E4
408,0.7413,3.444E4,4.64589E4
409,0.7405,2.213E4,2.98852E4
410,0.7399,1.601E4,2.16381E4
411,0.7399,1.21E4,1.63536E4
412,0.7398,8730,1.18005E4
413,0.7395,7700,1.04124E4
414,0.7405,6660,8993.92302
415,0.7387,5540,7499.66157
416,0.7391,4880,6602.62481
417,0.7404,4480,6050.78336
418,0.7414,3750,5057.99838
419,0.7409,3560,4804.96693
420,0.74,3360,4540.54054
421,0.7396,3230,4367.22553
422,0.7404,3150,4254.45705
423,0.7406,2920,3942.74912
424,0.7403,2780,3755.23436
425,0.7405,2760,3727.21134
426,0.7411,2630,3548.77884
427,0.7396,2770,3745.26771
428,0.7415,2660,3587.32299
429,0.7408,2580,3482.72138
430,0.7409,2590,3495.74841
431,0.7404,2570,3471.0967
432,0.7409,2120,2861.3848
433,0.7411,2330,3143.97517
434,0.7408,2470,3334.23326
435,0.7413,2230,3008.22879
436,0.7412,2360,3184.0259
437,0.7401,2180,2945.5479
438,0.7395,2580,3488.84381
439,0.7388,2180,2950.73091
440,0.7403,2200,2971.7682
441,0.7392,2090,2827.38095
442,0.7393,1990,2691.73543
443,0.7394,2000,2704.89586
444,0.7388,1930,2612.34434
445,0.7401,2350,3175.24659
446,0.7402,2270,3066.73872
447,0.7396,2190,2961.06003
448,0.7397,1970,2663.24185
449,0.7398,2270,3068.39686
450,0.7388,1950,2639.41527
