SIGNAL2,B,C,D
270,0.0194,664,3.42353E4
272,0.01937,372,1.92069E4
274,0.0194,276,1.42268E4
276,0.0194,228,1.17552E4
278,0.01941,244,1.25677E4
280,0.01941,240,1.23671E4
282,0.01945,304,1.56266E4
284,0.01943,244,1.25553E4
286,0.01941,264,1.36012E4
288,0.01942,284,1.46265E4
290,0.01939,344,1.77411E4
292,0.01941,392,2.01991E4
294,0.01941,404,2.08114E4
296,0.01938,344,1.77514E4
298,0.01941,372,1.91674E4
300,0.01942,352,1.81264E4
302,0.01941,456,2.34892E4
304,0.01942,488,2.51256E4
306,0.01941,372,1.91697E4
308,0.01942,408,2.10067E4
310,0.01944,364,1.872E4
312,0.01942,432,2.22414E4
314,0.01941,444,2.28762E4
316,0.01942,444,2.2863E4
318,0.01941,536,2.76089E4
320,0.01944,528,2.71571E4
322,0.01947,444,2.28024E4
324,0.01942,480,2.47148E4
326,0.01943,456,2.34684E4
328,0.01946,556,2.85661E4
330,0.0194,464,2.3921E4
332,0.01941,504,2.59633E4
334,0.01941,520,2.67969E4
336,0.01943,532,2.73809E4
338,0.01944,476,2.44881E4
340,0.01942,564,2.90482E4
342,0.01942,512,2.63619E4
344,0.01943,544,2.80014E4
346,0.01944,472,2.42738E4
348,0.01944,536,2.75675E4
350,0.01944,620,3.18891E4
352,0.01943,544,2.79922E4
354,0.01942,516,2.65749E4
356,0.01941,636,3.27639E4
358,0.01941,540,2.78242E4
360,0.01943,572,2.94439E4
362,0.01942,500,2.5744E4
364,0.01941,632,3.25538E4
366,0.01943,492,2.53206E4
368,0.01947,612,3.14407E4
370,0.01945,512,2.63272E4
372,0.01945,460,2.36514E4
374,0.01944,504,2.59291E4
376,0.01942,404,2.08016E4
378,0.01942,480,2.47204E4
380,0.01946,552,2.83606E4
382,0.01945,460,2.36557E4
384,0.01943,496,2.55338E4
386,0.01943,448,2.30581E4
388,0.01944,440,2.26314E4
390,0.01941,436,2.24659E4
392,0.01943,416,2.14142E4
394,0.01944,368,1.89312E4
396,0.01942,412,2.12192E4
398,0.01945,328,1.68669E4
400,0.01943,404,2.07947E4
402,0.01944,352,1.81089E4
404,0.01944,396,2.03746E4
406,0.01946,388,1.99428E4
408,0.01942,376,1.93575E4
410,0.01945,328,1.68631E4
412,0.01943,356,1.83195E4
414,0.01943,352,1.81182E4
416,0.01944,396,2.03695E4
418,0.01945,388,1.99502E4
420,0.0194,372,1.91733E4
422,0.01946,448,2.30211E4
424,0.01948,372,1.90977E4
426,0.01946,420,2.15832E4
428,0.01943,332,1.70842E4
430,0.01943,396,2.03792E4
