SIGNAL2,B,C,D
365,0.7178,1.203E4,1.67595E4
366,0.7162,1.129E4,1.57638E4
367,0.7173,1.093E4,1.52377E4
368,0.7178,1.079E4,1.5032E4
369,0.718,1.112E4,1.54875E4
370,0.7172,1.097E4,1.52956E4
371,0.7174,1.04E4,1.44968E4
372,0.7162,1.043E4,1.4563E4
373,0.7172,9960,1.38873E4
374,0.7166,8990,1.25454E4
375,0.7172,8750,1.22002E4
376,0.7176,8300,1.15663E4
377,0.717,7900,1.10181E4
378,0.7173,7590,1.05813E4
379,0.7174,7180,1.00084E4
380,0.7172,6980,9732.29225
381,0.7172,6850,9551.03179
382,0.7163,7120,9939.96929
383,0.7164,8600,1.20045E4
384,0.7164,1.194E4,1.66667E4
385,0.7164,1.614E4,2.25293E4
386,0.717,2.489E4,3.47141E4
387,0.7165,3.849E4,5.37195E4
388,0.7162,5.443E4,7.59983E4
389,0.7171,8.146E4,1.13596E5
390,0.7174,1.1119E5,1.5499E5
391,0.717,1.4675E5,2.04672E5
392,0.7171,1.9007E5,2.65054E5
393,0.7167,2.2319E5,3.11413E5
394,0.7166,2.5987E5,3.62643E5
395,0.7174,2.9732E5,4.14441E5
396,0.7178,3.1464E5,4.38339E5
397,0.717,3.216E5,4.48536E5
398,0.7164,3.1855E5,4.44654E5
399,0.718,3.0217E5,4.2085E5
400,0.7165,2.795E5,3.90091E5
401,0.7174,2.4167E5,3.36869E5
402,0.7172,2.0654E5,2.87981E5
403,0.716,1.6506E5,2.30531E5
404,0.7162,1.2304E5,1.71796E5
405,0.7173,9.399E4,1.31033E5
406,0.7177,6.715E4,9.35628E4
407,0.7172,4.497E4,6.27022E4
408,0.7166,2.948E4,4.11387E4
409,0.7167,1.937E4,2.70266E4
410,0.716,1.306E4,1.82402E4
411,0.717,9720,1.35565E4
412,0.7179,7520,1.0475E4
413,0.7177,6160,8582.97339
414,0.7163,4800,6701.10289
415,0.7157,3880,5421.26589
416,0.7167,3420,4771.87108
417,0.7177,2930,4082.48572
418,0.7177,2810,3915.28494
419,0.7176,2330,3246.93423
420,0.7163,1960,2736.28368
421,0.7181,2040,2840.82997
422,0.7176,1920,2675.58528
423,0.7176,1640,2285.39576
424,0.717,1770,2468.61925
425,0.7165,1640,2288.9044
426,0.7153,1670,2334.68475
427,0.7172,1480,2063.58059
428,0.7178,1530,2131.51296
429,0.7173,1500,2091.17524
430,0.7174,1470,2049.06607
431,0.7168,1380,1925.22321
432,0.7174,1390,1937.55227
433,0.7176,1160,1616.49944
434,0.7188,1080,1502.50417
435,0.7185,1480,2059.8469
436,0.7177,1180,1644.14101
437,0.7168,1220,1702.00893
438,0.717,1060,1478.38215
439,0.7183,1140,1587.08061
440,0.7188,1320,1836.39399
441,0.7182,1350,1879.69925
442,0.717,1300,1813.11018
443,0.7188,1170,1627.71285
444,0.7182,1380,1921.47034
445,0.7168,1200,1674.10714
446,0.7179,1360,1894.41426
447,0.7166,1240,1730.39352
448,0.7176,1030,1435.34002
449,0.7174,1200,1672.707
450,0.7169,1200,1673.87362
