SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,3E-5
236,0.00016
237,0.00029
238,0.00043
239,0.00058
240,0.00074
241,0.00091
242,0.00109
243,0.00127
244,0.00147
245,0.00166
246,0.00185
247,0.00205
248,0.00223
249,0.00243
250,0.00263
251,0.00282
252,0.00302
253,0.00322
254,0.00342
255,0.00364
256,0.00385
257,0.00406
258,0.00426
259,0.00449
260,0.00467
261,0.00489
262,0.00508
263,0.00529
264,0.00549
265,0.00572
266,0.00593
267,0.00613
268,0.00637
269,0.0066
270,0.00684
271,0.00713
272,0.00736
273,0.00767
274,0.00799
275,0.00833
276,0.00863
277,0.00902
278,0.00941
279,0.00983
280,0.01022
281,0.01069
282,0.01119
283,0.01165
284,0.01217
285,0.0127
286,0.01328
287,0.01391
288,0.01447
289,0.01524
290,0.01605
291,0.01669
292,0.01723
293,0.01792
294,0.01855
295,0.01923
296,0.01995
297,0.02066
298,0.02126
299,0.02186
300,0.02247
301,0.02306
302,0.02364
303,0.02418
304,0.02469
305,0.02523
306,0.02574
307,0.02627
308,0.02678
309,0.0273
310,0.02789
311,0.02852
312,0.02916
313,0.02962
314,0.03016
315,0.0307
316,0.03124
317,0.03198
318,0.03257
319,0.03335
320,0.03398
321,0.0348
322,0.03555
323,0.03593
324,0.03653
325,0.03707
326,0.03771
327,0.03833
328,0.03895
329,0.03954
330,0.04014
331,0.0407
332,0.04133
333,0.04189
334,0.04249
335,0.04297
336,0.0435
337,0.04408
338,0.04469
339,0.04514
340,0.04557
341,0.04603
342,0.04649
343,0.04704
344,0.04748
345,0.04794
346,0.04821
347,0.04859
348,0.04892
349,0.04934
350,0.0497
351,0.04983
352,0.05019
353,0.05028
354,0.05041
355,0.05058
356,0.05062
357,0.05085
358,0.0509
359,0.05111
360,0.05109
361,0.05129
362,0.05137
363,0.05141
364,0.05169
365,0.05189
366,0.05221
367,0.0524
368,0.05292
369,0.05332
370,0.05371
371,0.05421
372,0.05471
373,0.05523
374,0.05589
375,0.0565
376,0.05717
377,0.0578
378,0.05842
379,0.05934
380,0.05988
381,0.06068
382,0.06107
383,0.06142
384,0.06206
385,0.06266
386,0.06325
387,0.0639
388,0.06463
389,0.06576
390,0.06635
391,0.06732
392,0.06805
393,0.06901
394,0.07022
395,0.07143
396,0.07239
397,0.07277
398,0.07238
399,0.07172
400,0.07115
401,0.07093
402,0.07104
403,0.071
404,0.07132
405,0.0715
406,0.07219
407,0.07253
408,0.07323
409,0.07338
410,0.07378
411,0.07404
412,0.07457
413,0.07415
414,0.0738
415,0.07382
416,0.07379
417,0.07483
418,0.07675
419,0.07788
420,0.07637
421,0.07518
422,0.07477
423,0.07459
424,0.07451
425,0.07452
426,0.07458
427,0.07431
428,0.07445
429,0.07432
430,0.07459
431,0.0743
432,0.07449
433,0.07479
434,0.075
435,0.07559
436,0.07667
437,0.0782
438,0.07803
439,0.07686
440,0.07668
441,0.07673
442,0.07642
443,0.07639
444,0.07636
445,0.07614
446,0.07605
447,0.07699
448,0.08278
449,0.09102
450,0.08742
451,0.08505
452,0.08279
453,0.07947
454,0.07943
455,0.08077
456,0.08346
457,0.08554
458,0.08486
459,0.08398
460,0.08616
461,0.09133
462,0.0954
463,0.09329
464,0.08991
465,0.09265
466,0.10613
467,0.11439
468,0.10709
469,0.09836
470,0.0908
471,0.08966
472,0.0984
473,0.0932
474,0.08114
475,0.07764
476,0.07618
477,0.07582
478,0.07772
479,0.08292
480,0.08773
481,0.08707
482,0.08603
483,0.08298
484,0.07958
485,0.07756
486,0.07676
487,0.07667
488,0.07683
489,0.07841
490,0.08476
491,0.08883
492,0.08602
493,0.08142
494,0.07858
495,0.0768
496,0.07602
497,0.07571
498,0.07534
499,0.07513
500,0.07514
501,0.07541
502,0.07578
503,0.07543
504,0.07483
505,0.07438
506,0.07425
507,0.074
508,0.07391
509,0.07372
510,0.07366
511,0.07377
512,0.07377
513,0.0735
514,0.07317
515,0.07281
516,0.07264
517,0.07234
518,0.07251
519,0.07207
520,0.07176
521,0.07147
522,0.07131
523,0.07091
524,0.07064
525,0.07039
526,0.07019
527,0.06987
528,0.06992
529,0.06933
530,0.06892
531,0.06864
532,0.06845
533,0.06833
534,0.06795
535,0.0677
536,0.06733
537,0.06696
538,0.0667
539,0.06672
540,0.06696
541,0.06655
542,0.06649
543,0.06618
544,0.06587
545,0.06554
546,0.06528
547,0.06504
548,0.06473
549,0.06453
550,0.06431
551,0.06423
552,0.06389
553,0.06378
554,0.06327
555,0.06314
556,0.06275
557,0.06275
558,0.06225
559,0.06203
560,0.06173
561,0.06158
562,0.06121
563,0.06099
564,0.06074
565,0.06058
566,0.06046
567,0.06023
568,0.06019
569,0.05985
570,0.05975
571,0.05928
572,0.05921
573,0.05882
574,0.05867
575,0.05852
576,0.05836
577,0.05809
578,0.0578
579,0.05772
580,0.05732
581,0.05737
582,0.05698
583,0.05701
584,0.05661
585,0.05639
586,0.05626
587,0.05589
588,0.05567
589,0.05532
590,0.05486
591,0.05427
592,0.05384
593,0.05343
594,0.053
595,0.05266
596,0.05217
597,0.05183
598,0.05139
599,0.05107
600,0.0508
