SIGNAL2,B,C,D
270,0.01344,488,3.63138E4
272,0.01344,280,2.08284E4
274,0.01345,308,2.28921E4
276,0.01344,248,1.84496E4
278,0.01346,240,1.78285E4
280,0.01346,240,1.78354E4
282,0.01346,272,2.02068E4
284,0.01344,224,1.66617E4
286,0.01346,248,1.84299E4
288,0.01346,276,2.0507E4
290,0.01345,308,2.28969E4
292,0.01346,292,2.16971E4
294,0.01345,352,2.61788E4
296,0.01345,220,1.63554E4
298,0.01346,304,2.25901E4
300,0.01347,344,2.55397E4
302,0.01346,332,2.46642E4
304,0.01346,328,2.43605E4
306,0.01346,372,2.76391E4
308,0.01346,384,2.85222E4
310,0.01346,284,2.11046E4
312,0.01346,320,2.37805E4
314,0.01345,340,2.52735E4
316,0.01346,308,2.28853E4
318,0.01347,292,2.16752E4
320,0.01346,408,3.03111E4
322,0.01348,360,2.67015E4
324,0.01346,376,2.7933E4
326,0.01347,348,2.58398E4
328,0.01347,372,2.76202E4
330,0.01346,376,2.79429E4
332,0.01346,444,3.29856E4
334,0.01345,400,2.9738E4
336,0.01346,292,2.16958E4
338,0.01347,440,3.26768E4
340,0.01347,356,2.6437E4
342,0.01347,448,3.3271E4
344,0.01347,384,2.85171E4
346,0.01346,452,3.357E4
348,0.01346,392,2.91294E4
350,0.01345,440,3.27167E4
352,0.01345,348,2.58798E4
354,0.01345,444,3.29994E4
356,0.01345,392,2.91545E4
358,0.01347,392,2.91095E4
360,0.01346,396,2.94196E4
362,0.01346,372,2.76424E4
364,0.01345,472,3.50908E4
366,0.01346,408,3.03183E4
368,0.01343,404,3.00738E4
370,0.01345,392,2.91389E4
372,0.01345,368,2.7363E4
374,0.01345,356,2.64692E4
376,0.01346,328,2.43721E4
378,0.01346,356,2.64582E4
380,0.01346,352,2.61453E4
382,0.01347,324,2.40613E4
384,0.01347,352,2.61244E4
386,0.01347,336,2.49458E4
388,0.01346,396,2.941E4
390,0.01347,392,2.91017E4
392,0.01347,424,3.14867E4
394,0.01346,344,2.55527E4
396,0.01347,356,2.64275E4
398,0.01348,352,2.61135E4
400,0.01346,352,2.61508E4
402,0.01348,404,2.99694E4
404,0.01347,332,2.46488E4
406,0.01347,324,2.40477E4
408,0.01346,360,2.67435E4
410,0.01346,344,2.5558E4
412,0.01348,376,2.79023E4
414,0.01347,356,2.64322E4
416,0.01348,444,3.29308E4
418,0.01347,328,2.4349E4
420,0.01348,388,2.87842E4
422,0.01347,344,2.55375E4
424,0.01348,312,2.3153E4
426,0.01349,276,2.04638E4
428,0.01347,324,2.40499E4
430,0.01348,372,2.75981E4
