SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,3.3E-5
238,0.00015
239,0.00026
240,0.00038
241,0.00051
242,0.00066
243,0.00081
244,0.00096
245,0.00111
246,0.00128
247,0.00143
248,0.0016
249,0.00176
250,0.00193
251,0.0021
252,0.00228
253,0.00246
254,0.00263
255,0.00283
256,0.00302
257,0.00321
258,0.00341
259,0.00359
260,0.00378
261,0.00396
262,0.00416
263,0.00433
264,0.00452
265,0.00473
266,0.00492
267,0.00513
268,0.00534
269,0.00557
270,0.0058
271,0.00604
272,0.00629
273,0.00657
274,0.00686
275,0.00715
276,0.00746
277,0.0078
278,0.00815
279,0.00854
280,0.00894
281,0.00934
282,0.00982
283,0.01027
284,0.01078
285,0.01127
286,0.01181
287,0.01233
288,0.01293
289,0.01361
290,0.01441
291,0.01504
292,0.01551
293,0.01611
294,0.01672
295,0.0174
296,0.01807
297,0.01867
298,0.0193
299,0.0199
300,0.02045
301,0.02105
302,0.02168
303,0.02218
304,0.02269
305,0.02325
306,0.02369
307,0.02419
308,0.02473
309,0.02525
310,0.02578
311,0.02645
312,0.02713
313,0.0276
314,0.02805
315,0.02865
316,0.02919
317,0.02983
318,0.03044
319,0.03121
320,0.03181
321,0.03267
322,0.03347
323,0.03383
324,0.03439
325,0.0349
326,0.03557
327,0.03614
328,0.03676
329,0.03737
330,0.038
331,0.03851
332,0.03917
333,0.0397
334,0.04029
335,0.0408
336,0.04138
337,0.04192
338,0.04243
339,0.04301
340,0.04345
341,0.04389
342,0.04441
343,0.04488
344,0.0454
345,0.04568
346,0.04617
347,0.04651
348,0.04688
349,0.04727
350,0.04751
351,0.04788
352,0.04799
353,0.0484
354,0.04853
355,0.04871
356,0.04876
357,0.04892
358,0.04916
359,0.04915
360,0.04936
361,0.04932
362,0.04952
363,0.04961
364,0.04989
365,0.0502
366,0.05044
367,0.05075
368,0.05112
369,0.05155
370,0.052
371,0.05242
372,0.05287
373,0.05336
374,0.05388
375,0.05457
376,0.05534
377,0.05603
378,0.05674
379,0.05752
380,0.05813
381,0.05863
382,0.05901
383,0.05967
384,0.05999
385,0.0605
386,0.06123
387,0.06176
388,0.06265
389,0.06364
390,0.06464
391,0.06528
392,0.06651
393,0.0673
394,0.06865
395,0.07018
396,0.07127
397,0.07177
398,0.07102
399,0.07025
400,0.06945
401,0.06918
402,0.06893
403,0.06915
404,0.0695
405,0.06976
406,0.07032
407,0.07068
408,0.07153
409,0.0717
410,0.07207
411,0.07273
412,0.07288
413,0.07257
414,0.07203
415,0.0721
416,0.07206
417,0.07296
418,0.07519
419,0.07635
420,0.0749
421,0.07341
422,0.07304
423,0.07283
424,0.07285
425,0.07283
426,0.07277
427,0.07275
428,0.07268
429,0.07284
430,0.07264
431,0.07285
432,0.07296
433,0.07306
434,0.07327
435,0.07384
436,0.07513
437,0.07673
438,0.07686
439,0.07551
440,0.07493
441,0.07507
442,0.07486
443,0.07482
444,0.0748
445,0.07448
446,0.07436
447,0.075
448,0.08054
449,0.08994
450,0.08662
451,0.08359
452,0.0819
453,0.07777
454,0.07768
455,0.0791
456,0.08196
457,0.08425
458,0.08372
459,0.08243
460,0.08489
461,0.09083
462,0.09607
463,0.09365
464,0.08909
465,0.09149
466,0.10669
467,0.1178
468,0.10974
469,0.09925
470,0.09041
471,0.08764
472,0.09693
473,0.09382
474,0.0802
475,0.07583
476,0.07456
477,0.07418
478,0.07589
479,0.08181
480,0.08745
481,0.08715
482,0.08574
483,0.08255
484,0.07902
485,0.07635
486,0.07521
487,0.07522
488,0.07537
489,0.07682
490,0.08345
491,0.08903
492,0.08612
493,0.08083
494,0.07725
495,0.07565
496,0.07464
497,0.07426
498,0.07385
499,0.07381
500,0.07364
501,0.07422
502,0.0746
503,0.07413
504,0.07358
505,0.07315
506,0.07302
507,0.0728
508,0.07259
509,0.0725
510,0.07223
511,0.07247
512,0.07257
513,0.07248
514,0.0719
515,0.07164
516,0.07147
517,0.07126
518,0.07109
519,0.07083
520,0.0706
521,0.07036
522,0.07002
523,0.06977
524,0.06946
525,0.06907
526,0.06906
527,0.06868
528,0.06868
529,0.06801
530,0.06778
531,0.06748
532,0.0673
533,0.0671
534,0.0669
535,0.06656
536,0.06614
537,0.06573
538,0.06575
539,0.06568
540,0.06557
541,0.06541
542,0.06522
543,0.06497
544,0.06462
545,0.06432
546,0.06411
547,0.06393
548,0.06352
549,0.06337
550,0.06315
551,0.06301
552,0.06274
553,0.06252
554,0.06224
555,0.06186
556,0.06164
557,0.06135
558,0.06114
559,0.06084
560,0.06059
561,0.06037
562,0.06004
563,0.05969
564,0.05954
565,0.05944
566,0.05913
567,0.05903
568,0.0589
569,0.05885
570,0.05844
571,0.0583
572,0.05789
573,0.05782
574,0.05747
575,0.05744
576,0.0571
577,0.05696
578,0.05669
579,0.05651
580,0.0564
581,0.05618
582,0.05607
583,0.05605
584,0.05579
585,0.05553
586,0.0553
587,0.05501
588,0.05471
589,0.05433
590,0.05391
591,0.0534
592,0.0529
593,0.05244
594,0.05197
595,0.05146
596,0.05101
597,0.05057
598,0.05022
599,0.04983
600,0.04955
