SIGNAL2,B,C,D
365,0.664,1.155E4,1.73946E4
366,0.6644,1.182E4,1.77905E4
367,0.6645,1.121E4,1.68698E4
368,0.6634,1.098E4,1.65511E4
369,0.663,1.044E4,1.57466E4
370,0.6656,1.024E4,1.53846E4
371,0.6631,1.057E4,1.59403E4
372,0.6643,9970,1.50083E4
373,0.6662,8820,1.32393E4
374,0.6645,8930,1.34387E4
375,0.6643,8580,1.29159E4
376,0.6649,7880,1.18514E4
377,0.6645,7780,1.17081E4
378,0.6644,7360,1.10777E4
379,0.6649,7200,1.08287E4
380,0.6645,6740,1.0143E4
381,0.6645,6460,9721.59518
382,0.6648,7250,1.09055E4
383,0.6649,8730,1.31298E4
384,0.6642,1.24E4,1.86691E4
385,0.6645,1.718E4,2.5854E4
386,0.6648,2.807E4,4.22232E4
387,0.6646,4.238E4,6.37677E4
388,0.6644,5.992E4,9.01866E4
389,0.6646,8.369E4,1.25925E5
390,0.6647,1.1588E5,1.74334E5
391,0.665,1.5047E5,2.26271E5
392,0.6642,1.9154E5,2.88377E5
393,0.6659,2.2664E5,3.40351E5
394,0.665,2.6133E5,3.92977E5
395,0.6641,2.8905E5,4.35251E5
396,0.6644,3.0837E5,4.64133E5
397,0.665,3.1735E5,4.77218E5
398,0.6645,3.1006E5,4.66606E5
399,0.6641,2.9185E5,4.39467E5
400,0.6649,2.6635E5,4.00587E5
401,0.664,2.2816E5,3.43614E5
402,0.6653,1.9129E5,2.87524E5
403,0.6641,1.5312E5,2.30568E5
404,0.6645,1.1407E5,1.71663E5
405,0.6653,8.626E4,1.29656E5
406,0.6643,6.166E4,9.28195E4
407,0.6642,4.029E4,6.06594E4
408,0.6654,2.75E4,4.13285E4
409,0.6645,1.754E4,2.63958E4
410,0.6655,1.245E4,1.87077E4
411,0.666,8430,1.26577E4
412,0.6642,7370,1.10961E4
413,0.6654,5370,8070.33363
414,0.6646,4800,7222.38941
415,0.6647,4040,6077.92989
416,0.6646,3490,5251.27896
417,0.6649,2780,4181.07986
418,0.664,2300,3463.85542
419,0.6655,2410,3621.33734
420,0.6647,1940,2918.6099
421,0.6647,1830,2753.12171
422,0.6641,1860,2800.78301
423,0.6646,1570,2362.3232
424,0.6657,1670,2508.63752
425,0.6645,1580,2377.72761
426,0.6653,1640,2465.05336
427,0.665,1400,2105.26316
428,0.6648,1320,1985.55957
429,0.6658,1380,2072.6945
430,0.6646,1150,1730.36413
431,0.6653,1250,1878.85165
432,0.6647,1130,1700.01504
433,0.6643,1400,2107.48156
434,0.6652,1200,1803.96873
435,0.6652,1140,1713.77029
436,0.6641,1280,1927.42057
437,0.6648,1180,1774.96992
438,0.6649,1350,2030.38051
439,0.6661,1150,1726.4675
440,0.6637,1210,1823.11285
441,0.6659,1140,1711.96876
442,0.6642,1280,1927.13038
443,0.6654,1160,1743.31229
444,0.6655,1140,1712.99775
445,0.664,1120,1686.74699
446,0.6655,940,1412.47183
447,0.6653,1040,1563.20457
448,0.6647,1030,1549.57124
449,0.6645,1330,2001.50489
450,0.6639,1130,1702.06356
