Wavelength nm.	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...
384.00	0.000	0.011	0.009	0.007	0.007	0.006	0.008	0.005	0.007	0.009	0.005	0.006	0.005	0.006	0.007	0.008
385.00	0.000	0.011	0.009	0.007	0.006	0.006	0.008	0.005	0.007	0.009	0.005	0.006	0.005	0.006	0.007	0.008
386.00	0.000	0.011	0.009	0.007	0.006	0.006	0.008	0.005	0.007	0.009	0.005	0.006	0.005	0.006	0.007	0.008
387.00	0.000	0.011	0.009	0.007	0.006	0.006	0.008	0.005	0.007	0.009	0.005	0.006	0.004	0.006	0.007	0.008
388.00	0.000	0.011	0.009	0.007	0.006	0.006	0.008	0.005	0.007	0.009	0.005	0.006	0.004	0.006	0.007	0.008
389.00	0.000	0.010	0.009	0.006	0.006	0.005	0.008	0.005	0.007	0.009	0.005	0.005	0.004	0.006	0.007	0.007
390.00	0.000	0.010	0.009	0.006	0.006	0.005	0.007	0.005	0.007	0.008	0.005	0.005	0.004	0.006	0.007	0.007
391.00	0.000	0.010	0.009	0.006	0.006	0.005	0.007	0.004	0.007	0.008	0.005	0.005	0.004	0.005	0.007	0.007
392.00	0.000	0.010	0.009	0.006	0.006	0.005	0.007	0.004	0.006	0.008	0.004	0.005	0.004	0.005	0.006	0.007
393.00	0.000	0.010	0.008	0.006	0.006	0.005	0.007	0.004	0.006	0.008	0.004	0.005	0.004	0.005	0.006	0.007
394.00	0.000	0.010	0.008	0.006	0.005	0.005	0.007	0.004	0.006	0.008	0.004	0.005	0.004	0.005	0.006	0.007
395.00	0.000	0.009	0.008	0.006	0.005	0.005	0.007	0.004	0.006	0.008	0.004	0.005	0.004	0.005	0.006	0.007
396.00	-0.000	0.009	0.008	0.006	0.005	0.005	0.007	0.004	0.006	0.008	0.004	0.005	0.003	0.005	0.006	0.007
397.00	-0.000	0.009	0.008	0.006	0.005	0.005	0.006	0.004	0.006	0.008	0.004	0.005	0.003	0.005	0.006	0.006
398.00	-0.000	0.009	0.008	0.006	0.005	0.004	0.006	0.004	0.006	0.008	0.004	0.004	0.003	0.005	0.006	0.006
399.00	-0.000	0.009	0.008	0.006	0.005	0.004	0.006	0.004	0.006	0.008	0.004	0.004	0.003	0.005	0.006	0.006
400.00	0.000	0.009	0.008	0.006	0.005	0.004	0.006	0.004	0.006	0.008	0.004	0.004	0.003	0.005	0.006	0.006
401.00	0.000	0.009	0.008	0.006	0.005	0.004	0.006	0.004	0.006	0.008	0.004	0.004	0.003	0.005	0.006	0.006
402.00	0.000	0.009	0.008	0.006	0.005	0.004	0.006	0.004	0.006	0.008	0.004	0.004	0.003	0.005	0.006	0.006
403.00	0.000	0.008	0.008	0.005	0.005	0.004	0.006	0.003	0.006	0.007	0.004	0.004	0.003	0.004	0.005	0.006
404.00	0.000	0.008	0.007	0.005	0.005	0.004	0.006	0.003	0.005	0.007	0.004	0.004	0.003	0.004	0.005	0.006
405.00	0.000	0.008	0.007	0.005	0.005	0.004	0.006	0.003	0.005	0.007	0.003	0.004	0.003	0.004	0.005	0.006
406.00	0.000	0.008	0.007	0.005	0.005	0.004	0.006	0.003	0.005	0.007	0.003	0.004	0.003	0.004	0.005	0.005
407.00	-0.000	0.008	0.007	0.005	0.004	0.004	0.005	0.003	0.005	0.007	0.003	0.004	0.003	0.004	0.005	0.005
408.00	-0.000	0.008	0.007	0.005	0.004	0.004	0.006	0.003	0.005	0.007	0.003	0.004	0.003	0.004	0.005	0.005
409.00	0.000	0.008	0.007	0.005	0.004	0.004	0.005	0.003	0.005	0.007	0.003	0.004	0.003	0.004	0.005	0.005
410.00	0.000	0.008	0.007	0.005	0.004	0.004	0.005	0.003	0.005	0.007	0.003	0.004	0.003	0.004	0.005	0.005
411.00	0.000	0.007	0.007	0.005	0.004	0.004	0.005	0.003	0.005	0.007	0.003	0.004	0.003	0.004	0.005	0.005
412.00	0.000	0.007	0.007	0.005	0.004	0.003	0.005	0.003	0.005	0.007	0.003	0.004	0.003	0.004	0.005	0.005
413.00	0.000	0.007	0.007	0.005	0.004	0.004	0.005	0.003	0.005	0.007	0.003	0.004	0.003	0.004	0.005	0.005
414.00	0.000	0.007	0.007	0.005	0.004	0.003	0.005	0.003	0.005	0.007	0.003	0.003	0.003	0.004	0.005	0.005
415.00	0.000	0.007	0.007	0.005	0.004	0.003	0.005	0.003	0.005	0.007	0.003	0.003	0.002	0.004	0.005	0.005
416.00	0.000	0.007	0.007	0.005	0.004	0.003	0.005	0.003	0.005	0.007	0.003	0.003	0.003	0.004	0.004	0.005
417.00	0.000	0.007	0.007	0.005	0.004	0.003	0.005	0.003	0.005	0.006	0.003	0.003	0.002	0.004	0.004	0.005
418.00	-0.000	0.007	0.007	0.005	0.004	0.003	0.005	0.003	0.005	0.006	0.003	0.003	0.002	0.003	0.004	0.005
419.00	-0.000	0.007	0.007	0.005	0.004	0.003	0.005	0.002	0.005	0.006	0.003	0.003	0.002	0.003	0.004	0.005
420.00	-0.000	0.007	0.007	0.005	0.004	0.003	0.005	0.002	0.005	0.006	0.002	0.003	0.002	0.003	0.004	0.004
421.00	-0.000	0.006	0.006	0.005	0.004	0.003	0.005	0.002	0.005	0.006	0.002	0.003	0.002	0.003	0.004	0.004
422.00	0.000	0.006	0.006	0.005	0.003	0.003	0.004	0.002	0.005	0.006	0.002	0.003	0.002	0.003	0.004	0.005
423.00	0.000	0.006	0.006	0.005	0.004	0.003	0.005	0.003	0.005	0.006	0.002	0.003	0.002	0.003	0.004	0.005
424.00	0.000	0.006	0.006	0.005	0.003	0.003	0.004	0.002	0.005	0.006	0.002	0.003	0.002	0.003	0.004	0.004
425.00	0.000	0.006	0.006	0.005	0.003	0.003	0.004	0.002	0.004	0.006	0.002	0.003	0.002	0.003	0.004	0.004
426.00	0.000	0.006	0.006	0.005	0.003	0.003	0.004	0.002	0.004	0.006	0.002	0.003	0.002	0.003	0.004	0.004
427.00	0.000	0.006	0.006	0.005	0.003	0.003	0.004	0.002	0.004	0.006	0.002	0.003	0.002	0.003	0.004	0.004
428.00	0.000	0.006	0.006	0.005	0.003	0.003	0.004	0.002	0.004	0.006	0.002	0.003	0.002	0.003	0.004	0.004
429.00	0.000	0.006	0.006	0.004	0.003	0.002	0.004	0.002	0.004	0.006	0.002	0.003	0.002	0.003	0.004	0.004
430.00	0.000	0.006	0.006	0.004	0.003	0.002	0.004	0.002	0.004	0.006	0.002	0.002	0.002	0.003	0.003	0.004
431.00	0.000	0.005	0.006	0.004	0.003	0.002	0.004	0.002	0.004	0.006	0.002	0.002	0.002	0.003	0.003	0.004
432.00	0.000	0.005	0.006	0.004	0.003	0.002	0.004	0.002	0.004	0.006	0.002	0.002	0.002	0.003	0.003	0.004
433.00	-0.000	0.005	0.006	0.004	0.003	0.002	0.004	0.002	0.004	0.006	0.002	0.002	0.001	0.003	0.003	0.004
434.00	0.000	0.005	0.006	0.004	0.003	0.002	0.004	0.002	0.004	0.006	0.002	0.002	0.001	0.003	0.003	0.004
435.00	-0.000	0.005	0.006	0.004	0.003	0.002	0.003	0.002	0.004	0.005	0.002	0.002	0.001	0.002	0.003	0.003
436.00	-0.000	0.005	0.006	0.004	0.003	0.002	0.003	0.001	0.004	0.005	0.002	0.002	0.001	0.002	0.003	0.003
437.00	-0.000	0.005	0.006	0.004	0.003	0.002	0.003	0.002	0.004	0.005	0.002	0.002	0.001	0.002	0.003	0.003
438.00	-0.000	0.005	0.006	0.004	0.003	0.002	0.003	0.001	0.004	0.005	0.002	0.002	0.001	0.002	0.003	0.003
439.00	-0.000	0.005	0.006	0.004	0.002	0.002	0.003	0.001	0.004	0.005	0.002	0.002	0.001	0.002	0.003	0.003
440.00	-0.000	0.005	0.006	0.004	0.003	0.002	0.003	0.001	0.004	0.005	0.002	0.002	0.001	0.002	0.003	0.003
441.00	-0.000	0.005	0.005	0.004	0.003	0.002	0.003	0.001	0.004	0.005	0.002	0.002	0.001	0.002	0.003	0.003
442.00	-0.000	0.005	0.005	0.004	0.002	0.002	0.003	0.001	0.004	0.005	0.001	0.002	0.001	0.002	0.003	0.003
443.00	0.000	0.005	0.005	0.004	0.002	0.002	0.003	0.001	0.004	0.005	0.002	0.002	0.001	0.002	0.003	0.003
444.00	-0.000	0.004	0.005	0.004	0.002	0.002	0.003	0.001	0.004	0.005	0.001	0.002	0.001	0.002	0.003	0.003
445.00	-0.000	0.004	0.005	0.004	0.002	0.002	0.003	0.001	0.004	0.005	0.001	0.002	0.001	0.002	0.003	0.003
446.00	-0.000	0.004	0.005	0.004	0.002	0.002	0.003	0.001	0.004	0.005	0.001	0.002	0.001	0.002	0.003	0.003
447.00	-0.000	0.004	0.005	0.004	0.002	0.002	0.003	0.001	0.004	0.005	0.001	0.002	0.001	0.002	0.003	0.003
448.00	-0.000	0.004	0.005	0.004	0.002	0.002	0.003	0.001	0.004	0.005	0.001	0.002	0.001	0.002	0.003	0.003
449.00	-0.000	0.004	0.005	0.004	0.002	0.002	0.003	0.001	0.004	0.005	0.001	0.002	0.001	0.002	0.002	0.003
450.00	-0.000	0.004	0.005	0.004	0.002	0.002	0.003	0.001	0.003	0.005	0.001	0.002	0.001	0.002	0.002	0.003
451.00	-0.000	0.004	0.005	0.004	0.002	0.002	0.003	0.001	0.003	0.005	0.001	0.002	0.001	0.002	0.002	0.003
452.00	-0.000	0.004	0.005	0.003	0.002	0.001	0.003	0.001	0.003	0.005	0.001	0.001	0.001	0.002	0.002	0.003
453.00	-0.000	0.004	0.005	0.003	0.002	0.002	0.003	0.001	0.003	0.005	0.001	0.001	0.001	0.002	0.002	0.003
454.00	0.000	0.004	0.005	0.004	0.002	0.002	0.003	0.001	0.003	0.005	0.001	0.002	0.001	0.002	0.002	0.003
455.00	0.000	0.004	0.005	0.004	0.002	0.002	0.003	0.001	0.003	0.005	0.001	0.002	0.001	0.002	0.002	0.003
456.00	0.000	0.004	0.005	0.003	0.002	0.001	0.003	0.001	0.003	0.005	0.001	0.002	0.001	0.002	0.002	0.003
457.00	0.000	0.004	0.005	0.003	0.002	0.001	0.002	0.001	0.003	0.005	0.001	0.001	0.001	0.002	0.002	0.003
458.00	-0.000	0.004	0.005	0.003	0.002	0.001	0.002	0.001	0.003	0.004	0.001	0.001	0.001	0.002	0.002	0.003
459.00	-0.000	0.004	0.005	0.003	0.002	0.001	0.002	0.001	0.003	0.004	0.001	0.001	0.001	0.002	0.002	0.002
460.00	-0.000	0.004	0.005	0.003	0.002	0.001	0.002	0.001	0.003	0.004	0.001	0.001	0.001	0.002	0.002	0.003
461.00	-0.000	0.004	0.005	0.003	0.002	0.001	0.002	0.001	0.003	0.004	0.001	0.001	0.001	0.002	0.002	0.003
462.00	-0.000	0.004	0.005	0.003	0.002	0.001	0.002	0.001	0.003	0.004	0.001	0.001	0.001	0.002	0.002	0.002
463.00	-0.000	0.004	0.005	0.003	0.002	0.001	0.002	0.001	0.003	0.004	0.001	0.001	0.001	0.001	0.002	0.002
464.00	-0.000	0.003	0.005	0.003	0.002	0.001	0.002	0.001	0.003	0.004	0.001	0.001	0.001	0.002	0.002	0.002
465.00	-0.000	0.003	0.005	0.003	0.002	0.001	0.002	0.001	0.003	0.004	0.001	0.001	0.000	0.001	0.002	0.002
466.00	-0.000	0.003	0.005	0.003	0.002	0.001	0.002	0.001	0.003	0.004	0.001	0.001	0.000	0.002	0.002	0.002
467.00	-0.000	0.003	0.005	0.003	0.002	0.001	0.002	0.001	0.003	0.004	0.001	0.001	0.000	0.001	0.002	0.002
468.00	-0.000	0.003	0.005	0.003	0.002	0.001	0.002	0.001	0.003	0.004	0.001	0.001	0.001	0.001	0.002	0.002
469.00	-0.000	0.003	0.005	0.003	0.002	0.001	0.002	0.001	0.003	0.004	0.001	0.001	0.001	0.001	0.002	0.002
470.00	-0.000	0.003	0.005	0.003	0.002	0.001	0.002	0.001	0.003	0.004	0.001	0.001	0.001	0.001	0.002	0.002
471.00	-0.000	0.003	0.005	0.003	0.002	0.001	0.002	0.000	0.003	0.004	0.001	0.001	0.000	0.001	0.002	0.002
472.00	-0.000	0.003	0.005	0.003	0.002	0.001	0.002	0.000	0.003	0.004	0.001	0.001	0.001	0.001	0.002	0.002
473.00	0.000	0.003	0.005	0.003	0.002	0.001	0.002	0.000	0.003	0.004	0.001	0.001	0.000	0.001	0.002	0.002
474.00	-0.000	0.003	0.005	0.003	0.002	0.001	0.002	0.000	0.003	0.004	0.001	0.001	0.000	0.001	0.002	0.002
475.00	-0.000	0.003	0.004	0.003	0.002	0.001	0.002	0.000	0.003	0.004	0.001	0.001	0.000	0.001	0.002	0.002
476.00	-0.000	0.003	0.004	0.003	0.002	0.001	0.002	0.000	0.003	0.004	0.001	0.001	0.000	0.001	0.002	0.002
477.00	-0.000	0.003	0.004	0.003	0.001	0.001	0.002	0.000	0.003	0.004	0.001	0.001	0.000	0.001	0.002	0.002
478.00	-0.000	0.003	0.004	0.003	0.001	0.001	0.002	0.000	0.003	0.004	0.001	0.001	0.000	0.001	0.001	0.002
479.00	-0.000	0.003	0.004	0.003	0.001	0.001	0.001	0.000	0.003	0.004	0.001	0.001	0.000	0.001	0.001	0.002
480.00	-0.000	0.003	0.004	0.003	0.001	0.001	0.001	0.000	0.003	0.004	0.000	0.001	0.000	0.001	0.001	0.002
481.00	-0.000	0.003	0.004	0.003	0.001	0.001	0.001	0.000	0.003	0.004	0.001	0.001	0.000	0.001	0.001	0.002
482.00	-0.000	0.003	0.004	0.003	0.001	0.001	0.002	0.000	0.003	0.004	0.000	0.001	0.000	0.001	0.001	0.002
483.00	-0.000	0.002	0.004	0.003	0.001	0.001	0.001	0.000	0.003	0.004	0.000	0.001	0.000	0.001	0.001	0.002
484.00	-0.000	0.002	0.004	0.003	0.001	0.001	0.001	0.000	0.003	0.004	0.000	0.001	0.000	0.001	0.001	0.002
485.00	-0.000	0.002	0.004	0.003	0.001	0.001	0.001	0.000	0.003	0.004	0.000	0.001	0.000	0.001	0.001	0.002
486.00	-0.000	0.002	0.004	0.003	0.001	0.001	0.001	0.000	0.003	0.004	0.000	0.001	0.000	0.001	0.001	0.002
487.00	-0.000	0.002	0.004	0.003	0.001	0.001	0.001	0.000	0.003	0.004	0.000	0.001	0.000	0.001	0.001	0.002
488.00	-0.000	0.002	0.004	0.003	0.001	0.001	0.001	0.000	0.003	0.004	0.000	0.001	0.000	0.001	0.001	0.002
489.00	-0.000	0.002	0.004	0.003	0.001	0.001	0.001	0.000	0.003	0.004	0.000	0.001	0.000	0.001	0.001	0.002
490.00	-0.000	0.002	0.004	0.003	0.001	0.001	0.001	0.000	0.003	0.004	0.000	0.001	0.000	0.001	0.001	0.002
491.00	-0.000	0.002	0.004	0.003	0.001	0.000	0.001	0.000	0.003	0.003	0.000	0.001	0.000	0.001	0.001	0.001
492.00	-0.000	0.002	0.004	0.003	0.001	0.000	0.001	0.000	0.003	0.003	0.000	0.001	0.000	0.001	0.001	0.001
493.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	0.000	0.003	0.003	0.000	0.001	0.000	0.001	0.001	0.001
494.00	-0.000	0.002	0.004	0.003	0.001	0.000	0.001	0.000	0.003	0.003	0.000	0.001	0.000	0.001	0.001	0.001
495.00	-0.000	0.002	0.004	0.003	0.001	0.001	0.001	0.000	0.003	0.003	0.000	0.001	0.000	0.001	0.001	0.001
496.00	-0.000	0.002	0.004	0.003	0.001	0.001	0.001	0.000	0.003	0.003	0.000	0.001	0.000	0.001	0.001	0.002
497.00	-0.000	0.002	0.004	0.003	0.001	0.001	0.001	0.000	0.003	0.003	0.000	0.001	0.000	0.001	0.001	0.001
498.00	-0.000	0.002	0.004	0.003	0.001	0.001	0.001	0.000	0.003	0.003	0.000	0.001	0.000	0.001	0.001	0.001
499.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	0.000	0.002	0.003	0.000	0.001	-0.000	0.001	0.001	0.001
500.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	0.000	0.002	0.003	0.000	0.001	-0.000	0.001	0.001	0.001
501.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	0.000	0.002	0.003	0.000	0.001	0.000	0.001	0.001	0.001
502.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	0.000	0.002	0.003	0.000	0.001	0.000	0.001	0.001	0.001
503.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
504.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
505.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	0.000	0.001	0.001	0.001
506.00	-0.000	0.002	0.004	0.002	0.001	0.001	0.001	0.000	0.002	0.003	0.000	0.001	0.000	0.001	0.001	0.001
507.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
508.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
509.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
510.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
511.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
512.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
513.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
514.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
515.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
516.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
517.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
518.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
519.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
520.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
521.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
522.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
523.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
524.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
525.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
526.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
527.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.000	0.001	0.001
528.00	-0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.000	0.001	0.001
529.00	-0.000	0.001	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.000	0.001	0.001
530.00	-0.000	0.001	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.000	0.001	0.001
531.00	-0.000	0.001	0.004	0.002	0.001	0.000	0.000	-0.000	0.002	0.003	-0.000	0.000	-0.000	0.000	0.001	0.001
532.00	-0.000	0.001	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.000	0.001	0.001
533.00	-0.000	0.001	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.000	0.001	0.001
534.00	-0.000	0.001	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.000	0.001	0.001
535.00	0.000	0.002	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	0.000	0.001	0.001	0.001
536.00	0.001	0.002	0.005	0.003	0.002	0.001	0.002	0.001	0.003	0.004	0.001	0.001	0.001	0.002	0.002	0.002
537.00	-0.000	0.001	0.004	0.002	0.001	0.000	0.001	-0.000	0.002	0.003	0.000	0.000	-0.000	0.001	0.001	0.001
538.00	-0.000	0.001	0.003	0.002	0.001	0.000	0.000	-0.000	0.002	0.003	-0.000	0.000	-0.000	0.000	0.000	0.001
539.00	-0.000	0.001	0.003	0.002	0.001	0.000	0.000	-0.001	0.002	0.003	-0.000	-0.000	-0.000	0.000	0.000	0.001
540.00	-0.000	0.001	0.004	0.002	0.001	0.000	0.000	-0.000	0.002	0.003	-0.000	0.000	-0.000	0.000	0.000	0.001
541.00	-0.000	0.001	0.003	0.002	0.001	0.000	0.000	-0.000	0.002	0.003	-0.000	0.000	-0.000	0.000	0.000	0.001
542.00	-0.000	0.001	0.004	0.002	0.001	0.000	0.000	-0.000	0.002	0.003	-0.000	0.000	-0.000	0.000	0.000	0.001
543.00	-0.000	0.001	0.003	0.002	0.001	0.000	0.000	-0.000	0.002	0.003	-0.000	0.000	-0.000	0.000	0.000	0.001
544.00	-0.000	0.001	0.003	0.002	0.000	0.000	0.000	-0.000	0.002	0.003	-0.000	0.000	-0.000	0.000	0.000	0.001
545.00	-0.000	0.001	0.003	0.002	0.001	0.000	0.000	-0.000	0.002	0.003	0.000	-0.000	-0.000	0.000	0.000	0.001
546.00	-0.000	0.001	0.003	0.002	0.000	0.000	0.000	-0.000	0.002	0.003	-0.000	-0.000	-0.000	0.000	0.000	0.001
547.00	-0.000	0.001	0.003	0.002	0.000	0.000	0.000	-0.001	0.002	0.003	-0.000	-0.000	-0.000	0.000	0.000	0.001
548.00	-0.000	0.001	0.003	0.002	0.001	0.000	0.000	-0.000	0.002	0.003	0.000	-0.000	-0.000	0.000	0.000	0.001
549.00	-0.000	0.001	0.003	0.002	0.001	0.000	0.000	-0.001	0.002	0.003	-0.000	-0.000	-0.000	0.000	0.000	0.001
550.00	-0.000	0.001	0.003	0.002	0.001	0.000	0.000	-0.001	0.002	0.003	0.000	-0.000	-0.000	0.000	0.000	0.001
551.00	-0.000	0.001	0.003	0.002	0.000	-0.000	0.000	-0.001	0.002	0.003	-0.000	-0.000	-0.000	0.000	0.000	0.001
552.00	-0.000	0.001	0.003	0.002	0.001	-0.000	0.000	-0.001	0.002	0.003	-0.000	-0.000	-0.000	0.000	0.000	0.001
553.00	-0.000	0.001	0.003	0.002	0.001	0.000	0.000	-0.001	0.002	0.003	-0.000	-0.000	-0.000	0.000	0.000	0.001
554.00	-0.000	0.001	0.003	0.002	0.001	-0.000	0.000	-0.001	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
555.00	-0.000	0.001	0.003	0.002	0.000	0.000	0.000	-0.001	0.002	0.003	0.000	0.000	-0.000	0.000	0.000	0.001
556.00	-0.000	0.001	0.003	0.001	0.000	0.000	0.000	-0.001	0.002	0.003	-0.000	-0.000	-0.000	0.000	0.000	0.001
557.00	-0.000	0.001	0.003	0.002	0.000	-0.000	0.000	-0.001	0.002	0.003	-0.000	-0.000	-0.000	0.000	0.000	0.001
558.00	-0.000	0.001	0.003	0.002	0.000	0.000	0.000	-0.001	0.002	0.003	-0.000	-0.000	-0.000	0.000	0.000	0.001
559.00	-0.000	0.001	0.003	0.002	0.000	0.000	0.000	-0.001	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
560.00	-0.000	0.001	0.003	0.002	0.001	0.000	0.000	-0.000	0.002	0.003	0.000	-0.000	-0.000	0.000	0.000	0.001
561.00	-0.000	0.001	0.003	0.002	0.000	0.000	0.000	-0.000	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
562.00	-0.000	0.001	0.003	0.001	0.000	0.000	0.000	-0.001	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
563.00	-0.000	0.001	0.003	0.002	0.000	0.000	0.000	-0.001	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
564.00	-0.000	0.001	0.003	0.002	0.000	0.000	0.000	-0.001	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
565.00	-0.000	0.001	0.003	0.002	0.000	0.000	0.000	-0.001	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
566.00	-0.000	0.001	0.003	0.001	0.000	0.000	0.000	-0.001	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
567.00	-0.000	0.001	0.003	0.001	0.000	-0.000	0.000	-0.000	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
568.00	-0.000	0.001	0.003	0.002	0.000	0.000	0.000	-0.000	0.002	0.003	-0.000	-0.000	-0.000	0.000	0.000	0.001
569.00	-0.000	0.001	0.003	0.001	0.001	0.000	0.000	-0.001	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
570.00	-0.000	0.001	0.003	0.001	0.001	0.000	0.000	-0.000	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
571.00	-0.000	0.001	0.003	0.002	0.000	0.000	0.000	-0.000	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
572.00	-0.000	0.001	0.003	0.002	0.001	0.000	0.000	-0.000	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
573.00	-0.000	0.001	0.003	0.001	0.000	0.000	0.000	-0.000	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
574.00	-0.000	0.001	0.003	0.001	0.000	-0.000	0.000	-0.001	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
575.00	-0.000	0.001	0.003	0.001	0.001	0.000	0.000	-0.000	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
576.00	-0.000	0.001	0.004	0.002	0.001	0.000	0.000	-0.000	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
577.00	-0.000	0.001	0.003	0.002	0.001	0.000	0.000	-0.000	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
578.00	-0.000	0.001	0.003	0.001	0.001	0.000	0.000	-0.001	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
579.00	-0.000	0.001	0.003	0.001	0.001	0.000	0.000	-0.000	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
580.00	-0.000	0.001	0.003	0.001	0.001	0.000	0.000	-0.000	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
581.00	-0.000	0.001	0.003	0.001	0.000	0.000	0.000	-0.001	0.002	0.002	-0.000	-0.000	-0.000	0.000	0.000	0.001
