SIGNAL2,B,C,D
365,0.5971,1.144E4,1.91593E4
366,0.5972,1.035E4,1.73309E4
367,0.5974,1.014E4,1.69736E4
368,0.5969,1.018E4,1.70548E4
369,0.597,9460,1.58459E4
370,0.5968,1.01E4,1.69236E4
371,0.597,9170,1.53601E4
372,0.5972,9080,1.52043E4
373,0.5971,8890,1.48886E4
374,0.5968,7950,1.3321E4
375,0.5968,8450,1.41588E4
376,0.597,7230,1.21106E4
377,0.5972,7280,1.21902E4
378,0.5968,6270,1.0506E4
379,0.5971,6150,1.02998E4
380,0.597,6590,1.10385E4
381,0.5974,6180,1.03448E4
382,0.5966,6560,1.09956E4
383,0.5967,8720,1.46137E4
384,0.5968,1.158E4,1.94035E4
385,0.5967,1.677E4,2.81046E4
386,0.5966,2.694E4,4.51559E4
387,0.5973,4E4,6.6968E4
388,0.597,5.787E4,9.69347E4
389,0.5965,8.275E4,1.38726E5
390,0.5968,1.1279E5,1.88991E5
391,0.597,1.4279E5,2.39179E5
392,0.5972,1.7845E5,2.98811E5
393,0.5966,2.1459E5,3.59688E5
394,0.5969,2.4574E5,4.11694E5
395,0.5972,2.6773E5,4.48309E5
396,0.597,2.8612E5,4.79263E5
397,0.5967,2.8751E5,4.81833E5
398,0.5969,2.8092E5,4.70632E5
399,0.5968,2.6597E5,4.4566E5
400,0.5975,2.4021E5,4.02025E5
401,0.5971,2.0312E5,3.40178E5
402,0.5968,1.7272E5,2.8941E5
403,0.5964,1.3388E5,2.2448E5
404,0.5972,1.0081E5,1.68804E5
405,0.5975,7.593E4,1.27079E5
406,0.5972,5.348E4,8.95512E4
407,0.5977,3.437E4,5.75038E4
408,0.5965,2.425E4,4.06538E4
409,0.5966,1.591E4,2.66678E4
410,0.5969,1.176E4,1.97018E4
411,0.5969,8080,1.35366E4
412,0.5971,6440,1.07855E4
413,0.5974,5170,8654.16806
414,0.5971,4590,7687.15458
415,0.5972,3570,5977.89685
416,0.5975,2990,5004.1841
417,0.5969,2670,4473.11107
418,0.5971,2600,4354.3795
419,0.5971,1800,3014.57042
420,0.597,1880,3149.07873
421,0.5972,1840,3081.04488
422,0.5972,1760,2947.0864
423,0.5972,1830,3064.30007
424,0.597,1580,2646.56616
425,0.5973,1500,2511.30085
426,0.5969,1590,2663.76277
427,0.5968,1230,2060.99196
428,0.5971,1460,2445.15157
429,0.5973,1250,2092.75071
430,0.5973,1230,2059.2667
431,0.5972,1020,1707.97053
432,0.5973,1220,2042.52469
433,0.597,1090,1825.79564
434,0.5969,1250,2094.15312
435,0.5969,1200,2010.387
436,0.5972,1290,2160.08038
437,0.5969,1340,2244.93215
438,0.5974,1090,1824.57315
439,0.5977,1190,1990.96537
440,0.5973,1120,1875.10464
441,0.5973,1210,2025.78269
442,0.5974,1240,2075.6612
443,0.5974,1250,2092.4004
444,0.5968,1030,1725.87131
445,0.597,990,1658.29146
446,0.5978,1190,1990.63232
447,0.5971,1460,2445.15157
448,0.5974,1200,2008.70439
449,0.597,1180,1976.54941
450,0.5974,1240,2075.6612
