SIGNAL2,B,C,D
270,0.01264,536,4.2397E4
272,0.01263,376,2.97619E4
274,0.01264,280,2.21449E4
276,0.01262,244,1.93277E4
278,0.01264,204,1.61392E4
280,0.01265,272,2.15054E4
282,0.01263,212,1.67833E4
284,0.01265,244,1.92843E4
286,0.01264,284,2.24669E4
288,0.01265,264,2.08663E4
290,0.01264,256,2.02461E4
292,0.01265,252,1.99272E4
294,0.01265,268,2.11898E4
296,0.01264,256,2.02474E4
298,0.01266,200,1.57993E4
300,0.01265,248,1.9606E4
302,0.01266,272,2.14796E4
304,0.01265,324,2.56054E4
306,0.01267,256,2.01982E4
308,0.01266,292,2.30568E4
310,0.01267,300,2.36855E4
312,0.01266,384,3.0325E4
314,0.01265,344,2.71945E4
316,0.01266,272,2.14782E4
318,0.01265,316,2.49731E4
320,0.01266,320,2.52757E4
322,0.01266,344,2.71816E4
324,0.01267,300,2.3687E4
326,0.01266,412,3.25414E4
328,0.01266,376,2.97036E4
330,0.01266,288,2.27503E4
332,0.01268,280,2.2089E4
334,0.01265,304,2.40369E4
336,0.01267,400,3.15776E4
338,0.01268,304,2.39748E4
340,0.01266,356,2.81245E4
342,0.01268,276,2.17624E4
344,0.01268,340,2.68223E4
346,0.01266,276,2.17989E4
348,0.01266,380,3.00158E4
350,0.01268,332,2.61904E4
352,0.01266,352,2.78015E4
354,0.01266,328,2.58994E4
356,0.01266,276,2.18065E4
358,0.01266,396,3.12915E4
360,0.01266,284,2.24307E4
362,0.01266,340,2.68528E4
364,0.01268,388,3.06023E4
366,0.01267,296,2.33615E4
368,0.01268,292,2.30349E4
370,0.01267,300,2.36698E4
372,0.01268,316,2.49259E4
374,0.01268,348,2.74535E4
376,0.01267,352,2.77725E4
378,0.01266,324,2.55843E4
380,0.01268,244,1.92368E4
382,0.01269,316,2.49093E4
384,0.01267,324,2.55674E4
386,0.01268,292,2.30291E4
388,0.01266,320,2.52709E4
390,0.01268,332,2.61764E4
392,0.01268,316,2.49266E4
394,0.01267,348,2.7463E4
396,0.01268,272,2.14558E4
398,0.01268,360,2.8401E4
400,0.01267,372,2.93653E4
402,0.01266,280,2.21085E4
404,0.01267,316,2.49487E4
406,0.01264,276,2.18354E4
408,0.01266,280,2.21099E4
410,0.01267,360,2.84217E4
412,0.01267,308,2.43186E4
414,0.01268,284,2.24017E4
416,0.01266,328,2.59174E4
418,0.01267,312,2.46228E4
420,0.01267,356,2.80979E4
422,0.01267,244,1.92636E4
424,0.01266,252,1.98989E4
426,0.01267,340,2.68317E4
428,0.01266,288,2.2751E4
430,0.01265,408,3.22499E4
