SIGNAL2,B,C,D
365,0.6548,1.173E4,1.79139E4
366,0.6546,1.127E4,1.72166E4
367,0.6533,1.129E4,1.72815E4
368,0.654,1.039E4,1.58869E4
369,0.6548,1.037E4,1.58369E4
370,0.653,1.009E4,1.54518E4
371,0.6541,1.02E4,1.55939E4
372,0.6552,9610,1.46673E4
373,0.6539,8880,1.35801E4
374,0.654,8490,1.29817E4
375,0.6544,8920,1.36308E4
376,0.6534,7810,1.19529E4
377,0.6538,7570,1.15785E4
378,0.6538,6660,1.01866E4
379,0.6543,6660,1.01788E4
380,0.6541,6030,9218.77389
381,0.6534,6310,9657.17784
382,0.6557,6910,1.05384E4
383,0.6548,8690,1.32712E4
384,0.6536,1.221E4,1.86812E4
385,0.656,1.806E4,2.75305E4
386,0.6544,2.758E4,4.21455E4
387,0.6534,4.117E4,6.30089E4
388,0.6559,6.184E4,9.42827E4
389,0.6542,8.627E4,1.31871E5
390,0.6538,1.1436E5,1.74916E5
391,0.6554,1.4894E5,2.27251E5
392,0.6546,1.9069E5,2.91308E5
393,0.6538,2.2395E5,3.42536E5
394,0.655,2.6017E5,3.97206E5
395,0.6543,2.8416E5,4.34296E5
396,0.6541,3.0195E5,4.61627E5
397,0.6545,3.0833E5,4.71092E5
398,0.6546,3.0144E5,4.60495E5
399,0.6547,2.8726E5,4.38766E5
400,0.6557,2.5306E5,3.85939E5
401,0.6538,2.204E5,3.37106E5
402,0.6543,1.8701E5,2.85817E5
403,0.6559,1.4918E5,2.27443E5
404,0.6534,1.1241E5,1.72039E5
405,0.6545,8.13E4,1.24217E5
406,0.655,5.77E4,8.80916E4
407,0.6546,3.849E4,5.87993E4
408,0.6551,2.612E4,3.98718E4
409,0.6547,1.687E4,2.57675E4
410,0.6543,1.163E4,1.77747E4
411,0.655,8510,1.29924E4
412,0.6537,6930,1.06012E4
413,0.6547,5370,8202.23003
414,0.6549,4450,6794.93052
415,0.6542,3840,5869.7646
416,0.656,3280,5000
417,0.6548,2810,4291.38668
418,0.6539,2300,3517.35739
419,0.6562,1980,3017.37275
420,0.6543,1720,2628.76356
421,0.6543,1750,2674.61409
422,0.655,1460,2229.00763
423,0.6539,1410,2156.29301
424,0.6558,1480,2256.78561
425,0.6553,1490,2273.76774
426,0.6545,1600,2444.61421
427,0.6545,1170,1787.62414
428,0.6553,1310,1999.08439
429,0.6551,1390,2121.81346
430,0.6547,1230,1878.72308
431,0.6542,1370,2094.16081
432,0.6552,1110,1694.13919
433,0.6545,1250,1909.85485
434,0.6547,1070,1634.33634
435,0.6562,1120,1706.79671
436,0.6543,1040,1589.48495
437,0.6553,1200,1831.22234
438,0.6548,1030,1572.99939
439,0.654,1010,1544.34251
440,0.6555,990,1510.29748
441,0.6536,1060,1621.78703
442,0.6552,920,1404.1514
443,0.6549,1000,1526.95068
444,0.654,1020,1559.63303
445,0.6549,910,1389.52512
446,0.6554,1060,1617.33293
447,0.6542,1100,1681.44298
448,0.6551,1210,1847.04625
449,0.6548,1040,1588.27123
450,0.6542,1110,1696.72883
