SIGNAL2,B,C,D
365,0.6556,1.145E4,1.74649E4
366,0.6531,1.103E4,1.68887E4
367,0.6543,1.106E4,1.69036E4
368,0.6545,9820,1.50038E4
369,0.6534,1.002E4,1.53352E4
370,0.6538,1.031E4,1.57693E4
371,0.6551,9780,1.4929E4
372,0.654,9090,1.38991E4
373,0.6534,9130,1.39731E4
374,0.6546,9000,1.37489E4
375,0.6539,8190,1.25249E4
376,0.6538,7300,1.11655E4
377,0.6543,7680,1.17377E4
378,0.6543,7160,1.0943E4
379,0.653,6770,1.03675E4
380,0.6541,6280,9600.97844
381,0.6537,6720,1.02799E4
382,0.6536,6920,1.05875E4
383,0.6526,8380,1.28409E4
384,0.6545,1.176E4,1.79679E4
385,0.6539,1.842E4,2.81694E4
386,0.654,2.711E4,4.14526E4
387,0.6546,4.214E4,6.43752E4
388,0.6544,6.112E4,9.33985E4
389,0.6537,8.59E4,1.31406E5
390,0.6538,1.1707E5,1.79061E5
391,0.6534,1.501E5,2.29721E5
392,0.6532,1.8853E5,2.88625E5
393,0.6544,2.2581E5,3.45064E5
394,0.654,2.5654E5,3.92263E5
395,0.6542,2.8602E5,4.37206E5
396,0.655,3.0152E5,4.60336E5
397,0.6541,3.1144E5,4.76135E5
398,0.6545,3.0187E5,4.61222E5
399,0.6543,2.8316E5,4.32768E5
400,0.6537,2.577E5,3.94218E5
401,0.6539,2.2209E5,3.39639E5
402,0.655,1.8502E5,2.82473E5
403,0.6538,1.4668E5,2.2435E5
404,0.655,1.1075E5,1.69084E5
405,0.6561,8.093E4,1.2335E5
406,0.6541,5.771E4,8.82281E4
407,0.6557,3.892E4,5.93564E4
408,0.6546,2.613E4,3.99175E4
409,0.6537,1.635E4,2.50115E4
410,0.6545,1.169E4,1.7861E4
411,0.6548,8900,1.35919E4
412,0.6546,6850,1.04644E4
413,0.6547,5790,8843.74523
414,0.6543,4610,7045.69769
415,0.653,3470,5313.93568
416,0.6541,2620,4005.50375
417,0.6535,2580,3947.97246
418,0.6533,2420,3704.27063
419,0.6529,2100,3216.41905
420,0.6542,1780,2720.88046
421,0.6535,1700,2601.3772
422,0.6543,1430,2185.5418
423,0.653,1350,2067.38132
424,0.6541,1580,2415.53279
425,0.6543,1430,2185.5418
426,0.6531,1400,2143.62272
427,0.6537,1310,2003.97736
428,0.6538,1160,1774.24289
429,0.6537,1290,1973.38229
430,0.6538,1460,2233.09881
431,0.6542,960,1467.44115
432,0.6527,1190,1823.19596
433,0.6554,970,1480.01221
434,0.6537,1060,1621.53893
435,0.6533,1030,1576.61105
436,0.6558,1070,1631.595
437,0.6526,1070,1639.59546
438,0.6546,1010,1542.92698
439,0.6558,1170,1784.08051
440,0.6533,990,1515.38344
441,0.6551,1180,1801.25172
442,0.6545,960,1466.76853
443,0.6525,1240,1900.38314
444,0.6539,1250,1911.60728
445,0.6546,1140,1741.52154
446,0.6533,850,1301.08679
447,0.6543,1070,1635.33547
448,0.6537,1050,1606.2414
449,0.6538,1040,1590.70052
450,0.6534,1150,1760.02449
