SIGNAL2,B,C,D
270,0.01259,484,3.84408E4
272,0.0126,236,1.87266E4
274,0.0126,176,1.39709E4
276,0.0126,292,2.31761E4
278,0.0126,280,2.2225E4
280,0.0126,268,2.12658E4
282,0.01261,228,1.80797E4
284,0.01261,268,2.12496E4
286,0.01261,252,1.99797E4
288,0.01262,272,2.15586E4
290,0.01262,248,1.9657E4
292,0.01261,268,2.12469E4
294,0.01261,212,1.68126E4
296,0.01261,340,2.69533E4
298,0.01261,296,2.34727E4
300,0.0126,268,2.12671E4
302,0.0126,288,2.28542E4
304,0.01261,332,2.63225E4
306,0.01262,292,2.31335E4
308,0.01262,256,2.02827E4
310,0.01262,344,2.72626E4
312,0.01262,288,2.28151E4
314,0.01262,288,2.28282E4
316,0.01263,292,2.3113E4
318,0.01263,316,2.5015E4
320,0.01263,300,2.37522E4
322,0.01262,312,2.47321E4
324,0.01262,264,2.09132E4
326,0.01262,260,2.06009E4
328,0.01262,328,2.59872E4
330,0.01262,336,2.66252E4
332,0.01262,336,2.66252E4
334,0.01263,288,2.28101E4
336,0.01262,252,1.9962E4
338,0.01263,356,2.81761E4
340,0.01263,304,2.40689E4
342,0.01263,404,3.19843E4
344,0.01262,352,2.78967E4
346,0.01263,304,2.40682E4
348,0.01262,336,2.66185E4
350,0.01262,304,2.40842E4
352,0.01263,268,2.12126E4
354,0.01264,316,2.50079E4
356,0.01263,316,2.50238E4
358,0.01263,308,2.43933E4
360,0.01264,340,2.68987E4
362,0.01263,292,2.31108E4
364,0.01263,416,3.29333E4
366,0.01264,308,2.43594E4
368,0.01262,368,2.91508E4
370,0.01264,328,2.59485E4
372,0.01263,324,2.56565E4
374,0.01264,252,1.99418E4
376,0.01263,276,2.18555E4
378,0.01263,328,2.59773E4
380,0.01263,304,2.40758E4
382,0.01262,284,2.25032E4
384,0.01263,376,2.97591E4
386,0.01262,356,2.82092E4
388,0.01263,340,2.69098E4
390,0.01263,324,2.56435E4
392,0.01263,308,2.43957E4
394,0.01263,304,2.40765E4
396,0.01263,284,2.2489E4
398,0.01263,356,2.81788E4
400,0.01264,360,2.849E4
402,0.01265,284,2.24563E4
404,0.01263,324,2.56467E4
406,0.01264,332,2.6265E4
408,0.01264,292,2.30925E4
410,0.01265,272,2.15061E4
412,0.01265,292,2.30808E4
414,0.01265,348,2.75116E4
416,0.01264,264,2.08821E4
418,0.01264,288,2.2792E4
420,0.01263,304,2.40735E4
422,0.01264,248,1.96234E4
424,0.01263,312,2.47031E4
426,0.01263,284,2.24861E4
428,0.01266,312,2.4643E4
430,0.01264,308,2.43609E4
