SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0.00011
239,0.00022
240,0.00035
241,0.00047
242,0.00061
243,0.00075
244,0.0009
245,0.00106
246,0.00121
247,0.00137
248,0.00152
249,0.00169
250,0.00185
251,0.00202
252,0.00219
253,0.00237
254,0.00254
255,0.00273
256,0.00291
257,0.00311
258,0.00329
259,0.00348
260,0.00367
261,0.00385
262,0.00403
263,0.00421
264,0.0044
265,0.0046
266,0.00479
267,0.00499
268,0.0052
269,0.00542
270,0.00567
271,0.0059
272,0.00614
273,0.00641
274,0.00672
275,0.00699
276,0.00731
277,0.00762
278,0.008
279,0.00835
280,0.00875
281,0.00916
282,0.00961
283,0.01004
284,0.01052
285,0.01102
286,0.01152
287,0.01206
288,0.01264
289,0.01333
290,0.01408
291,0.01468
292,0.01517
293,0.01573
294,0.01637
295,0.01699
296,0.01765
297,0.01829
298,0.01885
299,0.01944
300,0.02004
301,0.02057
302,0.0211
303,0.02166
304,0.02213
305,0.02265
306,0.02318
307,0.02361
308,0.02412
309,0.02464
310,0.02519
311,0.02577
312,0.0264
313,0.02692
314,0.02737
315,0.0279
316,0.02847
317,0.02908
318,0.02971
319,0.03037
320,0.03112
321,0.03187
322,0.03257
323,0.03302
324,0.03358
325,0.03409
326,0.03464
327,0.0353
328,0.0358
329,0.03645
330,0.03703
331,0.03762
332,0.03812
333,0.03872
334,0.03927
335,0.03984
336,0.04032
337,0.04079
338,0.04138
339,0.04183
340,0.04233
341,0.04282
342,0.04327
343,0.04373
344,0.04419
345,0.04459
346,0.04493
347,0.04531
348,0.04569
349,0.04608
350,0.04632
351,0.04665
352,0.04685
353,0.04705
354,0.04725
355,0.04734
356,0.04761
357,0.04763
358,0.04773
359,0.04793
360,0.04798
361,0.04812
362,0.04815
363,0.04847
364,0.04854
365,0.04883
366,0.04915
367,0.04943
368,0.04978
369,0.05012
370,0.05062
371,0.051
372,0.05148
373,0.05203
374,0.05243
375,0.05309
376,0.0537
377,0.05467
378,0.05522
379,0.05596
380,0.05663
381,0.05708
382,0.05747
383,0.05795
384,0.05855
385,0.05891
386,0.05955
387,0.06018
388,0.06101
389,0.06203
390,0.0629
391,0.06365
392,0.06456
393,0.06543
394,0.0669
395,0.06824
396,0.06932
397,0.06957
398,0.06917
399,0.06828
400,0.0676
401,0.06721
402,0.06704
403,0.06719
404,0.06765
405,0.06788
406,0.06823
407,0.06882
408,0.06943
409,0.06974
410,0.07011
411,0.07078
412,0.07089
413,0.07059
414,0.07004
415,0.07014
416,0.07013
417,0.07094
418,0.07333
419,0.07441
420,0.07263
421,0.07142
422,0.07092
423,0.07086
424,0.07088
425,0.07078
426,0.0707
427,0.07066
428,0.07075
429,0.07069
430,0.0707
431,0.07073
432,0.07087
433,0.07097
434,0.07133
435,0.07201
436,0.07316
437,0.07475
438,0.07461
439,0.07313
440,0.07291
441,0.0729
442,0.07281
443,0.0726
444,0.07253
445,0.07236
446,0.07204
447,0.07309
448,0.07981
449,0.08777
450,0.0837
451,0.0814
452,0.07938
453,0.07541
454,0.07565
455,0.07696
456,0.08002
457,0.0823
458,0.08133
459,0.08036
460,0.08298
461,0.08906
462,0.09339
463,0.09073
464,0.08653
465,0.08996
466,0.10555
467,0.1145
468,0.10555
469,0.09557
470,0.08755
471,0.08571
472,0.09508
473,0.09007
474,0.07735
475,0.07363
476,0.07228
477,0.07213
478,0.07395
479,0.08015
480,0.08508
481,0.0847
482,0.08313
483,0.08008
484,0.07666
485,0.07414
486,0.07317
487,0.07306
488,0.07348
489,0.07516
490,0.08196
491,0.08654
492,0.08316
493,0.07805
494,0.07492
495,0.0735
496,0.07248
497,0.07217
498,0.07178
499,0.07179
500,0.07157
501,0.07207
502,0.07238
503,0.07209
504,0.07155
505,0.07116
506,0.07095
507,0.07065
508,0.0706
509,0.07035
510,0.07044
511,0.07043
512,0.07069
513,0.07028
514,0.06994
515,0.06967
516,0.0694
517,0.06934
518,0.06914
519,0.06893
520,0.0687
521,0.06833
522,0.06808
523,0.06774
524,0.06762
525,0.06721
526,0.06704
527,0.06677
528,0.06663
529,0.06614
530,0.06592
531,0.06557
532,0.06547
533,0.06513
534,0.06499
535,0.06466
536,0.06429
537,0.06386
538,0.0638
539,0.0638
540,0.06382
541,0.06359
542,0.06331
543,0.0631
544,0.06274
545,0.06255
546,0.06234
547,0.06209
548,0.06182
549,0.06155
550,0.06139
551,0.06119
552,0.06112
553,0.06071
554,0.06046
555,0.06014
556,0.05988
557,0.05955
558,0.05939
559,0.05914
560,0.05877
561,0.05856
562,0.05829
563,0.05801
564,0.05784
565,0.05764
566,0.05753
567,0.05733
568,0.05728
569,0.05708
570,0.05693
571,0.05649
572,0.05634
573,0.05605
574,0.05595
575,0.05569
576,0.05563
577,0.0553
578,0.05513
579,0.05486
580,0.05488
581,0.05462
582,0.05456
583,0.05433
584,0.05433
585,0.05393
586,0.05374
587,0.05353
588,0.05311
589,0.05278
590,0.05229
591,0.05193
592,0.05146
593,0.05104
594,0.05058
595,0.05003
596,0.04962
597,0.04915
598,0.04882
599,0.04847
600,0.04817
