SIGNAL2,B,C,D
270,0.01344,484,3.60183E4
272,0.01345,372,2.76605E4
274,0.01344,296,2.20238E4
276,0.01345,288,2.14152E4
278,0.01344,260,1.93458E4
280,0.01343,276,2.05528E4
282,0.01344,364,2.70898E4
284,0.01346,292,2.17016E4
286,0.01343,340,2.5321E4
288,0.01344,276,2.05351E4
290,0.01343,364,2.71043E4
292,0.01343,392,2.91962E4
294,0.01343,360,2.68009E4
296,0.01342,388,2.89129E4
298,0.01344,408,3.0358E4
300,0.01345,440,3.27147E4
302,0.01344,416,3.09634E4
304,0.01342,500,3.72567E4
306,0.01342,424,3.15843E4
308,0.01344,368,2.73883E4
310,0.01344,372,2.76885E4
312,0.01343,464,3.45433E4
314,0.01343,404,3.00747E4
316,0.01344,444,3.30259E4
318,0.01345,396,2.9438E4
320,0.01343,464,3.45433E4
322,0.01344,380,2.82831E4
324,0.01343,400,2.97779E4
326,0.01343,436,3.24685E4
328,0.01343,440,3.27732E4
330,0.01344,436,3.24385E4
332,0.01343,416,3.09837E4
334,0.01345,544,4.04605E4
336,0.01344,512,3.8093E4
338,0.01344,420,3.12491E4
340,0.01343,416,3.09837E4
342,0.01344,512,3.81054E4
344,0.01344,400,2.97513E4
346,0.01344,412,3.06566E4
348,0.01345,528,3.92658E4
350,0.01344,480,3.57164E4
352,0.01344,432,3.21352E4
354,0.01345,412,3.06256E4
356,0.01344,456,3.39356E4
358,0.01345,508,3.77796E4
360,0.01344,528,3.92892E4
362,0.01345,476,3.53882E4
364,0.01344,436,3.24414E4
366,0.01345,428,3.1813E4
368,0.01343,516,3.84146E4
370,0.01344,488,3.62987E4
372,0.01345,480,3.57005E4
374,0.01343,512,3.81225E4
376,0.01343,472,3.51389E4
378,0.01344,472,3.51201E4
380,0.01344,484,3.60173E4
382,0.01343,448,3.33502E4
384,0.01345,528,3.92635E4
386,0.01344,528,3.92881E4
388,0.01345,580,4.31278E4
390,0.01345,440,3.27225E4
392,0.01344,560,4.16667E4
394,0.01344,512,3.80873E4
396,0.01344,548,4.07799E4
398,0.01342,464,3.45629E4
400,0.01343,512,3.81179E4
402,0.01341,460,3.43069E4
404,0.01341,372,2.77364E4
406,0.01343,452,3.3667E4
408,0.01341,420,3.13208E4
410,0.01343,428,3.18595E4
412,0.01343,352,2.62045E4
414,0.0134,408,3.0445E4
416,0.01342,444,3.30849E4
418,0.01343,416,3.09671E4
420,0.01343,468,3.48567E4
422,0.01344,452,3.3631E4
424,0.01344,372,2.76794E4
426,0.01344,440,3.27469E4
428,0.01345,364,2.70632E4
430,0.01344,496,3.69059E4
