SIGNAL2,B,C,D
365,0.6662,1.202E4,1.80426E4
366,0.6655,1.114E4,1.67393E4
367,0.6686,1.128E4,1.68711E4
368,0.6666,1.09E4,1.63516E4
369,0.6666,1.072E4,1.60816E4
370,0.6678,1.09E4,1.63223E4
371,0.6657,1.059E4,1.59081E4
372,0.666,1.039E4,1.56006E4
373,0.6678,9650,1.44504E4
374,0.667,9360,1.4033E4
375,0.666,8510,1.27778E4
376,0.6679,8320,1.2457E4
377,0.667,8070,1.2099E4
378,0.6667,7100,1.06495E4
379,0.667,6990,1.04798E4
380,0.6664,6350,9528.81152
381,0.6666,6780,1.0171E4
382,0.6671,7250,1.08679E4
383,0.6671,9230,1.3836E4
384,0.6662,1.178E4,1.76824E4
385,0.667,1.799E4,2.69715E4
386,0.6666,2.791E4,4.18692E4
387,0.6677,4.136E4,6.1944E4
388,0.6669,5.917E4,8.87239E4
389,0.6668,8.627E4,1.29379E5
390,0.6664,1.1495E5,1.72494E5
391,0.6673,1.5049E5,2.25521E5
392,0.6668,1.8866E5,2.82933E5
393,0.6667,2.262E5,3.39283E5
394,0.6672,2.6068E5,3.90707E5
395,0.667,2.9142E5,4.36912E5
396,0.667,3.0476E5,4.56912E5
397,0.6662,3.1507E5,4.72936E5
398,0.6669,3.117E5,4.67386E5
399,0.6676,2.9456E5,4.41222E5
400,0.6669,2.6808E5,4.01979E5
401,0.6674,2.2913E5,3.43317E5
402,0.667,1.9214E5,2.88066E5
403,0.667,1.537E5,2.30435E5
404,0.6665,1.1697E5,1.75499E5
405,0.667,8.659E4,1.2982E5
406,0.6661,6.171E4,9.26437E4
407,0.6672,4.214E4,6.31595E4
408,0.6669,2.881E4,4.31999E4
409,0.666,1.846E4,2.77177E4
410,0.6683,1.307E4,1.95571E4
411,0.6668,9690,1.45321E4
412,0.6671,7370,1.10478E4
413,0.6664,6530,9798.91957
414,0.6668,4810,7213.55729
415,0.6684,4650,6956.91203
416,0.6675,3920,5872.65918
417,0.6693,3590,5363.81294
418,0.6674,3180,4764.75877
419,0.6661,2340,3512.98604
420,0.6675,2400,3595.50562
421,0.6663,2380,3571.96458
422,0.6667,2150,3224.83876
423,0.6669,1920,2878.99235
424,0.6664,1870,2806.12245
425,0.6674,2070,3101.58825
426,0.6677,1920,2875.54291
427,0.6658,1690,2538.29979
428,0.6666,1990,2985.29853
429,0.6666,1730,2595.25953
430,0.6671,1620,2428.42153
431,0.6674,1820,2727.0003
432,0.6665,1510,2265.56639
433,0.6672,1600,2398.08153
434,0.6666,1580,2370.23702
435,0.6676,1660,2486.51887
436,0.6671,1760,2638.28511
437,0.6666,1610,2415.24152
438,0.6656,1470,2208.53365
439,0.6667,1420,2129.89351
440,0.6665,1480,2220.55514
441,0.6669,1350,2024.2915
442,0.6661,1420,2131.81204
443,0.6674,1630,2442.31346
444,0.6673,1420,2127.97842
445,0.666,1260,1891.89189
446,0.6681,1460,2185.3016
447,0.6664,1620,2430.97239
448,0.6668,1390,2084.58308
449,0.6675,1630,2441.94757
450,0.6658,1620,2433.16311
