SIGNAL2,B,C,D
365,0.5738,1.07E4,1.86476E4
366,0.5742,1.053E4,1.83386E4
367,0.5743,1.057E4,1.8405E4
368,0.5738,9610,1.6748E4
369,0.5736,9570,1.66841E4
370,0.5739,1.027E4,1.78951E4
371,0.5739,9750,1.6989E4
372,0.5743,9300,1.61936E4
373,0.5742,8410,1.46465E4
374,0.5741,8910,1.55199E4
375,0.5735,8340,1.45423E4
376,0.5739,7330,1.27723E4
377,0.5739,6570,1.1448E4
378,0.574,6770,1.17944E4
379,0.5738,6090,1.06135E4
380,0.5738,6180,1.07703E4
381,0.5739,6130,1.06813E4
382,0.5743,6870,1.19624E4
383,0.5742,8380,1.45942E4
384,0.5736,1.158E4,2.01883E4
385,0.5734,1.687E4,2.9421E4
386,0.5739,2.612E4,4.55132E4
387,0.5744,3.902E4,6.79318E4
388,0.5742,5.569E4,9.69871E4
389,0.5739,8.042E4,1.40129E5
390,0.5737,1.072E5,1.86857E5
391,0.5744,1.3824E5,2.40669E5
392,0.5743,1.7617E5,3.06756E5
393,0.5744,2.0829E5,3.62622E5
394,0.5741,2.3805E5,4.14649E5
395,0.5746,2.6574E5,4.62478E5
396,0.5747,2.8345E5,4.93214E5
397,0.5741,2.8986E5,5.04895E5
398,0.5737,2.7852E5,4.8548E5
399,0.5735,2.6533E5,4.6265E5
400,0.5742,2.3928E5,4.16719E5
401,0.5742,2.1032E5,3.66284E5
402,0.5734,1.74E5,3.03453E5
403,0.5739,1.4029E5,2.4445E5
404,0.574,1.0558E5,1.83937E5
405,0.574,7.951E4,1.38519E5
406,0.5745,5.739E4,9.98956E4
407,0.5743,3.672E4,6.39387E4
408,0.5738,2.537E4,4.4214E4
409,0.5734,1.654E4,2.88455E4
410,0.5736,1.07E4,1.86541E4
411,0.574,8700,1.51568E4
412,0.5746,6130,1.06683E4
413,0.5744,5500,9575.20891
414,0.5741,4860,8465.42414
415,0.5739,3820,6656.21188
416,0.5745,2960,5152.30635
417,0.575,2790,4852.17391
418,0.5744,2890,5031.33705
419,0.5746,2010,3498.08562
420,0.5741,2000,3483.71364
421,0.5746,1940,3376.26175
422,0.5743,1660,2890.47536
423,0.5749,1590,2765.69838
424,0.5741,1180,2055.39105
425,0.5742,1400,2438.17485
426,0.574,1440,2508.7108
427,0.5751,1260,2190.92332
428,0.5744,1170,2036.90808
429,0.5745,1290,2245.43081
430,0.5741,1480,2577.94809
431,0.5742,1170,2037.61755
432,0.574,1090,1898.9547
433,0.5736,1060,1847.97768
434,0.5737,1130,1969.67056
435,0.5743,1390,2420.3378
436,0.5746,1140,1983.98886
437,0.5744,1120,1949.86072
438,0.5742,1240,2159.5263
439,0.5743,1140,1985.02525
440,0.5745,1000,1740.64404
441,0.5747,1110,1931.44249
442,0.5745,1020,1775.45692
443,0.5746,1060,1844.76157
444,0.5741,1070,1863.7868
445,0.5742,1360,2368.51271
446,0.5741,1220,2125.06532
447,0.5744,1140,1984.67967
448,0.5745,1130,1966.92776
449,0.574,1110,1933.79791
450,0.5743,1230,2141.73777
