SIGNAL2,B,C,D
270,0.00845,380,4.49917E4
272,0.00845,228,2.69937E4
274,0.00844,284,3.36541E4
276,0.00844,264,3.12633E4
278,0.00845,212,2.51018E4
280,0.00844,236,2.79515E4
282,0.00843,188,2.22928E4
284,0.00844,204,2.41786E4
286,0.00845,260,3.07794E4
288,0.00845,248,2.93561E4
290,0.00844,276,3.27076E4
292,0.00845,260,3.07634E4
294,0.00844,296,3.50512E4
296,0.00844,260,3.08071E4
298,0.00844,296,3.50528E4
300,0.00845,348,4.11912E4
302,0.00844,240,2.84347E4
304,0.00844,300,3.55316E4
306,0.00844,288,3.41184E4
308,0.00844,300,3.55585E4
310,0.00845,240,2.84118E4
312,0.00845,316,3.74035E4
314,0.00844,312,3.69581E4
316,0.00844,312,3.69616E4
318,0.00845,300,3.5508E4
320,0.00845,336,3.97727E4
322,0.00845,324,3.83632E4
324,0.00845,372,4.40028E4
326,0.00845,208,2.46037E4
328,0.00845,332,3.92769E4
330,0.00845,312,3.69074E4
332,0.00845,296,3.50263E4
334,0.00845,340,4.02138E4
336,0.00845,316,3.7377E4
338,0.00845,340,4.02291E4
340,0.00845,308,3.64376E4
342,0.00846,292,3.4535E4
344,0.00845,372,4.40278E4
346,0.00845,340,4.02157E4
348,0.00845,412,4.87389E4
350,0.00845,332,3.93011E4
352,0.00845,328,3.88129E4
354,0.00846,332,3.92583E4
356,0.00845,364,4.30525E4
358,0.00845,348,4.11873E4
360,0.00845,364,4.30688E4
362,0.00846,392,4.63467E4
364,0.00846,308,3.64204E4
366,0.00846,332,3.92621E4
368,0.00846,392,4.63576E4
370,0.00846,308,3.64273E4
372,0.00846,284,3.35793E4
374,0.00846,212,2.50579E4
376,0.00846,360,4.25713E4
378,0.00846,288,3.40603E4
380,0.00845,332,3.92769E4
382,0.00845,404,4.78107E4
384,0.00846,356,4.20983E4
386,0.00845,248,2.9338E4
388,0.00845,312,3.69283E4
390,0.00846,344,4.06523E4
392,0.00845,380,4.49576E4
394,0.00845,308,3.64445E4
396,0.00846,360,4.25612E4
398,0.00846,332,3.92639E4
400,0.00846,376,4.44676E4
402,0.00846,376,4.44465E4
404,0.00846,392,4.63401E4
406,0.00846,292,3.45333E4
408,0.00846,332,3.92305E4
410,0.00845,312,3.69196E4
412,0.00845,312,3.69283E4
414,0.00845,320,3.78644E4
416,0.00846,260,3.07445E4
418,0.00845,308,3.64394E4
420,0.00846,216,2.55355E4
422,0.00845,308,3.64411E4
424,0.00845,328,3.88276E4
426,0.00846,300,3.54576E4
428,0.00846,272,3.21528E4
430,0.00845,256,3.02787E4
