SIGNAL2,B,C,D
270,0.01282,544,4.24496E4
272,0.01282,300,2.34009E4
274,0.01282,264,2.05896E4
276,0.01282,244,1.90274E4
278,0.01283,176,1.37157E4
280,0.01283,292,2.27577E4
282,0.01283,244,1.90245E4
284,0.01284,336,2.61731E4
286,0.01284,292,2.27464E4
288,0.01284,260,2.02505E4
290,0.01284,360,2.8047E4
292,0.01283,296,2.30652E4
294,0.01283,308,2.40025E4
296,0.01284,316,2.4619E4
298,0.01283,360,2.80505E4
300,0.01284,344,2.67871E4
302,0.01283,300,2.33878E4
304,0.01284,320,2.49213E4
306,0.01284,384,2.98982E4
308,0.01283,364,2.83604E4
310,0.01283,292,2.27577E4
312,0.01284,376,2.92853E4
314,0.01284,340,2.6488E4
316,0.01283,320,2.494E4
318,0.01284,408,3.17856E4
320,0.01283,316,2.46244E4
322,0.01285,356,2.76974E4
324,0.01284,348,2.70994E4
326,0.01284,364,2.83542E4
328,0.01284,396,3.08392E4
330,0.01284,356,2.77215E4
332,0.01284,416,3.24099E4
334,0.01284,332,2.58656E4
336,0.01283,340,2.6493E4
338,0.01284,444,3.45816E4
340,0.01284,420,3.27021E4
342,0.01284,416,3.23866E4
344,0.01286,432,3.36051E4
346,0.01284,380,2.95941E4
348,0.01285,336,2.61519E4
350,0.01284,320,2.4919E4
352,0.01284,372,2.89828E4
354,0.01286,360,2.80034E4
356,0.01285,404,3.14475E4
358,0.01285,400,3.11226E4
360,0.01284,340,2.64756E4
362,0.01284,400,3.11459E4
364,0.01284,384,2.98954E4
366,0.01284,264,2.0562E4
368,0.01284,384,2.9901E4
370,0.01284,336,2.6165E4
372,0.01284,444,3.45784E4
374,0.01285,320,2.48942E4
376,0.01285,376,2.92653E4
378,0.01284,428,3.33344E4
380,0.01285,352,2.73913E4
382,0.01283,336,2.61862E4
384,0.01284,356,2.77198E4
386,0.01285,392,3.05144E4
388,0.01284,392,3.05191E4
390,0.01284,360,2.80295E4
392,0.01284,392,3.0541E4
394,0.01285,432,3.36187E4
396,0.01285,320,2.48965E4
398,0.01287,312,2.42439E4
400,0.01287,368,2.85892E4
402,0.01287,316,2.45517E4
404,0.01286,404,3.14192E4
406,0.01285,360,2.80068E4
408,0.01284,404,3.14681E4
410,0.01285,324,2.5214E4
412,0.01286,348,2.70506E4
414,0.01285,336,2.6143E4
416,0.01287,424,3.29479E4
418,0.01285,404,3.14368E4
420,0.01286,396,3.07922E4
422,0.01286,340,2.64353E4
424,0.01286,300,2.33318E4
426,0.01287,324,2.5178E4
428,0.01285,272,2.11614E4
430,0.01285,392,3.05001E4
