"Reservoir","Site_code","Site_number","Depth_m","Date","Rep","Dilution","SampleName","Max Fl Ex","Max Fl Em","Max Fl","B:","T:","A:","C:","M:","N:","FI:","BIX:","HIX:","T/B","T/M:","T/N:","T/C:","A/T:","A/C:","A/M:","M/C:","C/N:","A254","a254","A350","a350"
"CCR","CC2",92,"0.1",2024-09-16,2,1,"20240923_CC2_16SEP24_01R1.csv",305,306,3.77927348437664,0.08031538811724,0.12693300389641,0.462821441925713,0.256975666553195,0.18814085350894,0.163570169856853,1.55785953535505,0.582161848513274,6.47712862597008,1.58043193056752,0.674670075791796,0.77601560240167,0.493949507355918,3.64618678924059,1.80103216827305,2.459973117448,0.732134898344522,1.57104236535357,0.083,18.6543,0.02,4.3757
"CCR","CC2",92,"0.1",2024-09-16,2,1,"20240923_CC2_16SEP24_01R2.csv",300,300,9.01727816012273,0.110043141710677,0.185750590645323,0.483998600610536,0.258528157222865,0.199653820687872,0.194405184431182,1.52694594340705,0.591561451218099,4.64297784467401,1.68797971193602,0.930363315890237,0.955481671894801,0.718492688149231,2.60563693999065,1.87213108935482,2.42418902349579,0.772271085798054,1.32984188656955,0.095,21.4179,0.029,6.4484
"CCR","CC3",90,"0.1",2024-09-16,2,1,"20240923_CC3_16SEP24_01R1.csv",300,300,5.19066571897147,0.0973145570890869,0.168570361192173,0.144250001355193,0.0513365323704118,0.0746402500017117,0.109652697772403,1.42524797024836,0.855977983465706,1.48237994490429,1.7322214295016,2.25843778910584,1.53731157205142,3.28363357259653,0.855725765401584,2.8098898522085,1.93260340569445,1.453940236227,0.468173911023754,0.045,9.9029,0.008,1.6121
"CCR","CC3",90,"1.5",2024-09-16,2,1,"20240923_CC3_16SEP24_15R1.csv",300,300,2.75034826337199,0.0629662865093623,0.0937924680430867,0.134110775413332,0.0503773990260561,0.0619239387802389,0.0728527471903177,1.44561032706287,0.787558989754864,2.4848765477507,1.4895664528214,1.51463989356274,1.28742527441096,1.86179655671734,1.42986721867393,2.66212186429013,2.16573393190114,1.22920079197044,0.691496216257325,0.042,9.212,0.007,1.3818
"CCR","CC3",90,"BOT",2024-09-16,2,1,"20240923_CC3_16SEP24_BOTR2.csv",300,300,4.07884703017058,0.0778395483191069,0.140920637131856,0.142076311385731,0.0513634072476608,0.0706084491956237,0.0944406020422841,1.44432037170527,0.852741975725055,1.70090097045445,1.81039895753436,1.99580416702581,1.49216157123566,2.74359986385588,1.00820088723267,2.76609981695093,2.01217153193809,1.37468390395459,0.543869968392025,0.044,9.6726,0.008,1.6121
"CCR","CC4",88,"0.1",2024-09-16,2,1,"20240923_CC4_16SEP24_01R2.csv",305,304,3.95569400190312,0.0704123145099011,0.0773085667524822,0.136818369818685,0.0511239965868309,0.0643499082897183,0.0707096925733288,1.40961141194582,0.806760085427916,2.37692272548031,1.09794099640925,1.2013780408889,1.09332347432157,1.51217768394101,1.76976984008427,2.67620645788729,2.12616262330471,1.25870261688998,0.723012570501749,0.043,9.4423,0.007,1.3818
"CCR","CC4",88,"1.5",2024-09-16,2,1,"20240923_CC4_16SEP24_15R1.csv",300,300,3.46442393385062,0.0693245449547718,0.106641298893305,0.133824106514166,0.0501879728829998,0.0639966029742732,0.078149746980764,1.42934668745058,0.814686082211934,2.03067545426401,1.53829064385319,1.6663587430754,1.3645763807726,2.12483774034691,1.25489944236385,2.66645769547501,2.09111265746345,1.27513823129427,0.642202627928575,0.042,9.212,0.006,1.1515
"CCR","CC4",88,"1.5",2024-09-16,2,1,"20240923_CC4_16SEP24_15R2.csv",310,310,2.60989434182098,0.0632588239715529,0.076154467104211,0.130758943084849,0.0491818489333645,0.0604249015676974,0.0664993167242746,1.46874490866508,0.80741930493709,2.37555295745987,1.20385524616229,1.26031594803495,1.14519172309649,1.54842627424177,1.71702262594676,2.65868294748355,2.16399099861755,1.22860166663449,0.739584274787163,0.043,9.4423,0.007,1.3818
"CCR","CC4",88,"6",2024-09-16,2,1,"20240923_CC4_16SEP24_6R1.csv",300,300,3.14901437280309,0.0870185033803525,0.192815431390673,0.146683977579191,0.0531412145816959,0.0778365789990208,0.11210543553253,1.45679402953265,0.881407047578204,1.58346940302846,2.21579806478501,2.47718275739095,1.71994721286037,3.62835951169786,0.760748123328301,2.76026768928453,1.88451213382639,1.46471208104135,0.474028884766035,0.044,9.6726,0.009,1.8424
"CCR","CC4",88,"9",2024-09-16,2,1,"20240923_CC4_16SEP24_9R1.csv",315,316,2.59663253566785,0.0395704975726724,0.0620087399539097,0.240585934104658,0.120440771819489,0.108601449112873,0.089205028378793,1.5332866450125,0.695258156793622,5.7187339116351,1.56704473680243,0.57097525364935,0.69512606050189,0.51484841069306,3.87987135819051,1.99754560245791,2.21531053286967,0.901700042869531,1.35015675694939,0.046,10.1332,0.01,2.0727
