SIGNAL2,B,C,D
365,0.6332,1.14E4,1.80038E4
366,0.6327,1.194E4,1.88715E4
367,0.6338,1.06E4,1.67245E4
368,0.6344,1.093E4,1.72289E4
369,0.6333,1.037E4,1.63745E4
370,0.6333,1.003E4,1.58377E4
371,0.6335,1.062E4,1.6764E4
372,0.6341,9980,1.57388E4
373,0.6334,9120,1.43985E4
374,0.6333,8720,1.37691E4
375,0.6332,8180,1.29185E4
376,0.634,8160,1.28707E4
377,0.633,7700,1.21643E4
378,0.6339,7340,1.15791E4
379,0.6328,7050,1.1141E4
380,0.6329,6280,9922.57861
381,0.6331,6550,1.03459E4
382,0.6333,6850,1.08164E4
383,0.6328,8830,1.39539E4
384,0.6334,1.201E4,1.89612E4
385,0.6322,1.722E4,2.72382E4
386,0.6337,2.629E4,4.14865E4
387,0.6331,3.957E4,6.2502E4
388,0.6328,5.76E4,9.1024E4
389,0.6338,8.234E4,1.29915E5
390,0.6332,1.1102E5,1.75332E5
391,0.6337,1.4639E5,2.31008E5
392,0.6326,1.8342E5,2.89946E5
393,0.6338,2.204E5,3.47744E5
394,0.633,2.5501E5,4.02859E5
395,0.6326,2.8463E5,4.49937E5
396,0.634,3.0201E5,4.76356E5
397,0.6336,3.1008E5,4.89394E5
398,0.6335,3.0359E5,4.79227E5
399,0.6334,2.9018E5,4.58131E5
400,0.6332,2.6761E5,4.22631E5
401,0.6321,2.2737E5,3.59706E5
402,0.6342,1.9362E5,3.05298E5
403,0.6336,1.5612E5,2.46402E5
404,0.6325,1.189E5,1.87984E5
405,0.6344,8.898E4,1.40259E5
406,0.6331,6.186E4,9.77097E4
407,0.6323,4.168E4,6.59181E4
408,0.6347,2.904E4,4.57539E4
409,0.6332,1.924E4,3.03853E4
410,0.6326,1.257E4,1.98704E4
411,0.6345,9690,1.52719E4
412,0.6338,7160,1.12969E4
413,0.633,6180,9763.03318
414,0.6327,4700,7428.48111
415,0.6335,4380,6913.97001
416,0.6335,3340,5272.29676
417,0.6332,2900,4579.91156
418,0.6342,2930,4619.99369
419,0.6333,2390,3773.88284
420,0.6341,1740,2744.04668
421,0.6332,1940,3063.80291
422,0.6338,1990,3139.79173
423,0.6343,1940,3058.48967
424,0.6328,2100,3318.58407
425,0.6333,1650,2605.40028
426,0.6338,1600,2524.45566
427,0.6331,1500,2369.29395
428,0.6347,1490,2347.56578
429,0.633,1590,2511.84834
430,0.6335,1130,1783.74112
431,0.6332,1470,2321.54138
432,0.6338,1190,1877.5639
433,0.6337,1390,2193.46694
434,0.633,1360,2148.49921
435,0.6325,1230,1944.66403
436,0.6336,1290,2035.98485
437,0.6334,1270,2005.0521
438,0.6344,1370,2159.52081
439,0.634,1260,1987.3817
440,0.6325,1210,1913.04348
441,0.634,1310,2066.24606
442,0.6337,1160,1830.51917
443,0.6344,1140,1796.97352
444,0.6336,1240,1957.07071
445,0.6326,1030,1628.20107
446,0.6332,1400,2210.99179
447,0.6341,1160,1829.36445
448,0.6336,1300,2051.76768
449,0.6327,1080,1706.97013
450,0.6343,1410,2222.92291
